,dates,MGVR_1,MGVR_2,MGVR_3,MGVR_4,MGVR_5,MGVR_6,MGVR_7,MGVR_8,MGVR_9,MGVR_10
22,1985-08-12 10:32:14+00:00,,,231.7559309570959,199.88677618854183,190.78354473655907,202.44421390247012,258.3826104450819,,,
23,1985-08-19 10:38:20+00:00,181.33757273174405,194.3400044702925,235.37451527742,211.55575472443257,220.13715596791238,244.3319903003933,328.5641614097916,298.3148937273888,314.77101292453506,382.9004052216785
24,1985-08-28 10:32:03+00:00,,,,191.5965075317448,185.30211791851005,199.9435379537225,279.54601182271733,219.2612152763675,,
25,1985-09-13 10:31:51+00:00,,,,,189.24745523425224,195.8929662285547,258.24513701649926,,,
26,1985-09-29 10:31:40+00:00,,,,,185.76297547379068,201.86756378040647,296.81936078030105,243.09462665284167,275.6049409984095,337.4064359733712
27,1985-10-06 10:37:47+00:00,180.46540249603294,192.55838185624555,235.9544339220971,204.88033784070282,200.74784553597382,211.36578462899053,304.1372077395747,255.87318820578437,280.66718764349287,346.72236860039305
28,1985-10-15 10:31:30+00:00,,194.48768633561897,226.39168240977966,185.8986054600358,182.12122757704728,217.70750003551726,278.45510955805946,254.83537633043767,270.570678355177,339.25036014844443
29,1985-11-23 10:37:06+00:00,168.10724807517988,180.00301174117388,226.82496418715743,188.09013077021854,182.74893122212038,196.8488495454652,273.886084620019,223.53725733361335,,
30,1986-01-03 10:30:14+00:00,,171.45065024307763,220.4646254510517,,173.47787965153506,194.8499227616576,254.70556795343163,220.2694499780559,,
31,1986-01-19 10:29:51+00:00,,180.35583389263445,228.14216106238666,210.02416754673132,195.11555964581152,210.38773860237862,275.4883375776579,237.80734661353182,240.11093888086197,
32,1986-01-26 10:35:52+00:00,173.51227547692525,192.6109181986809,238.8354438075092,217.26179481849752,214.33440351424935,244.7936906954534,317.22183950575965,274.7906728437964,286.94173680397876,381.09610573723256
33,1986-02-04 10:29:29+00:00,,,225.80177708873387,179.81875167640635,,,,,,
