,dates,MIRA_1,MIRA_2,MIRA_3,MIRA_4,MIRA_5,MIRA_6,MIRA_7,MIRA_8,MIRA_9,MIRA_10
1087,2021-04-17 11:40:05+00:00,161.1198794506838,175.81690360157575,162.8655503638397,186.91505136373485,184.98775314355197,228.8979963327336,165.2768939150845,189.31924988793907,223.6247362032958,277.20903325975445
1088,2021-04-22 11:40:04+00:00,135.7037332399993,150.6603374210406,137.33808323251031,157.6952366004472,161.10574324337878,207.65976919172994,148.19431498604297,160.8490636598703,201.0870962856123,256.2459941653307
1089,2021-04-27 11:40:07+00:00,159.93158208077958,160.02278698451147,140.64714902293963,154.04147073224237,168.62377020897287,216.4696988485225,155.15930392566395,163.0712880896712,213.06957875132022,283.3367641674073
1090,2021-05-01 10:23:15+00:00,172.1169783642555,151.71779376872223,148.26079717011706,191.4569235004957,176.74123193247746,241.55608819633295,160.05593640785895,178.2332012182094,226.32094734813347,279.27422796129076
1091,2021-05-02 11:40:07+00:00,178.08428757406136,164.43308042953663,148.1711150401982,175.83701103516538,189.53247857867535,231.62390985729337,165.14792689378612,169.4538816989188,221.70514592662286,288.94724111791686
1092,2021-05-04 11:30:13+00:00,150.48462897293902,150.28391320111612,129.95862349802758,161.21000147274867,164.65701476591855,207.68104996815492,145.67212203155484,160.1958746509772,212.4974276083879,272.65676191279556
1093,2021-05-07 11:40:09+00:00,137.33974617535986,135.6597734007483,116.47405010798934,147.56610827166833,152.18803750002553,196.99519017271163,121.96020490900689,156.95803127150046,205.4959848741443,256.75629694548036
1094,2021-05-12 11:40:09+00:00,152.10159153465156,143.84287289395004,121.21644544400115,159.71010701233777,161.9354574894001,201.52663953419028,133.05022000847023,157.79131434439955,212.41000775900898,272.3051577607178
1095,2021-05-14 11:30:14+00:00,165.74493075100747,159.70177342176964,136.50182484770738,174.00425975283943,174.52410687352503,225.97866805183648,145.7542899784293,169.20940665075858,228.66702366340667,283.8923820332261
1096,2021-05-17 10:21:55+00:00,156.4078355053772,160.27484331372108,127.317789369548,167.9032013313813,169.34246700990892,220.89345157288602,156.6726957440482,157.36020584175378,230.4487448694161,270.7095222341451
1097,2021-05-17 11:40:10+00:00,165.27050638716696,160.79326243998344,139.98695329219842,171.3650716723562,170.22961072658302,226.33648634814355,147.84854817885443,168.32632485023086,231.14699094265447,280.5584037303283
1098,2021-05-19 11:30:14+00:00,158.22682259249817,155.8041040194714,134.41655067174617,164.554444006226,163.49702468202383,233.3866183683896,145.30089374101232,166.70714898664733,226.94990119833238,272.4587101379355
1099,2021-05-25 11:13:48+00:00,,,,,,,,,,
1100,2021-05-27 11:40:11+00:00,156.7662469378035,156.92615607391053,139.75891168754018,165.12922509942035,159.64639319755815,239.21689586899853,146.44838468779892,169.33632066720486,232.37569263879476,269.4949313683205
1101,2021-06-03 11:30:15+00:00,147.19357520569275,140.70192833810665,120.95812482292445,162.94931145451136,147.111576594304,217.83052979933078,129.64977042194005,158.39711750860337,215.93768980914268,253.4970764027516
1102,2021-06-06 11:40:11+00:00,,,,,135.48306137917234,207.5249658220647,,157.30359830285605,206.29371734649789,248.2681601140166
1103,2021-06-21 11:40:11+00:00,,,,129.68799894018116,117.01980226942979,,,,195.05598300142927,
1104,2021-06-23 11:30:15+00:00,154.41556940713718,132.17798935249482,110.48299767989079,166.91416742987593,139.30511019568993,238.779982048364,132.2363360193241,154.88896853881238,207.91051959166873,251.47365740173126
1105,2021-06-28 11:30:15+00:00,184.5146806682787,166.22433884782868,141.6241477694482,198.77930190204592,167.43665870006348,264.11240488877,176.05651813410302,172.83176018513421,237.0480948286615,277.87622996855225
1106,2021-07-01 11:40:11+00:00,169.6609895020586,154.73033391901492,126.00367015075261,183.01277561710768,154.38835671490585,248.24926311184598,156.71784246385238,171.47917530696606,224.8582581948002,262.7115660903485
1107,2021-07-06 11:40:13+00:00,151.3497881345965,132.65470631240282,110.91205532850228,163.07729092202362,132.53382285252567,231.32403215198505,125.89044564461268,151.4477808311081,206.10270384667902,254.793426897332
1108,2021-07-08 11:30:16+00:00,160.12449927998665,148.06089892806608,121.81779744133522,166.5477347667963,147.7337532754805,236.3236657820479,146.57464317049784,158.43956749775674,213.21139738947198,265.9609100659881
1109,2021-07-11 11:40:12+00:00,166.29331768942725,154.58265535780015,124.79163139814256,171.49666990806216,151.95206756280822,247.5671353531761,152.83710659537326,165.35567509047434,222.22783567420123,275.35381573556805
1110,2021-07-13 11:30:17+00:00,177.74531515129,158.49636499251451,131.31830575439648,196.90926267239934,166.98046479994136,264.3638838178103,164.11160856387002,168.38765367415536,234.80615408275867,287.6252110628981
1111,2021-07-16 11:40:13+00:00,169.92706655190008,161.18829947273056,127.32465282917228,189.29930004514273,160.67546078306302,259.455801428617,164.14878940215095,169.6488668685688,226.75214419873615,279.096840912685
1112,2021-07-21 11:40:12+00:00,158.2396940150287,140.034535877503,104.67396974551201,,152.20945683235652,,,,,
1113,2021-07-26 11:40:14+00:00,175.20365212076896,175.3078259091466,145.23036657091785,197.3450303353561,166.91241725333484,261.80118243119136,162.9707256936082,173.76198814420042,236.4245705986309,286.5794731952726
1114,2021-07-28 11:14:08+00:00,178.7228948113496,174.9237316601887,,,170.2175555802198,262.2483219037374,158.1310700658763,175.12063047895168,239.54713325175746,287.9625104844372
1115,2021-07-28 11:30:16+00:00,178.22330128037788,169.7981678649134,137.0965990033776,198.5096161407497,170.08055761383878,261.62480705559756,158.08841831093335,175.79454540151306,238.5303917004542,289.92955088428744
1116,2021-07-31 11:40:12+00:00,159.72139095392168,149.80023345147146,119.25104912661486,177.69883519289658,147.82205754988308,239.7827491713827,142.36596265556236,159.22097662369052,214.94730436965216,270.64174058088054
1117,2021-08-05 10:15:08+00:00,167.95191029295208,162.47195307072866,125.03624308664915,200.27887105212812,160.33814552022872,262.92095494988314,160.89131756526848,166.00103443977406,215.66854572846754,282.02693016701136
1118,2021-08-07 11:30:15+00:00,153.79314858446003,143.00217015577792,118.69256011870803,174.870175582793,141.84306326552516,243.4175338883225,135.52344122780545,155.2239888757846,210.35254577404436,260.84401833468013
1119,2021-08-10 11:40:11+00:00,172.6215917369023,170.60915883091212,138.24032154121733,196.31711080658158,158.61775875520004,261.10382664639917,147.71768707646652,184.75535710432206,233.7045882335545,286.1099891838082
1120,2021-08-15 11:40:13+00:00,172.43799353848837,161.66532854103522,131.7052269693563,189.56426322848824,156.63351818882336,257.34946672467333,142.59943386246377,169.6535677674023,221.0558236944442,279.7235626328388
