,dates,TROI_1,TROI_2,TROI_3,TROI_4,TROI_5,TROI_6,TROI_7,TROI_8,TROI_9,TROI_10,TROI_11,TROI_12,TROI_13,TROI_14,TROI_15,TROI_16,TROI_17,TROI_18,TROI_20,TROI_21,TROI_22,TROI_23
57,1990-03-01 10:35:33+00:00,,,176.7129668879366,238.14347935263038,209.27044526570535,241.8688260339982,238.37072497703582,,,,101.71205837957676,49.40505909981054,121.06530743623128,140.55078755905402,,118.35769622188053,83.12212663597074,110.39687763143999,104.2232211549819,150.17387453407056,127.99871921628093,127.54103378125603
58,1990-03-17 10:35:01+00:00,,,179.62078529799777,257.9798494038422,241.10792795366947,246.74677598540356,248.05238114615338,,,,120.03416666143029,62.61396341720108,135.9911950715721,142.0494618818696,,121.43463438549543,97.99291124234188,120.365481623031,114.38960895520324,156.3272781690136,134.08975298816347,132.41131067845936
59,1990-04-18 10:34:45+00:00,,,177.62311441466454,260.53831418287643,242.52782445521237,246.7041459117455,260.6384156307357,,,,131.55168541039328,64.90730172523601,142.7947361880182,157.3326076803222,,132.11689571028455,100.74990553000353,,115.26414741470327,163.50111807614,133.98666778754244,143.1937752434396
60,1990-05-04 10:34:39+00:00,,,,,,,,,,,,,,,,121.40374575380253,95.24509444088025,114.22351749947148,102.24946583193955,149.93747437978686,120.31620999179547,127.13253725504478
61,1990-06-05 10:34:42+00:00,,,176.68404844510854,256.5802118806412,235.3469529109571,239.9771134216477,244.70089632750296,,,,110.0176714271679,58.83162642098808,119.49702782261866,145.0866367471408,,116.56065962595468,95.50086188086894,112.71567649265856,115.52956870721715,150.29079346366777,123.34750890080166,131.12955643550924
62,1990-07-07 10:34:38+00:00,,,,,,,,,,,,,,,,130.0784807551341,99.34438644031148,,117.6102682290763,160.07569696699994,132.69656778154484,138.93086116870774
63,1990-07-23 10:34:34+00:00,,,,,,,,,,,,,,,,132.40188727561844,,,,164.02912512791139,137.61489633038468,136.4075477915178
64,1990-08-08 10:34:30+00:00,,,183.34752636354742,271.5483117814375,254.2929910665232,248.9636898275774,251.75859195693687,,,,130.7542452814401,70.0106390322133,,,,135.55824542225565,98.31395503526707,,114.48397690073934,159.44495476203193,135.15265298291877,143.08490199701998
65,1990-08-24 10:34:24+00:00,,,,,,,,,,,,,,,,,,,,,,
66,1990-09-09 10:34:20+00:00,,,,,,,,,,,116.0777736410148,63.78503328262544,126.40345761933446,155.67085533416,,134.8998152672189,95.79088019646065,120.72847763814262,117.17422121894947,158.28175404178424,136.2683958918259,144.06589854406974
67,1990-09-25 10:34:16+00:00,,,191.54245322813762,,,,,,,,,,,159.6382688596497,,128.4223921615103,100.62272638484336,115.68325849881239,118.36907904901508,155.48065286561322,131.3056255072625,136.85738942251174
68,1990-10-11 10:34:09+00:00,,,,,,,,,,,,,,,151.60901520350902,116.532772399381,86.71017412110584,112.43152128568492,100.72849013053013,151.97652610623078,129.43682389682607,131.64052430885613
69,1990-11-12 10:34:02+00:00,,,171.73812053023693,249.11232757389223,239.73004924613053,243.63392064045422,239.74228837822776,,,,106.83210984181838,59.25492007886418,119.78543695487794,132.45215412303702,162.48694574347832,112.52678263791623,88.44371860489392,95.2804550015572,97.1888273317763,133.40612321927983,120.12295444851259,125.00644760982706
70,1990-11-28 10:33:47+00:00,,,172.916317174351,252.27505525137767,234.84667476403786,238.18583566988298,234.32408758128236,,,179.90801350678592,106.11766215227294,56.119928141052526,116.06355138676707,133.4771366990453,,117.02689225128503,93.38142544319025,113.82143214188105,117.57743962822357,150.0791609384811,125.27876165257968,128.91444308301203
71,1991-01-15 10:34:46+00:00,,,196.5067942794438,268.684905323423,243.1508816704887,245.91138611957717,244.83348305964336,,,,111.14372414169408,63.31673325085885,132.2817482013443,145.4207616592467,,121.73274058272332,86.07405675372648,103.13761605729833,110.6437199781835,141.81363947433067,133.34362976109566,136.16944494520493
72,1991-05-07 10:36:51+00:00,,,193.12605940459355,279.6311094049162,255.20602584679315,261.95698581207915,254.2864500915934,,,,125.76914882383684,69.72089295718635,136.19906550737736,155.7789820358056,,142.1193553077648,103.43173803533088,,,168.76931795113282,152.04827584018872,143.72208849582213
73,1991-05-23 10:37:05+00:00,,,,,,,,,,,,,,,,,,,,,,
74,1991-06-08 10:37:19+00:00,,,181.34342646789207,270.27243363351704,252.56464499258678,249.41124773032539,250.01796894267517,,,,117.07490184051525,55.41752002009892,121.1901101412075,146.14247001755075,154.75848854199538,137.13266402761752,90.14612877961835,,,157.15044262956548,141.41362412038657,135.38941569888806
75,1991-06-24 10:37:33+00:00,,,,,,248.27647972132496,,,,,120.85452485685303,70.0798207585032,129.40514625181999,158.46907155332707,,,105.17873158686896,,,159.17819702851136,146.86525550840759,133.16053542999126
76,1991-07-26 10:37:59+00:00,,128.9731947740564,207.17562129347246,284.92707216947645,268.1674859284061,264.46486268648346,254.23637326774934,,,,,,,172.4622747538963,,,126.5731696710489,,,174.20589356212736,155.11995257466248,147.887616219351
77,1991-08-11 10:38:02+00:00,,125.47119628725476,203.11015299331459,,,,256.84342901431563,,,,134.2751667568417,68.94104159842476,130.54596638896868,154.91510869320427,,,109.80056551218468,,,172.76737030266628,152.12312173156508,144.31610619419507
78,1991-12-01 10:38:56+00:00,,,163.27644721698218,249.09058427543218,227.0891953032733,223.768143114525,216.6657426188319,,,,,,,,,,,,106.02453026980024,,,
79,1992-01-02 10:38:47+00:00,,,179.87480237620642,258.5499400326397,246.1058454506183,242.93617955754695,247.3381811234016,,,,118.09729941438127,57.70508955656709,131.74703033256864,128.85791436690255,158.7355442445329,113.2431635383023,94.17230335180624,118.43324560411725,120.06120726115768,146.86798910513983,136.41619597123008,127.93112051872819
80,1992-01-18 10:38:46+00:00,,,187.04030731590805,259.4582519830053,242.82072630343492,242.6056544862929,237.37107275018155,,,174.4770221970075,105.99447966728306,43.98164729762813,120.15989646476037,133.7864303628953,160.16395262903393,110.06802948994988,92.80061943750164,112.13176139142325,120.39362631082201,143.43290216682325,119.88071149792478,122.29729478071216
81,1992-02-03 10:38:48+00:00,,115.37251016771145,187.8022823107852,277.7525215905904,257.7478201841939,256.06924994892574,260.37657588881876,,,,124.75695421702216,53.07830481920636,129.64994304198544,144.5354468992556,,133.10857622881508,104.07090160033644,,,165.4927885104065,145.98155985780494,141.29919501813055
82,1992-02-19 10:38:39+00:00,,,187.8676520800019,281.94117794173576,257.721277812439,261.7110901877083,266.4377684175747,,,,134.42533414249084,64.14063973669548,133.3609336645565,159.52254663904168,,,114.21233464729367,,,158.05488777148918,140.3957788476809,132.79880475663973
83,1992-03-22 10:38:41+00:00,,,,,,,,,,,,,132.36871485069514,150.01128418363135,,,116.65461031671146,,,166.63618880101035,144.25863887662345,142.17746018421502
84,1992-04-23 10:38:23+00:00,,,,,,,,,,,,,131.88205121242225,159.66086268852723,,139.8157699616609,109.21532863176692,,123.71878365210209,160.3754848060934,133.422800677464,127.79233949632624
85,1992-05-09 10:38:14+00:00,,,,,,,,,,,,,,,,,,,,151.64532440227993,127.56993705617052,125.20919492976992
86,1992-05-25 10:38:06+00:00,,,,,,,,,,,,,,,,,,,,,,
87,1992-06-10 10:37:57+00:00,,,,,,,,,,,121.11366149513213,54.955510824501154,117.40852506543654,155.16932544979133,,134.94060461998197,93.30955064584242,117.38454286025876,115.08622073545597,139.7815628519404,128.10694832647363,132.4491140556367
88,1992-06-26 10:37:45+00:00,,,,,,,,,,,,,,157.39070697895477,,141.07083280431905,109.7757730769596,,123.86526886503327,155.256510923306,127.90243250448033,122.63830494280313
89,1992-07-12 10:37:33+00:00,,,,,,,254.0941491752493,,,,130.4199999470106,57.89440421036857,120.91323696856104,151.8854843777743,,140.45653537757073,101.38986966934698,,,162.76999751736668,147.68354371318821,137.55351848865737
90,1992-07-28 10:37:21+00:00,,,,,,,,,,,,,,,,,,,,148.21653631343668,122.94467989621839,119.70491811768512
91,1992-08-13 10:37:07+00:00,,121.6193575237599,204.0889751866298,,,,,,,,137.4941133615003,67.93536367216362,,,,,119.22936337843461,,,177.69397175310695,146.5136560430471,142.53831811824705
92,1992-09-14 10:36:38+00:00,,,204.71455275038335,285.6260726042924,,,,,,,,,,,,142.31015440374568,103.41478117490138,,,158.2109051863872,146.63249096537066,141.76511562002952
93,1992-09-30 10:36:17+00:00,,,200.36197221982604,281.77408124589965,265.45529899066923,260.85282453710494,,,,,,,117.72506504363044,,,126.45761878991723,93.18915990326778,,,,,
94,1992-11-17 10:35:32+00:00,,,,,,,,,,,117.96770268433332,57.3521563826066,118.98780439811112,147.65252533908114,,128.6844695990677,92.05005292280839,116.6092733884185,118.88852210435371,149.753842499406,134.1627646233494,130.69231908481345
95,1993-02-05 10:36:23+00:00,,115.21500234272949,190.73340901871205,262.68072679629427,252.25453975526358,245.86740920413334,240.40168784325127,,,,124.8372839812942,62.726129372650476,125.553958484762,154.65035143675988,,,109.96224100820871,,119.8024848658442,140.54545355793118,130.43095111174122,129.0874250200051
96,1993-02-21 10:36:28+00:00,,115.00345751146573,208.98085725030532,271.0984793567135,255.6366263970337,262.414836067672,239.25652968431922,,,,129.16932522730792,71.3677608020617,139.7813597903578,169.92507265517278,,141.41771836911235,115.4579320406174,,,155.62706259620595,146.82343264283963,146.24456038189876
97,1993-04-10 10:36:48+00:00,,,,,,,,,,,,,,,,,,,118.67077560229009,151.06059229468315,133.4083937492694,133.95720935451567
98,1993-05-28 10:37:02+00:00,,,206.748281317117,278.57525766601646,258.8145002919655,259.1867773008729,247.77765940448404,,,,120.64424703866136,63.90485445884474,132.35729725956253,144.38739979589212,,114.6652715711555,88.69671278470231,103.58209555493505,113.72785115519608,133.36412897223084,118.06718134597736,120.19002993078146
99,1993-06-29 10:36:56+00:00,,,,,,256.3283474618153,235.00000932190358,,,,,,,,,123.74521644427094,,,,,,
100,1993-07-15 10:36:55+00:00,,,,,,,,,,,,,132.74030149514152,161.65838536609726,,,,,,155.2877937303471,134.78123691775772,136.20878124144383
101,1993-07-31 10:36:54+00:00,,120.15897662621526,215.42724444744178,,,,257.78429834113024,,,,122.04747652252688,,,,,132.6250368666997,106.4534022323048,119.22565368286939,123.96631931925451,150.78758645454383,131.80167650167522,136.58155879500362
102,1993-08-16 10:36:55+00:00,,115.78549393772451,202.04419375531603,273.860659364617,266.9555586209279,254.9897052715482,245.03021952337025,,,,124.44775696310323,64.08333712578369,122.74158707242066,160.13025745003443,,142.2620180744055,101.87847788007855,,,155.26395278751698,146.0209154601221,144.74303962395155
103,1993-10-03 10:36:46+00:00,,,,,,,,,,,133.58755542968157,90.39446507980838,145.61855820418276,,,,112.21874349457124,,,161.15167315044508,147.78058386845285,147.74046961808526
104,1993-10-19 10:36:40+00:00,,115.56891273730756,209.66610603289908,280.3014947549517,275.9382986912809,270.67498463421623,273.24002143556606,,,,,79.10910341488014,,164.4846780736076,,145.1676810846151,120.51850191968738,,,167.18503292794455,160.80233406092339,158.38052130765988
105,1993-11-04 10:36:34+00:00,,116.4192093186106,207.84321421781468,281.32462061421234,272.6747786916297,253.18935496953122,254.77302492467615,,,,121.86063355091557,39.2630195922781,140.32106631079435,152.0076342167489,,118.77946150401473,99.06688317070723,112.02625724574544,111.48004624111772,138.55297833634512,124.5880881475064,128.03472501416434
106,1994-01-23 10:35:47+00:00,,121.30730230582081,213.08617149389642,284.1733886971482,275.4520001590396,274.2112350607496,258.77773622075506,,,,116.80245970653746,68.22037499227645,123.82560002425899,150.880025636712,,138.9367851736011,100.19465542736944,,,149.39808282735436,145.00919384519614,143.68693371593085
107,1994-02-08 10:35:38+00:00,,114.83141315184623,206.77993490345494,278.37462002336287,275.62283532569677,266.89350508302675,250.14383337245923,,,,110.44396178440306,64.22789672620274,122.30620181486596,151.3389780679397,,127.90295199830362,90.91625401432628,109.05846396707696,117.1093382538354,137.71862689216132,128.515107193887,124.81807597097436
108,1994-03-12 10:35:10+00:00,,,215.30571815068546,285.0632804316123,270.0759916729568,276.03455177443755,241.52222622714834,,,,121.69442520311787,67.82680590185441,122.37934349716672,158.9120952703651,,136.3059474160763,109.97292891482891,,,157.6875160860523,145.9919594948022,141.08671908527623
109,1994-05-15 10:34:01+00:00,,,,,,,244.8081705646984,,,171.53710093319813,109.8402936759169,53.73702391194617,124.75745598791676,148.51465692822217,,127.51985417438445,82.7459956646604,90.21706961185154,,,,
110,1994-05-31 10:33:45+00:00,,115.49338685292619,204.33188864094467,285.3586835220651,275.2354465332322,259.6284513387445,237.60745884033304,,,,126.49414528348326,67.23260606723248,126.50801895241825,158.31666386921862,,141.69315320906344,104.2125477162839,,121.29968589428805,161.95505277853152,130.55694568655997,129.8973092487725
111,1994-06-16 10:33:25+00:00,,,212.97602251063006,287.4202214522986,268.60812029700855,265.9781992114682,238.26099319530385,,,,127.8382204420542,74.95167395507757,125.47659484230574,156.76445325540607,,134.51957846897207,104.2062754273615,117.02637853015135,116.46486128171557,150.31687231743422,127.74320626373131,120.25307722471538
112,1994-07-02 10:33:01+00:00,,,205.58484774906782,271.3307022916604,269.86831679151567,265.5973790916382,244.44794188611047,,,,128.70337058053764,68.13985436402886,134.69529100852643,163.31286570398441,,,98.1213610160291,,,154.47688802014923,131.63014879379105,124.34520071405791
113,1994-08-19 10:31:44+00:00,,,,,,,,,,,,,,,,,93.55511497384123,118.55932148700873,118.96042999675733,150.13122100482713,129.42734045247977,131.86449228492353
114,1994-09-20 10:30:55+00:00,,,228.69682865069052,290.7263505781784,287.45172496241736,273.23309956623507,250.39595710508894,,,,127.39332806525807,79.7277271175455,134.0728094734217,162.05558962040044,,144.53520621118645,105.54277545054379,,,158.59622643579598,148.5338301324864,150.8419994343789
115,1994-11-23 10:28:49+00:00,,,,281.6299681167951,,293.18368154536364,245.3440174383722,,,,,46.46750887888737,133.98750720695867,146.72517939537056,,134.26529692710818,91.88203465840236,113.80537649486212,114.1119451578605,153.9133125434746,128.47683782884496,123.96846481342385
116,1994-12-09 10:28:21+00:00,,,198.56630132344145,273.9520246496228,267.06682529915423,248.98418183180792,231.92081293905372,,,170.75004565975402,116.77586466782422,54.392505590404575,125.50452100026445,146.61789767724417,,126.07991556416177,90.19145649293581,107.35833252255514,109.56641847659492,142.43864402829954,119.90327342044861,113.65733153768042
117,1994-12-25 10:27:49+00:00,,,207.3208930779495,285.7675839388141,268.31659889290046,266.1320741206814,242.6124477425023,,,,116.34000758904305,69.16211447386715,131.8062355370168,164.28266455664513,,133.0543663744842,103.51215180142023,,,158.28673464488324,138.14624562179478,144.41366686276
