,dates,BARR_1,BARR_2,BARR_3,BARR_4,BARR_5,BARR_6,BARR_7,BARR_8,BARR_9,BARR_10
32,1987-12-29 10:49:05+00:00,228.1967641539341,227.82100549014288,220.9360343492961,213.5276157500678,212.78861601580488,172.32949482251075,159.60772174911284,186.02841633244654,,
33,1988-03-11 10:44:00+00:00,257.91893662184435,293.358474658451,268.56063117039946,241.46262684766384,271.5977490156249,199.67147823814344,246.36924265540006,238.62543634653434,188.78681243748187,168.31884979485727
34,1988-03-27 10:44:09+00:00,289.70770171208267,271.6680314187743,266.56981645983797,,,197.13332572310716,222.7933946909004,214.70926714191134,157.6640404948475,
35,1988-04-28 10:44:18+00:00,,,,,,,,,,
36,1988-05-14 10:44:29+00:00,323.9962681397031,307.17136112492307,258.38913092682634,229.34155559602496,221.59629236412457,201.99182834099,215.84388099685543,245.24522045263086,182.81014861020688,173.85275086289903
37,1988-09-19 10:44:49+00:00,338.09178997474663,318.2404890298588,337.663646409089,247.26577332004922,245.347036704988,263.53739588757924,,,247.96283145619662,229.11724876174287
38,1988-10-05 10:44:45+00:00,,,,,,,,,226.99534481075602,
39,1988-10-21 10:44:38+00:00,288.3871640946065,276.7086712073129,278.32199687635944,226.02367567869373,166.01071728435437,190.32420717725228,191.58854621893482,215.41010865855026,205.06754119198203,207.08556678071724
40,1988-11-22 10:44:43+00:00,301.9156754992572,316.01341298745535,279.5725015128864,253.81911208079296,217.29432656964062,209.75796555779004,207.77735935077976,225.9861480775895,240.01925478645737,239.22194987289714
41,1988-12-08 10:44:34+00:00,290.60375012002993,321.6054303748343,290.74960409472993,251.19656823625462,239.56844104696972,206.66022046117448,205.4412606249474,232.36969748237442,226.6995145985514,239.60752339049853
42,1989-01-25 10:44:02+00:00,256.30767756338435,,,,211.1711387477323,184.07127667522275,150.32164997053005,187.72147968491106,,
43,1989-05-01 10:42:54+00:00,,,,,,,,,,
44,1989-06-18 10:41:57+00:00,,,,,,,,,,
45,1989-08-05 10:41:04+00:00,,,,,,,,,,
46,1989-09-06 10:40:20+00:00,308.01885956379215,307.02547156161785,287.18319084283667,295.991754655508,288.2817030461449,278.4787211618421,217.79739571652755,231.89843213380095,201.19577661918578,
47,1989-09-22 10:39:50+00:00,275.79470614923105,275.23696944490985,268.54477771051756,259.02742229695366,251.83460207102596,217.2939195184702,204.57803165612432,191.20062024872894,186.63792719750504,166.24784409726027
48,1989-10-08 10:39:38+00:00,,,,,,,,,,
49,1989-10-24 10:38:55+00:00,258.7754558810699,262.2407616337431,260.26146961840044,239.29008254280848,231.84939313601896,232.6592572822655,198.88788776885656,191.1583674597897,199.67878031309118,176.43395214362144
50,1989-11-09 10:38:36+00:00,269.9454495373651,261.57842306770056,255.12664829665738,244.5159335657275,247.53289412274626,241.38134729971796,196.21566153976653,193.81809405922735,177.5203824293296,162.0704601166696
51,1990-01-28 10:36:11+00:00,289.85774627822786,261.20452139014026,259.45992513858596,240.1052191380884,192.54553334272725,195.83135491812652,192.84858804756158,168.4468959471938,174.10161329524664,
52,1990-03-01 10:35:09+00:00,316.261344629188,255.99221801733796,281.06443239157215,255.56219510968714,177.92150766501615,147.4207734918691,209.79036191342198,186.63130406103835,167.3715699731752,190.54039615988754
53,1990-03-17 10:34:37+00:00,311.7726594441706,260.2710631796532,288.5647954081269,305.0134191019969,170.24013217754168,224.74412008304336,,212.4982885074685,172.073950157916,200.35860484525256
54,1990-04-18 10:34:21+00:00,330.8856837554296,236.0218079229457,245.95578890659186,310.17875480863984,186.206757071641,216.1895755950062,,217.21610518218029,134.63374058488455,187.91422399863353
55,1990-05-04 10:34:15+00:00,,,,324.6760219165913,228.3732333654084,217.6703130707366,,203.69883817634044,139.81253031809592,197.11561083563106
56,1990-06-05 10:34:18+00:00,,,,,,,,,,
57,1990-07-07 10:34:15+00:00,,,,,,,,,,
58,1990-08-08 10:34:06+00:00,331.83905576338924,287.8250493979549,310.98755773359125,337.55731226697776,264.96108352470736,238.64403774168005,,253.90652804323747,184.05700910770244,197.98772507432253
59,1990-09-09 10:33:56+00:00,,,,,,,,,,
60,1990-10-11 10:33:45+00:00,311.6723051781078,282.6491180897492,302.41054907694854,300.3180331980458,243.27715357862974,,,236.68358192226097,180.05260077965102,189.49317472785276
61,1990-11-12 10:33:38+00:00,270.94863937929273,240.52339005475162,266.94876343336705,240.2599800256864,202.70364008670808,185.8998983524048,205.00366590036876,197.09748103344856,170.32605446406097,147.88682384007035
62,1990-11-28 10:33:23+00:00,284.0052141580912,258.3861560920978,278.19632328233337,254.85270431132838,232.66038598062062,210.12337512996737,223.12877165489758,204.24698705926028,168.4057912831795,164.6379785886439
63,1991-04-05 10:35:47+00:00,273.4871876689105,248.81389941752914,239.17228403693858,239.7750323877367,224.81418401377238,228.4529686475429,204.95059609751962,184.8759337517555,172.88356002714252,193.14505664615143
64,1991-04-21 10:36:03+00:00,270.2077820054591,282.88941511004384,252.4009954360328,266.3288557577705,232.41043550146583,246.14426666606306,,199.79620859608548,177.91687034986202,198.4911135688325
65,1991-05-23 10:36:41+00:00,275.97244228332625,260.9782896336633,278.12013686358125,256.4624392871709,,,,,176.23755380364855,196.04279357200716
66,1991-06-08 10:36:55+00:00,269.2380360777387,249.98549467544078,265.24546569379635,243.3283794284539,206.24192883971077,219.0329330132336,225.3492497551107,232.5551153106982,178.6733326024539,183.1981137230554
67,1991-07-10 10:37:21+00:00,,,,,,,,,,
68,1991-07-26 10:37:35+00:00,319.562762561637,262.2894243343371,263.35137064772186,,,,,246.38701787537894,229.97533041034507,200.0340956491366
69,1991-08-11 10:37:38+00:00,331.49378853511604,306.51822800107686,305.41887746947435,253.2115769666359,242.64111851404652,240.63989495247978,,,,246.7497527252583
70,1991-12-17 10:38:30+00:00,267.88964065653136,243.0691246098014,246.1348933507753,237.88749431730162,223.0648444476481,197.59822615423712,187.84690516039117,203.63359349514502,221.20965714819837,191.32743056706127
71,1992-01-02 10:38:23+00:00,293.4626652469882,274.5960830009657,263.7641942705591,260.024214714514,227.94114410570694,201.87123509175555,211.78811107358231,227.52848084824868,244.82914591283156,235.8722714963286
72,1992-01-18 10:38:22+00:00,281.0864810062367,274.3213022180918,245.29053836059137,249.21662494160526,239.3399543583908,220.32927851836496,216.96646000834875,216.1309116641557,225.20409387313728,221.1148082789714
73,1992-02-03 10:38:25+00:00,307.54286210849887,290.2935721072878,270.7861431853429,255.4716073409888,232.66559273648582,230.28521536243107,242.60200268301134,235.95904826522056,239.61300169078055,239.77344405244241
74,1992-02-19 10:38:15+00:00,302.1854782310263,276.19547280506094,248.74128254578358,230.64351428170227,232.38496779370595,221.6085985445272,221.40180802614123,233.9296371893484,241.7089799140207,214.88846004133825
75,1992-03-06 10:38:16+00:00,316.14985467550275,277.92835890591573,239.62636156715956,229.47957616474105,239.80162069809722,244.66984843001342,215.82882903305003,232.62889685308392,245.994717283375,207.29706540191384
76,1992-03-22 10:38:18+00:00,328.04512513949317,276.9819539026174,229.39730106150245,235.57786115687344,228.15428480495586,247.99105723574374,,,216.3201398169051,
77,1992-06-10 10:37:33+00:00,305.8919552658565,289.87107180574435,262.7255843841167,224.43486667672101,213.72861932256606,228.20741462729103,214.62040354924096,199.56606622321357,207.85814326294042,184.11892800265315
78,1992-06-26 10:37:21+00:00,,,,,,,,,,
79,1992-07-12 10:37:09+00:00,,,,,,,,,,
80,1992-08-13 10:36:43+00:00,326.7041930100561,322.9711964459653,319.78571344678903,226.69761971617407,241.15789386400792,242.22484832492822,,222.70152415809036,237.83623352235685,239.69972455674372
81,1992-08-29 10:36:28+00:00,313.6419978283417,311.9075916113526,336.76865628069635,236.14222246697366,229.7139669762705,222.06259700638554,,223.21912712944072,236.4359343151786,242.2767669671623
82,1992-09-30 10:35:53+00:00,311.97526294337206,305.7287628217561,330.12142733105213,234.61231153204633,221.5304504969613,212.565691096068,229.07521178530814,242.76804879957544,,
83,1992-11-01 10:35:25+00:00,294.26629584793295,314.1477964930105,343.90406712114986,232.96179668804987,221.59939619902957,208.86504371594043,228.90116545882296,221.15138455399588,207.62305001046064,200.88743635441892
84,1993-02-05 10:35:59+00:00,286.1706890739331,276.24581899816815,299.885491347522,300.9683740090784,300.64658052939717,195.89091924136113,223.0132453772319,226.30163551378612,237.43699173574902,178.4224714054056
85,1993-02-21 10:36:04+00:00,279.11340022808884,277.3550924935047,300.069951710014,301.6955875063993,318.46159352354766,215.28758050429985,214.36043712234388,230.68595185805796,245.2493950236269,204.4809739035502
86,1993-03-09 10:36:16+00:00,280.859809240298,285.27459258379986,305.16648249304217,312.8796821260005,330.35833773160783,209.29320529501607,217.76761007859864,246.17168690312707,260.90715826043754,198.2656524972328
87,1993-04-10 10:36:24+00:00,267.67948384827906,272.7441311787808,284.2374834692984,228.05917571144954,254.15025016347437,,,,239.18137486137653,240.9057306778951
88,1993-06-13 10:36:38+00:00,,,,,,,,,,
89,1993-07-31 10:36:30+00:00,302.8165023201147,,,,264.1902542444537,259.82626238044384,,,,
90,1993-08-16 10:36:31+00:00,291.7205208223197,276.5721510568643,277.9890869492727,297.12375041854807,280.2356635284794,,220.43878492461732,217.35027647192203,226.5473802080779,251.7165763993669
91,1993-09-01 10:36:29+00:00,308.67698145540794,285.90136900361847,288.86101430841944,307.44659918237113,292.91144364858917,,,244.47030978586454,243.74702113247926,252.5239743963288
92,1993-10-19 10:36:16+00:00,310.8825906932458,303.7232703311049,302.3807007892646,298.6642056215426,294.4205455339888,,,241.92389827702655,250.90191328467614,263.2421326450423
93,1993-11-04 10:36:11+00:00,262.6260462915226,242.26787993533338,228.4718921328947,234.47299334270076,232.70002258616103,228.13018164407487,221.40565508648592,207.59380221612247,202.6825153490305,207.84891812600816
94,1994-01-23 10:35:23+00:00,248.55286889766643,225.78873412478112,223.59876314013434,,,183.4982346540903,175.1974560887743,200.42968885338468,,179.5771275883154
95,1994-02-08 10:35:14+00:00,252.4733773396336,222.67605653559735,223.18229563218802,225.47095757840086,199.17526661371917,165.39686836849347,170.63867446762652,196.9696916492854,196.7715310879176,187.73841696071923
96,1994-03-28 10:34:32+00:00,245.79889720700245,260.63207836179987,258.61597661463793,247.62931176499876,254.44448623314094,229.15862025966237,222.6848191914047,203.18038992027917,221.72325511519466,223.41821882386557
97,1994-04-13 10:34:13+00:00,308.1420301890011,248.27283849841982,249.8047452488469,250.18612945961127,242.27962239295118,220.26629555441536,212.9038024150543,182.64621219086217,204.92808981396547,227.00608395841334
98,1994-06-16 10:33:01+00:00,289.535047037535,252.96921006668217,256.85563120785827,244.15789560180764,245.30195541719928,237.26761421343872,,204.33005219661015,,
99,1994-07-02 10:32:37+00:00,287.4548096356152,233.7511841855873,234.54523725384712,219.146781226381,214.73204194285853,190.5060330423179,202.99427057481364,171.98953481188016,177.68174249517287,178.33509737791613
100,1994-11-23 10:28:25+00:00,296.75475236651886,273.46917687181184,233.53167231795038,225.9161330347817,238.19652499278098,228.03103311665345,204.71527479511994,187.9747202286652,201.59729756824774,177.40176839635558
101,1994-12-25 10:27:25+00:00,271.4214320983174,258.20980257868877,220.9780713276418,247.9011010852093,222.6262573168465,203.63678987970707,180.74826646205972,207.32086264080255,188.53592063986022,151.48310014777263
102,1995-01-10 10:26:52+00:00,245.76260727395203,224.38845955303344,214.4381691088812,,203.95546203748364,185.32961327382048,168.03629969914633,179.5771658253119,177.49404044089937,140.24931705728721
103,1995-03-15 10:24:20+00:00,264.10455675054936,277.7156120646225,235.2388079045702,,201.0962206682687,191.03333723129245,198.51135670216735,172.82072141166728,180.38632019660764,201.9849624103441
104,1995-03-31 10:23:41+00:00,312.6710354451959,304.5583945204362,311.0113395092101,277.8440302682499,252.84486699794246,,,193.7602424306342,214.37216899558223,267.5105604751578
105,1995-05-02 10:22:18+00:00,294.71480414484256,,,,,,,,,
106,1995-07-05 10:19:24+00:00,305.32590738729755,307.3161817652732,295.40032171238556,,,269.16455633778486,,237.12738995549097,213.2503204147273,223.5503783462825
107,1995-08-22 10:17:12+00:00,,,,,,,,,,
108,1995-09-23 10:15:39+00:00,289.01829229391603,269.9076099124971,277.65284423149126,261.059976825347,255.11409777302595,237.66576415238322,221.46905641429726,219.2135335628186,233.00766867623094,237.713712585383
109,1996-02-21 10:26:09+00:00,260.32219452284835,239.13154382834858,223.4493048954036,227.11952336649324,223.5295249985792,197.14563597420764,205.4988665435293,184.16156629851443,184.2618792842232,197.85296000284848
110,1996-04-18 10:23:37+00:00,294.5103351955453,273.0712719537959,244.40008603046536,252.49352634070735,226.90249262181493,210.7599769979159,214.45489953372032,207.91152602138368,211.57343261330467,227.56916933464427
111,1996-04-25 10:30:13+00:00,290.9675501882499,284.53419456447773,248.18177125861388,270.4067142623274,229.42473872954352,232.10508413413868,214.78995413036165,220.1603260554818,219.60356041074698,233.97651459941204
112,1996-05-04 10:24:34+00:00,307.8230654568824,272.15552859011575,278.9125623944327,261.1527026556573,268.5749420867759,251.18397191579137,219.0571335514627,226.28093314615572,238.7830631042665,250.6267429827129
113,1996-05-11 10:31:10+00:00,,,214.87477860030936,221.37471931280032,189.84906274764268,186.9992375984997,181.90919901023204,189.97749300069165,,
114,1996-05-27 10:32:04+00:00,281.5323654571456,251.72516917843132,238.3066420060232,227.6243788073654,230.82860487856232,212.45744311568927,211.42039077382228,200.55653084752402,202.64569209165097,219.86825391190308
115,1996-06-05 10:26:23+00:00,308.2605133864345,266.4053488778088,246.42917366260733,253.1360950215292,241.79438248796566,245.5743487494287,211.24342820042978,218.8666070985128,219.57671043019747,231.27348905956836
116,1996-06-12 10:32:57+00:00,282.3067559972419,,,216.65446322353984,233.29712949395386,212.21153272104613,,,,
117,1996-06-21 10:27:15+00:00,286.56201023768926,257.73435841653355,240.55258129231336,232.5016370303077,239.12320084907282,226.03692139490164,202.98694805703053,206.56064634108367,206.28606355842135,226.2010253846095
118,1996-07-07 10:28:05+00:00,290.619175002372,267.4419418893509,223.95653099852802,227.3647292256771,228.06518751375015,221.65354989612504,204.70045019670292,209.8690558759335,,
119,1996-07-23 10:28:57+00:00,285.9634664323611,276.0691877020406,,,,,,,,
120,1996-08-31 10:37:11+00:00,299.3118546524653,268.62068416956936,247.64935547014437,254.96030017556853,230.80027468677204,239.42890733970887,212.54503737969966,228.16502633734717,209.95979800541852,253.0615970230694
121,1996-09-09 10:31:31+00:00,,,,213.2823220863869,221.69257598462022,213.91971386462762,216.05513968414166,208.53665067830678,222.878960654676,241.24343278653174
122,1996-10-02 10:38:56+00:00,288.8711224510699,283.59680550176046,235.0226563057483,218.30800766402214,214.55907453108495,209.0671470790461,214.0830447974296,201.7327058822219,204.29363046884927,245.11722532476728
123,1996-11-28 10:35:32+00:00,286.9782056595834,276.63377678154916,224.688883997548,,216.85487684092877,206.5553098851235,212.26602133835635,152.3148917988065,183.6177734965646,238.23429578470515
124,1997-01-31 10:38:32+00:00,277.3429794944186,273.39305053351484,240.26253230425743,220.90816383650792,206.0938742406732,215.02728647624312,214.38117779050916,209.39481624081057,187.3731019704049,189.67191027506954
125,1997-03-11 10:46:20+00:00,268.74247014997013,272.3111255474555,266.93365775643815,283.0207108155391,233.25377650937514,196.43919002780237,202.5870413251847,217.04719140334066,182.6808569664134,209.1552114436956
126,1997-03-27 10:46:56+00:00,283.5993236768859,272.913834900017,262.0173077751218,261.6340367609438,223.4004858274227,207.15268888025113,205.50810982536902,210.42890784337897,197.35593775765778,206.88551839671982
127,1997-04-05 10:41:05+00:00,271.5503946099195,277.39765023296036,276.281207202412,277.2092080151352,206.95892636576986,214.91711517965655,211.10499422028965,211.88973308646842,201.9757211497461,207.04516526533303
128,1997-04-12 10:47:30+00:00,287.9234659787651,276.3404330800406,278.72093845344716,271.19367881322273,232.62283450789744,210.9100519518581,218.93644425844528,235.9932263863052,215.73530755387853,202.76990443017712
129,1997-04-28 10:48:04+00:00,,,,,,199.43684953798157,209.94684586951456,214.3698469810276,206.54498275369613,206.68935533193263
130,1997-05-14 10:48:37+00:00,300.8915518447934,257.73606507709655,249.06953283060173,246.31949830281755,202.45661260977937,185.52559727573566,187.5693370041832,194.6710086298899,199.25423611818684,204.0710882220228
131,1997-06-08 10:43:19+00:00,298.7274146045519,266.9672899075845,253.59178535886727,234.1422279905313,228.84810366173406,202.7995380572256,200.01593520640384,207.00644421435402,201.34066674844715,201.76115664279064
132,1997-06-15 10:49:44+00:00,284.1872515241398,258.2717657719897,244.92613544033986,233.61061520620507,203.67831410148474,196.4451175055114,180.34765565596774,187.88405629280322,187.64153865327458,188.18971088479685
133,1997-06-24 10:43:52+00:00,314.81945585739345,298.1793424195962,258.9224869598579,269.2716248321278,288.47157093322835,217.71018626860356,200.47062945749406,212.07465078210356,201.49980119690105,239.41129681826487
134,1997-07-10 10:44:25+00:00,,,,,,,,,,
135,1997-07-26 10:44:58+00:00,,,234.2142573704146,249.38650655200848,213.2665089287775,,,203.1462153592964,201.6845376445885,212.9316265466377
136,1997-08-11 10:45:29+00:00,281.2207463020417,273.5847360734569,260.6239407634373,251.65901260061608,218.3651869070282,217.76704122585173,193.33162001479394,202.6352608155108,211.4988015472441,215.60339166855817
137,1997-09-03 10:52:21+00:00,314.40642512341924,281.2328412081577,258.21983390768014,251.065862576815,252.69196748664908,213.42160246942927,210.1423278123898,198.76374261304943,218.06910434577762,221.64828348301748
138,1997-09-12 10:46:26+00:00,,,,,,,,,,
139,1997-10-14 10:47:20+00:00,307.757100865012,268.6256076072253,259.25258813326644,247.8852410952394,239.54599950337567,217.8000328655458,207.0803781939868,201.98513622387466,214.1718193033071,187.09827960915302
140,1997-10-30 10:47:47+00:00,305.8348467106265,278.98497456460916,276.60976873256305,259.3130317263425,224.28143420350847,235.56725889043577,221.25038543239106,199.79932053951336,200.93505973569995,201.4173665165721
141,1997-11-15 10:48:09+00:00,318.34366683515043,289.80478868751436,262.300979991704,269.78204958898516,237.81501076143175,217.65243166344982,,237.20051762844128,242.62921546044208,209.88891919102673
142,1998-01-25 10:55:59+00:00,,209.38980270079844,216.6601458039808,,170.79935691095417,195.3642060469855,165.56783938249004,155.61209683369037,169.4684135421826,160.2087717036789
143,1998-02-19 10:50:20+00:00,274.719969842378,243.82741100900057,228.5078567246784,217.7317524418326,226.15288437696796,209.16091240829377,197.0090151793653,165.79287222683104,183.8073919376517,188.47634943845412
144,1998-02-26 10:56:37+00:00,290.480882483483,265.81484352813123,257.3059638034558,242.90606933373923,232.96181473719156,229.66180128719708,229.6605587072526,212.63365605393062,205.43534239960255,215.13569172234358
145,1998-03-07 10:50:35+00:00,244.49188252507568,238.8367296196533,235.0295541504463,222.38578225824003,222.10118686751673,201.6143298486876,208.44447039004893,182.99300959836518,197.7676953667635,173.81391779367084
146,1998-03-14 10:56:53+00:00,288.5536948232481,258.3790125811102,243.64807460677923,235.5307560331642,242.28096216881872,218.3767708759243,215.0939713419061,214.3671479360532,201.89140541404763,194.23537309795853
147,1998-03-23 10:50:50+00:00,260.1180369594571,240.94648653559705,247.01370727367532,239.31967001117985,216.60827808413308,225.27042006604165,209.31941271192963,218.54284838768427,209.98401063520078,200.1648786829557
148,1998-04-08 10:51:01+00:00,254.57349203666564,241.0412388931517,229.28339309334825,225.8597057580406,239.99126577010676,177.03804748308195,190.39935152105537,180.96799315272534,199.18900798801474,169.82398293441682
149,1998-05-26 10:51:44+00:00,,253.40759149654076,262.74126386611755,,282.7194586029535,208.96528796204146,199.4359825584528,221.9431690595211,,221.39963278116363
150,1998-06-02 10:58:01+00:00,245.47585191876306,223.36380232199954,,,,186.2440449700992,159.07709152331682,186.62261273410263,196.54982902517224,197.49800978122894
151,1998-06-11 10:51:58+00:00,266.7958042634889,267.5485370757467,242.733661675912,240.5463999710331,231.0584544811042,214.44543625107067,193.58183103558616,205.6139455480178,209.68093139688716,206.1614899272753
152,1998-06-18 10:58:13+00:00,259.3108966257637,,250.84273779003522,,231.4527678656176,,181.7706631102932,,202.37468000350657,196.17821410240907
153,1998-06-27 10:52:08+00:00,267.4179672510351,272.83428427204785,250.78227642082098,248.6858060380377,240.18202857669755,215.83354526479417,207.09196595822826,215.53318954173446,203.0741506084796,208.2005657655464
154,1998-07-29 10:52:27+00:00,273.89746941861097,249.3496375672483,250.24422783782538,262.76551871954507,270.5959457479602,199.11741686161213,204.04832133414186,206.10028456874622,232.01279014814293,207.87319372079736
155,1998-08-05 10:58:39+00:00,263.40340340842033,247.96628105718753,236.7409004844705,263.2559654111943,260.7895210098857,198.15491620648902,191.09683030774855,202.33499048870203,222.21694636808377,212.8290530308546
156,1998-08-14 10:52:34+00:00,,,,,,,,,,
157,1998-09-15 10:52:53+00:00,,,,,,194.01568649022317,,,,
158,1998-10-08 10:59:08+00:00,284.9608911855828,278.44011938693893,279.53882398776733,267.63271769815356,263.207403926606,232.9208120018004,,186.03023792156765,217.84148347900077,217.7276819884662
159,1998-11-18 10:53:09+00:00,286.1815649250715,264.9690856895465,242.66906058999479,239.3959774971171,228.96910686510927,205.78701536051113,230.01579455541173,200.40271244397366,246.53368069229901,201.16605266964208
160,1998-12-04 10:53:03+00:00,279.3295884111968,271.16342672681924,240.58598206602846,259.90091659482937,236.1425652469909,210.02924457103393,206.5809445912256,178.71763117102375,234.433106498161,168.82191572842743
161,1999-04-11 10:52:48+00:00,,,,,,,,,,
162,1999-05-29 10:52:14+00:00,265.90141524838964,254.55149713173634,248.964146217707,228.1764177082828,206.23479375391003,199.64257785811762,201.18561886572672,186.3003550726049,186.13079966864885,187.1013408812127
163,1999-06-14 10:52:05+00:00,279.4850647105622,264.5700135869529,279.48180962617596,240.22951772607104,245.25929185186772,214.67629202748566,234.01667802713922,198.0936725860373,216.4710123432559,203.24146053324893
164,1999-07-08 11:06:53+00:00,253.89869128203853,261.26643773278727,262.40469927979126,,,,194.3448769901509,192.184397450638,196.9180609786669,191.61039012368906
165,1999-07-16 10:51:49+00:00,,,275.87264910810507,277.2430887469918,,200.43385972019115,216.82983098690806,179.56814292838934,209.22081631609558,181.34517450872627
