,dates,LABI_1,LABI_2,LABI_3,LABI_4,LABI_5,LABI_6,LABI_7,LABI_8,LABI_9,LABI_10
31,1987-08-16 10:40:35+00:00,222.20392719878697,271.00551131168714,232.97616424238345,221.20100200242584,230.39653055539242,255.39327607063177,295.5414643998163,309.23044799111767,299.7478155979775,337.35522208826535
32,1987-09-17 10:41:24+00:00,224.49977894982126,276.9364927213096,253.60225987253102,235.2911181755851,243.29670572764996,253.70975473234796,298.6490233304887,310.4725214261668,313.3826662998173,338.302806028979
33,1987-12-22 10:43:09+00:00,226.00471802018433,274.1458220450394,229.74492515623538,211.76762795338573,194.04531213472785,246.76559229746647,280.23103298987076,300.40975142330706,290.2065410991903,316.5202841032504
34,1988-02-24 10:44:15+00:00,229.61359902523446,273.3538479958596,245.79207680007187,215.3413340823514,231.38400924140456,247.18016491616825,294.6653868330545,306.39457073602006,279.32659582275164,328.196886939873
35,1988-03-11 10:44:24+00:00,237.34271764595746,289.138042585942,249.6665283055187,230.3036857580898,249.33214250902998,261.19677308779103,300.35928153006995,309.2410805229477,296.7729426449063,334.1054496103101
36,1988-03-27 10:44:32+00:00,226.35691311242965,278.7586509691753,245.29443669841865,214.38707751295053,227.3157325665718,235.31864521317675,293.5342905493742,301.2535906204014,276.9707521402486,336.26960375905406
37,1988-04-28 10:44:41+00:00,,,,,,,298.1955213826917,301.4786618189981,283.7131726490144,313.93302595099044
38,1988-08-02 10:45:15+00:00,250.82881539966704,304.35599404101174,271.7406509181539,250.5520686516461,263.13048649824253,274.8796968107618,322.3151554656748,327.0804713441637,333.42136854254,362.24077040342
39,1988-08-18 10:45:15+00:00,256.11074083259075,298.53501906261783,257.3916989008633,231.8211335695405,253.15657777149778,268.80921254261534,313.52659876278744,325.21071053090657,328.7158224593362,355.6344196487232
40,1988-09-03 10:45:18+00:00,234.84658566306683,286.8279421961738,251.98929794174512,238.8065602666016,249.20328397583276,257.933451357932,306.7849284611003,297.45588818089,306.00773469950457,339.93077976150835
41,1988-09-19 10:45:13+00:00,263.6520873347884,312.62579264392957,273.96775127516054,246.18953094861325,256.99358435550687,273.157591050523,328.66623766223427,332.99849725620953,328.6892645544483,352.21955351820935
42,1988-10-05 10:45:09+00:00,248.09195503705922,277.5397089043041,248.1621062475879,218.9452947624909,235.22110679876323,263.706362330348,313.5068668119696,316.03769034854855,307.00889345687796,347.5224628727017
43,1988-10-21 10:45:02+00:00,229.22882410747687,277.5777690505165,237.53330068574937,217.42506071476407,235.68184972501666,260.39089201349464,297.92914710127627,304.84684115002347,280.84260284978757,336.0987830396597
44,1988-11-22 10:45:07+00:00,233.7600132687952,274.946858708532,237.29175424295292,216.24582309060406,229.75544829616035,246.86712007405905,309.264649470936,304.05218522299566,289.8091140239212,330.5098939440166
45,1988-12-08 10:44:57+00:00,257.0326794326756,301.73996315762827,255.17965443915256,227.2941799475659,240.95191624652617,264.2266284584036,313.3335927309573,318.3391582627729,280.90903902422446,338.6112082290433
46,1989-04-15 10:43:35+00:00,226.45666240894948,276.44427344719395,234.97785944829303,195.25026093220646,217.2530953957086,238.44026088644196,298.0592796376318,301.3223220584655,293.87206200547905,333.2466561864811
47,1989-05-01 10:43:18+00:00,235.2795100364803,289.1651154668571,240.30020114555595,213.65620314346475,223.22252687339406,242.55167823535805,293.20757945311476,305.3843584143217,296.25123613190993,329.2783249123217
48,1989-05-17 10:42:58+00:00,242.42951389328582,287.70232936714837,,,227.22004272852308,,,,258.92114841345693,325.0062055300838
49,1989-06-02 10:42:47+00:00,261.06175397187803,311.06390200454854,268.7492973133467,245.61325364447814,239.63275042062241,260.65221828280414,321.3104361435346,327.57819229641484,320.58594166912803,348.62222264997837
50,1989-08-05 10:41:27+00:00,,,,,,,,,,
51,1989-08-21 10:41:05+00:00,265.6868885244553,303.2765148454696,272.0451197274183,245.774940834679,258.4493369533978,277.16722596706063,332.5893063868499,334.80590831900236,333.9679788362961,368.6706657078537
52,1989-09-06 10:40:44+00:00,257.3105205514637,306.2454443490895,262.9025683054678,244.5774169468304,250.86121673197454,273.96238912190813,323.9122123024413,326.3167607034717,331.6850193729466,350.80336980585315
53,1989-09-22 10:40:13+00:00,236.04033768844906,282.68121956504586,234.09600031068842,205.21463860768722,225.79881971215525,246.1480189890908,308.7414454776448,310.6658167262385,296.02425579183813,334.98082574258177
54,1989-11-09 10:38:59+00:00,236.4005498792202,276.0480633794938,231.18466533181746,198.1879531375995,210.00270713828365,237.4883601837603,303.69581793137206,297.2192835004632,286.23538698792186,336.04153802053554
55,1990-01-28 10:36:35+00:00,249.7420199803954,296.38504546714165,251.693986314825,201.49387962411305,185.90004183227666,239.4444876518611,283.3869942155179,297.69147346251884,276.5063541400939,291.0836850393847
56,1990-03-01 10:35:33+00:00,237.81106225205622,273.7060733582147,232.05860633762694,215.55317835947437,232.53944426261864,253.9616815071461,277.0515174464849,,,
57,1990-03-17 10:35:01+00:00,248.4693965697268,277.71865682761063,241.43514003156142,222.48943561553511,243.25732531557776,252.9701693993358,289.88751791064203,300.11287306221095,283.5263994004083,330.4136556314734
58,1990-04-18 10:34:45+00:00,252.12009489180377,294.943778163432,249.1700570003665,223.93156005781503,235.0479352623735,255.43133124183623,289.1394454673299,303.6604272072908,280.2451684143251,329.5279329928296
59,1990-05-04 10:34:39+00:00,249.79627611743,,,,238.8419073912573,251.66024225920037,290.7295553180936,306.6482423867427,285.7371644676924,336.7599277310345
60,1990-06-05 10:34:42+00:00,235.8126136975499,279.08571458221087,247.25749329507397,228.8119136276058,244.1318354526019,249.27655012667356,283.33855290945945,299.8923506300149,268.63982825580644,341.08385655155814
61,1990-07-07 10:34:38+00:00,254.2380542492222,307.213554121068,258.12002684297454,243.68907393549307,,,301.7087048169207,314.85702032669474,313.2088894183933,343.8944744709278
62,1990-07-23 10:34:34+00:00,267.57715748653834,315.01383038162805,273.2566427497634,251.7529932507489,260.1483421809756,279.86897503209156,314.98542978538103,330.1600129294725,326.8204630296275,363.03658518877364
63,1990-08-08 10:34:30+00:00,265.8305206261861,309.65196888167685,280.3954904983572,245.74564551853538,258.78236445998147,271.37536131386906,318.34500333861575,339.19215557516225,333.17824747545114,363.5032080919948
64,1990-09-25 10:34:16+00:00,,,197.7242201525509,187.26121603870052,260.3679240545689,266.0440594087205,315.85276335971315,324.12713502554925,324.8470206311062,351.9371799197208
65,1990-10-11 10:34:09+00:00,250.8192017309567,293.2617993131654,249.84115419122975,233.05525287188763,244.20742854349277,262.1784872952605,303.73003101076586,309.5297842484564,294.64244731097455,335.6036870380585
66,1990-10-27 10:34:01+00:00,230.405049058079,,,,,225.3858621922578,268.2684774714554,,226.238664841591,316.313320447466
67,1990-11-12 10:34:02+00:00,233.93778991752882,270.77542532037876,220.42504153905338,184.47064815908854,185.38690720294335,230.0856744342455,272.31452283004484,279.7463557986745,258.7048129694764,329.02457479774864
68,1990-11-28 10:33:47+00:00,248.56378353235812,284.38352643016003,251.29289777031113,213.32931793993185,221.88237458376514,244.90144647615318,291.58786712518133,292.9959398146291,276.79447568796036,320.7613381028892
69,1990-12-14 10:33:52+00:00,244.67821975425605,279.06817074145374,247.61198103155817,225.1237033543636,234.41233524232484,245.02079608894928,287.600417128685,288.5428634399412,289.12555523221397,304.75984474911655
70,1991-01-15 10:34:46+00:00,243.50186961237748,265.10384712278534,197.4435257269331,153.16215049245284,167.38641994424103,228.18513164662707,279.77966859298596,288.1905886874009,274.4217968123707,319.0564189221882
71,1991-04-05 10:36:11+00:00,,,,,203.33271801843813,228.68777706758797,291.14701474627134,301.95628334222016,297.25609946184187,334.7554324737403
72,1991-04-21 10:36:27+00:00,247.48804715126627,298.29790423168834,245.09970513974355,224.19249834536603,236.6438285734757,261.19470085994783,321.0092746980639,322.7287200263614,306.2324259318998,343.88124230928315
73,1991-05-07 10:36:51+00:00,263.4521973935108,293.8727051766438,255.09504722498292,233.4118625223066,,264.9534319495167,318.6391137757031,313.01836704840923,301.7191561657926,325.13685132527434
74,1991-05-23 10:37:05+00:00,246.86261266403403,291.66807739533147,257.0109202813921,231.48930235626491,239.78073643297853,251.95891397577157,309.71103827685477,303.679107065174,303.3421239905201,316.00814437095926
75,1991-06-08 10:37:19+00:00,229.2974215195852,274.97520337307634,230.18540509711278,209.70086737675678,217.35479645703776,235.28929762537345,274.9111770148696,283.29872706570205,271.23441842506645,310.9833170484585
76,1991-06-24 10:37:33+00:00,256.1578382470817,299.65503749277286,263.3129209486915,242.46481669224482,242.89204442181583,264.6264738175039,305.2624799108558,312.60351905967093,306.65766463910484,344.45210612138135
77,1991-07-26 10:37:59+00:00,,302.87544536155974,280.5180715218717,,,,323.5106250355131,323.0965409514396,322.3461507715797,347.996688144052
78,1991-08-11 10:38:02+00:00,268.75451417870914,300.7806590328221,268.6353783695888,249.83205647342913,262.9990854576514,273.38429743051836,318.7471026467449,323.8290642201822,332.5455478362654,351.8549237763234
79,1991-10-30 10:38:38+00:00,244.11344891814355,273.3179253085939,229.24076787536035,210.84503294134214,228.2106127849379,243.37837151922815,289.82468303519886,285.73070245246856,281.52450306036235,316.9070283662943
80,1991-12-01 10:38:56+00:00,216.55140515192323,251.74347081782065,221.733391499738,167.57895554190804,190.0088938474687,224.96655425506114,270.51190207410053,224.46722068701902,264.4905995512831,305.7002042280959
81,1992-01-18 10:38:46+00:00,234.94336335901116,281.3337719192747,242.19055107986696,214.9888112969162,224.11999264534967,246.91798752442855,306.47700949412604,308.65426774162574,290.27308830888535,313.4986747864276
82,1992-02-03 10:38:48+00:00,257.4340670121455,284.6497910368916,250.575613705599,232.22611247607972,253.79476002193712,273.41756324398483,330.8181733911216,312.6687152003303,292.58188217913664,324.5910409689442
83,1992-02-19 10:38:39+00:00,244.72495922784435,284.0994409321315,245.47711359798598,222.78020994722328,239.0089631917489,259.87878186978446,307.86735028536145,316.1334504367294,287.4859816266564,339.4403074108048
84,1992-03-06 10:38:40+00:00,,,,,,,,,,321.5553130265055
85,1992-03-22 10:38:41+00:00,250.49546886730454,286.16414745660404,255.2994041508123,237.70376139893574,249.91182125948342,264.65124537027407,317.4160015660081,319.29968651425247,324.53772934369704,349.5879079654927
86,1992-04-23 10:38:23+00:00,,,,230.30745601149903,240.71759254252504,254.25072671607492,302.1803779177616,311.6441700668757,301.814061456476,339.07617371408685
87,1992-05-09 10:38:14+00:00,248.88135078571847,291.08883471630907,250.49791420901624,223.0756270142977,221.8222277617989,245.24452609974054,303.38870353014386,317.62812713657434,312.9639334390664,334.79788757356073
88,1992-06-26 10:37:45+00:00,248.08128233616858,295.6781086041297,262.6127769346723,247.53890539474017,248.03023574208697,264.29214321334496,311.03743489860756,320.5346731575598,320.5737747536398,349.5567896286735
89,1992-07-12 10:37:33+00:00,238.77427833129292,276.4629724866442,235.32782717348667,233.9146531958691,246.26371585132705,256.4058632943458,316.51722988427844,313.9463669744207,317.0141701866366,338.59708265717563
90,1992-07-28 10:37:21+00:00,250.80400536662665,292.8721480506749,252.47220250885425,225.46280567943634,234.64947175219402,245.25580207070587,303.9456054658602,305.25556968866135,310.44656872207474,326.5015924442266
91,1992-08-13 10:37:07+00:00,254.05838387296774,296.6288828788396,265.7456761954713,247.1021093789472,259.09601486737256,270.0275977139195,319.0198289725439,327.94337125369225,339.18489111033887,358.91637899769785
92,1992-08-29 10:36:52+00:00,250.8816470473955,283.7533207045193,246.25616042660806,228.77574414259502,243.6612640215904,270.9229055788014,320.08619163822976,329.5637698689619,332.8756173580912,349.5133081634054
93,1992-09-14 10:36:38+00:00,250.82632740080635,288.8197881634327,254.70230090993374,239.66454232591582,257.4073704257823,276.1464802746269,324.45927463320163,331.5147499893917,323.103974268155,353.31102124240385
94,1992-09-30 10:36:17+00:00,220.78226301077865,282.15073481716007,,231.6643950401242,229.78708913848985,272.1549057688302,320.62223135369436,324.6939942617107,307.4833980732334,345.7914137944986
95,1992-11-17 10:35:32+00:00,207.67314918720473,271.37898932619737,211.57045804499273,178.18695204903918,212.2780761750017,246.0432847480281,296.3997101998249,,,
96,1993-02-05 10:36:23+00:00,239.91497417159087,278.90736284615105,247.99657089887552,212.469161072432,224.6207564858825,249.2898288298557,317.12431792823816,315.7309641819587,294.85653107394546,329.7980972052683
97,1993-02-21 10:36:28+00:00,259.4017259093259,296.7972028179122,251.54199272886694,221.63012390440088,241.47590959298304,270.44796516559194,344.7052557956001,340.2686882474098,302.31073125234224,338.5806671596286
98,1993-03-09 10:36:40+00:00,,,,,257.4288774412198,278.7134543538458,338.7117652457385,333.3106882892802,309.82694618668074,340.3080006719034
99,1993-04-10 10:36:48+00:00,257.639353574591,299.3742343590304,262.5879007050935,223.20571055140647,246.95183400953061,258.0278013764606,319.5506770803073,319.13909437715563,310.0516237233412,345.3610177464234
100,1993-06-29 10:36:56+00:00,234.6577691605671,268.815476424459,247.91281118070867,,216.2538631891596,243.39940697443956,306.12413290187743,313.29465221912653,303.65315472842383,336.8851532093298
101,1993-07-15 10:36:55+00:00,251.00580937755703,296.9323036710857,257.44263926604685,240.26304887506035,248.4663745182946,269.58880337703715,320.47350645117166,325.2025227353557,306.71050925241036,342.2956136880164
102,1993-07-31 10:36:54+00:00,250.72768179664965,282.4413426201528,247.17284910012626,224.62974724081067,230.38111959537338,260.19192847410716,322.02369967220943,328.0678015520597,326.4146022749992,356.39001591246597
103,1993-08-16 10:36:55+00:00,245.67454011783005,293.33296670584264,250.525006192168,236.8250366633824,248.76188496644406,273.37510142776824,335.789914817916,329.66749167918135,327.77102536688756,354.55625237233835
104,1993-10-03 10:36:46+00:00,264.55005142452916,305.44799713194226,261.1943118122518,226.2045892198709,237.19417169825408,258.6984217413989,323.0552176758626,323.35285445361785,315.4740936140013,345.97955616504396
105,1993-10-19 10:36:40+00:00,264.70990255711246,309.03486710367554,270.36371706568326,244.15775661774217,261.57855153222164,282.14580437813396,340.95993241658766,354.55641302593983,321.7990724030398,354.30837821296075
106,1993-11-04 10:36:34+00:00,230.00679024233904,267.65195483740797,224.75294164376078,194.18830051178506,216.15398230301741,248.16399676000754,312.7528050222712,309.8812799982301,279.14315312927613,332.28299567155346
107,1994-01-23 10:35:47+00:00,241.2409631452933,274.1748212261673,216.36639357662486,174.15947166917212,193.9315024799759,243.8620666103031,309.94782900135203,312.8431290409982,290.0797317656076,339.65931767136476
108,1994-02-08 10:35:38+00:00,233.7678369238663,270.34619602524657,217.95962382277548,165.67468224524038,171.42094025949012,234.75931242996262,294.351250720037,293.3650145058467,282.85775358085033,324.4302612539501
109,1994-05-15 10:34:01+00:00,242.80557673899068,281.22911226659244,245.54359227403089,220.4014844837707,235.09856502133636,261.8315386153455,312.7221135143924,319.39966859986777,310.45653660694154,341.22863897677985
110,1994-05-31 10:33:45+00:00,251.28146044176594,298.45736896757245,260.40130985503214,230.06333611763375,247.28309763560878,269.43702746629623,335.52840475373705,327.82819944624293,316.63627917683294,348.3774222986521
111,1994-06-16 10:33:25+00:00,,,238.8974999428796,,,,337.96441397350804,332.84758979419337,,376.2920013725362
112,1994-07-02 10:33:01+00:00,246.6865634937932,291.9267856575377,250.08887165557684,220.3261771958711,225.399232494055,,325.787625501756,304.0913047973613,298.7820523286292,332.28272472856935
113,1994-08-19 10:31:44+00:00,250.74113353555657,299.25584524858596,254.81905927737648,231.3610341463061,233.1485887061335,262.58397225477324,314.7932313948271,297.9734937214504,304.8087600035162,331.3850382934235
114,1994-09-20 10:30:55+00:00,253.72264992655403,299.45251764226737,257.91570756030956,239.568454037012,249.70473644724268,273.4471151222761,325.815173236346,330.209103233104,323.78233443919044,356.09294805052696
115,1994-11-23 10:28:49+00:00,248.92371884985093,296.446298423516,255.72210714606342,226.7442711220363,235.909171013074,262.93465393637393,310.56471847877185,311.437239001449,293.21096339273606,309.9498192330303
116,1994-12-09 10:28:21+00:00,235.8139130947997,278.5472351889542,238.50276275695728,180.73487375040708,172.83807986569093,239.4718720243411,295.79029264507403,277.62593920828357,285.12989992504424,317.5559729487246
117,1994-12-25 10:27:49+00:00,253.35331869583928,301.65677839011255,251.25332065282663,214.2641009344012,204.54571129402876,269.2035170194564,319.2873222900439,280.6584158103816,285.18860469924806,328.08294387523483
118,1995-01-10 10:27:16+00:00,237.62724894636972,282.7523598989958,238.50992210281396,187.08989188055827,173.72586752646185,248.40084065036132,301.4398764134381,275.01282357311646,274.7183844717889,323.6948124888761
119,1995-03-15 10:24:44+00:00,,273.7191067982684,237.02351832209496,198.24035108365908,227.29507282758271,259.49868156057977,319.72979238411244,313.88101164124754,304.95112398050753,330.7717115642117
120,1995-03-31 10:24:05+00:00,267.91070719780845,296.17648523678594,258.6136773284985,236.57788666844237,258.6403516027673,274.3713184448547,342.89882515079177,338.5330852388173,324.09154154728856,348.2671491568905
121,1995-06-19 10:20:31+00:00,262.47122279196304,302.8406054271086,263.3017628982559,245.93016245871974,264.2413064307162,289.6870044188311,346.6170582207387,348.0017024619709,340.2481281856726,360.20728190849957
122,1995-07-05 10:19:48+00:00,268.3988447516208,297.92311621595377,265.6818541002885,239.63454134984016,256.00626072840726,277.70867741751624,335.6836832600704,338.928030232575,325.45040131658294,345.7474324863665
123,1995-07-21 10:19:04+00:00,,,238.91426955364943,,,,,306.1715419035447,304.4562322223136,326.1488915761717
124,1995-08-22 10:17:36+00:00,,,,,,,,,,
125,1995-09-07 10:16:51+00:00,235.82035171560923,283.85973450503263,234.68025252497688,211.2837412412566,231.54558323388534,258.23463153380976,308.5275616655232,306.83004558758876,306.9261497170404,333.662496007933
126,1995-09-23 10:16:03+00:00,267.9743140403571,299.81023156532893,260.2039762647576,242.40714983685535,257.5763724967181,283.30694765401927,335.7268460282382,336.445001682766,333.94998816243975,350.06460079724116
127,1995-11-26 10:14:19+00:00,243.71341612172264,286.8509764818766,252.21732989350141,225.7375690422233,183.45604154493174,263.11110575877655,316.28522023060026,,,311.31473178657126
128,1996-04-18 10:24:01+00:00,243.13403425885528,284.94767622635493,247.72192715735622,222.0861487979297,232.42032890284779,247.3133817562337,275.3498843915863,312.28132192581194,298.47066942711285,346.1370202676982
129,1996-06-05 10:26:47+00:00,251.14380889675016,294.6300277595709,286.3558714310479,,,251.887059476762,,297.4040525648457,312.3612580578073,365.75100632659803
130,1996-07-23 10:29:20+00:00,239.98772782137405,285.11281885176277,253.4240209361006,232.49649178705184,246.7061345120229,257.82054051762833,289.9383317399537,304.32502779519075,302.47558622375584,344.7357930629179
131,1996-08-08 10:30:11+00:00,237.09519429289554,290.4050882782044,260.15026324704434,236.67974665571364,238.35496003286528,255.45464202913,286.9765103470492,,266.0670776226932,335.5142286836053
132,1996-08-24 10:31:00+00:00,,,244.11523696548903,224.44366491180514,230.88917549008036,252.69902942371198,280.4226104416996,,276.0100376857813,341.27926174225934
133,1996-09-09 10:31:55+00:00,230.95869815648638,272.2259774098056,240.55825412293234,213.66720292498184,219.13515584589427,235.36321911339093,272.4932949119301,,235.77052163997638,327.4601740435058
134,1996-10-11 10:33:37+00:00,,286.6437227267784,255.27884910841198,229.51903256721408,240.97529354564386,248.3028586723547,291.2726314921793,,229.27871336394142,337.85137558441966
135,1996-10-27 10:34:25+00:00,238.75097631562375,280.5571743275566,245.52748728371557,225.27985747391176,235.6490533533957,240.88508448971217,280.2374774794672,303.2158548212488,293.01276457652284,342.75579902031524
136,1996-11-28 10:35:56+00:00,249.27665569406335,289.1093946257641,247.61900310794869,225.2309662924403,226.96341125349576,240.29398207574363,277.17068259322696,289.9972469378074,294.3685659289779,332.1178440289822
137,1996-12-30 10:37:27+00:00,214.18966096936853,266.1800351078471,219.50079929258212,183.45656639762052,,225.00554083840376,261.48979343820395,,196.038408422789,322.85381519653396
138,1997-01-31 10:38:55+00:00,205.58845750936473,259.4361467729426,230.19215550889015,183.0073985269688,215.4444238271526,246.19383232890175,285.0941031234242,286.0396995101321,212.179518629626,337.86316441630805
139,1997-04-21 10:42:02+00:00,,,,,,,302.1888106956083,292.60501696420164,280.8376984981534,316.7331890764094
140,1997-06-08 10:43:43+00:00,,,,,,,,,232.74258776271722,344.9215354009265
141,1997-06-24 10:44:16+00:00,257.6403728191647,309.7339234030653,276.63233536898963,257.86238796468916,256.27529949155047,269.78653938538406,310.79354575610887,301.34766534955327,286.3833350364473,362.829791256077
142,1997-07-10 10:44:49+00:00,,,,241.18897054083646,249.57951783737826,269.9662609595374,,,284.87113213503426,349.11535964052644
143,1997-07-26 10:45:22+00:00,243.11810249464972,298.34711899663023,257.460909583024,249.06594962840853,249.02793007696937,272.6431120636024,312.38127511883874,310.99226387470986,293.07130439335634,352.84220288671315
144,1997-08-11 10:45:53+00:00,251.86835772815502,302.43610809582947,,251.04581383003458,254.80808241396898,272.39237029900437,,,,
145,1997-09-12 10:46:50+00:00,250.85136462244532,300.8072139558032,268.3363280829011,247.64273485368352,249.235175135053,261.82128913093175,301.3092588805738,,294.33083768380675,339.31072274179894
146,1997-09-28 10:47:18+00:00,,,,245.54196183099663,250.4570238392146,267.19160880934805,302.5116536581513,312.13616690054187,292.0207451930051,344.9076950782562
147,1997-10-14 10:47:43+00:00,247.52648558445966,295.33395583190264,263.5304725817252,242.48800455799278,250.6540226215929,267.4982285929764,303.6556971084012,,295.11543741737825,344.2417005369541
148,1997-10-30 10:48:10+00:00,259.7636465554306,294.01329975536044,262.86602629217515,231.15422342234854,246.5243652173738,259.2418271273204,309.13429423894803,297.69451637586144,282.89173143527546,339.0335122333526
149,1997-11-15 10:48:33+00:00,253.14029182955102,304.94218222040314,262.39482916446053,242.59459464784516,247.7633966638213,272.07998124773576,306.69360068848505,309.20710776630295,285.72215695531736,341.941713370402
150,1998-03-07 10:50:59+00:00,249.61712188282596,288.19027294987313,252.19621814354147,,,,,,214.65077945482935,327.0794925465407
151,1998-03-23 10:51:13+00:00,230.11224195318013,276.8125697216688,237.70854502969956,222.71869883455895,237.98915351457896,,,,,315.50902132631995
152,1998-04-08 10:51:25+00:00,247.33757164923472,282.42961941878787,235.75344755887664,212.71475555525876,229.8623213115867,233.02888320284217,264.8256852294882,274.234697835377,268.180155833674,322.1972800888465
153,1998-06-11 10:52:22+00:00,,,,,238.30813899036957,243.14722379395545,286.3928501260288,294.6675391648529,281.94549465120184,343.02861155651254
154,1998-06-27 10:52:32+00:00,255.50934390394045,298.6300197272143,263.6268977155021,242.59861921354238,250.88839204283036,256.53091353781724,302.59101428254263,,270.0609787604713,361.6405501012444
