,dates,TORR_1,TORR_2,TORR_3,TORR_4,TORR_5,TORR_6,TORR_7,TORR_8,TORR_9,TORR_10
12,1984-09-17 10:38:50+00:00,89.91358369358548,57.42012685639676,55.54932040407274,103.19393023071609,172.91747547641384,201.85373806238994,215.39558816940072,391.15545007009246,291.6836873496826,223.63967458533747
13,1984-10-10 10:45:00+00:00,86.87306713102174,50.681591430922516,58.11952763341056,103.90414313356487,181.53869365743756,201.20850752217078,219.79883473727642,391.95383615945025,296.3414894628082,220.74021353999035
14,1984-10-26 10:44:55+00:00,109.05939845025375,61.79657776886101,64.69026783680381,107.38884966258107,180.5234666472145,205.47609539213843,220.36286253578197,407.59982553228815,309.5221395125384,233.25544858100153
15,1984-11-27 10:44:48+00:00,44.16300797226464,63.638072651311255,34.32772413190465,52.400304106283556,121.80945808518018,96.63971833634622,,,418.74550796455935,201.9036613591354
16,1984-12-29 10:45:08+00:00,,34.223013645051026,48.55905681945375,91.34063344153182,180.5288933103686,178.13038671624082,207.6951587637854,380.11900291976383,282.2878210407605,208.29481664458723
17,1985-03-12 10:39:09+00:00,80.09190472567177,46.25238305439861,58.85773962914849,104.14879268729538,191.53568282790877,197.62598400876237,229.320393673612,390.3297747660934,300.2335616641915,214.2697551335915
18,1985-04-13 10:39:02+00:00,48.30690034241384,39.54374715292735,62.0178929381229,103.76772476760796,197.49734858597088,195.0304933185919,229.94156634865988,384.9347204558646,306.1932473222949,200.58852666665283
19,1985-04-20 10:45:10+00:00,54.315612300247615,45.08920803804273,,,,,269.34316069807505,386.62063729111156,607.329220837596,
20,1985-04-29 10:38:55+00:00,38.953925327657956,36.43017365068052,49.82953324534078,98.57005341630615,185.39618285708735,185.94014973659426,225.32321336181462,384.4658780963513,321.2546752459787,210.59694871587192
21,1985-05-22 10:45:02+00:00,59.68713555924549,44.60396024926001,60.286241153860544,109.698224716199,191.9524223497591,198.74037370984195,234.9993297397375,385.7361363238426,290.47638941493494,225.72708663152468
22,1985-07-09 10:44:52+00:00,54.052748795599825,34.34424262793415,49.030980883758865,98.66131015866908,187.9867534034271,198.4056678921588,225.6530115242483,377.65378224131007,281.2230389904348,223.20194546846304
23,1985-07-18 10:38:38+00:00,70.59451628923634,46.639760595968006,61.28543599958168,113.65499743376036,195.30336538827595,207.89636275464795,239.15872273887192,395.3499215000491,318.5649471164763,233.2892821364571
24,1985-08-03 10:38:30+00:00,70.71645085443339,41.42655722254109,62.04373925181517,104.21979781195726,186.83442108222243,208.05220648613872,235.93337225907283,397.9216179184151,279.92188959307816,230.6510974843289
25,1985-08-19 10:38:20+00:00,91.39325619414421,52.75746641015111,72.03947412325934,115.59605524748713,201.86734049834718,212.42572574089658,236.14713741681197,413.45660589328423,382.31325852693556,241.81120707724176
26,1985-08-26 10:44:26+00:00,59.19232010051721,35.68394139441014,57.40636188141209,106.62064307961732,186.43155468805867,200.09404898280863,225.4393748713296,384.32855354738956,289.31023007653414,225.4232049261659
27,1985-09-27 10:44:03+00:00,97.01474255108157,91.53383956278856,,,,,,,,
28,1985-10-06 10:37:47+00:00,64.25453039124748,38.84287474762726,50.85023248883254,97.43642003209504,189.3957663800401,197.10997010307244,217.31110535425807,391.33540614025947,290.6003318890415,217.02503165192155
29,1985-10-29 10:43:41+00:00,79.01876813844069,45.419239802809244,55.61788316139662,103.94446706529229,184.86249411304684,202.71486131005068,187.40372508608255,467.387824653252,313.24517223359084,225.97488848863938
30,1985-11-23 10:37:06+00:00,48.98575808224938,30.491524748068553,47.965758215361625,95.49358676092893,181.930986947079,194.18165126233302,214.76516227874563,385.67291307185207,290.1466514602092,210.88871356020698
31,1986-01-17 10:42:15+00:00,51.11050175982565,37.881064321860904,52.23312452840118,105.25765368004878,194.99154546272095,192.02420834583705,220.59260927442833,390.57061534140615,280.1676443920857,219.70181575852195
32,1986-01-26 10:35:52+00:00,105.79748736948363,38.97257798179664,45.69884827198298,105.57316594291622,191.67896964499488,197.8671417296917,222.56448244536801,396.99677993948455,289.570673021813,226.9051547324524
33,1986-02-02 10:41:54+00:00,39.39645129063016,28.00212067057562,38.78531020202783,88.42893363346295,189.21656654406576,191.0007359591576,215.14943849322307,376.8619166753256,280.72907584461575,199.8164026470968
34,1986-03-15 10:34:48+00:00,70.57162332180297,38.658284373306884,46.14691169229941,107.30490974146979,199.35419363177135,191.66744155074946,247.79568773921562,406.6199965593639,298.6412713721026,214.69341894284474
35,1986-03-22 10:40:51+00:00,49.51479203700143,29.506801779132914,40.22936851648468,102.11258235809329,187.14458876246306,186.3678454153199,234.0508195445168,381.6659958362314,276.92037269539543,203.5603860689069
36,1986-03-31 10:34:29+00:00,53.57402517100522,33.32016830262492,42.89342395452038,104.26728725540005,192.3783244324465,194.369373902795,244.086572902248,400.9168134552778,294.56097676560955,219.7283173577946
37,1986-04-07 10:40:31+00:00,40.65384134360947,25.48278576663601,34.13110979937079,89.78980997201583,184.3687636239735,183.2114723730657,228.05858118467734,374.45602171693184,264.905906380786,213.63333822681022
38,1986-05-02 10:33:45+00:00,29.20564948273416,19.506714533794813,32.008236159847165,94.32347719992055,185.75094760268988,189.6603111716142,234.8558383572548,383.24677531425584,282.4125563206742,206.42734837146287
39,1986-05-25 10:39:18+00:00,131.3026438538363,35.92419991060491,49.7137938763412,108.20430338711078,200.1189220642457,200.63013272604593,242.26526808956157,396.57720719030834,293.81345283975804,226.7501236883152
40,1986-06-10 10:38:49+00:00,76.84820042878235,41.57474805988943,58.972997828570044,117.40697730716016,201.52671522034842,207.4251088702408,243.56229792748485,397.9171823420611,291.18227191738987,235.87495692290872
41,1986-06-19 10:32:21+00:00,29.488340090711365,9.590990152994822,19.274975886872976,88.36250704365486,177.36634625821043,177.26469927529416,226.36749500217974,378.79249935327437,277.1514385686776,212.27333654789334
42,1986-07-05 10:31:49+00:00,56.84246439788201,27.03375911978107,47.53486101344886,103.417583891171,197.88917824260503,209.08890211027438,231.52743445258875,397.20343794279256,294.0044680538636,231.07826339514392
43,1986-07-21 10:31:16+00:00,57.78211360021113,26.370997340006234,42.49256541902692,109.27050220408555,191.84466276469584,200.30478603373206,226.66258680598332,390.84260734900965,291.56564102211354,228.40027070649163
44,1986-07-28 10:37:12+00:00,49.648598030004564,26.657227455861324,48.195444285463374,103.52706029144711,186.64529164616545,198.14823282156823,227.46401670739897,389.3546995125321,278.30246004281497,228.08106965846528
45,1986-08-06 10:30:42+00:00,78.32582182825584,34.591876355297295,60.53163189046065,114.12138541366797,196.10150370275932,207.64458304331254,235.18726211416438,398.4359914361853,335.04795578294096,228.81724326381783
46,1986-08-22 10:30:06+00:00,118.29666002549492,30.560698042683804,50.02356749011125,103.83465018099093,189.52170411157536,200.83801616558566,228.18913315868247,395.5570351602521,295.2603953187605,231.0108333125094
47,1986-09-23 10:29:02+00:00,65.53702410464425,26.130186727746757,48.76820976695767,108.95175839820577,199.67654751308987,209.4418067217762,236.61425294238515,397.47456014797274,292.8446011909607,221.4820860503434
48,1986-09-30 10:34:59+00:00,41.53026703073506,12.9704269273147,24.891378062944185,77.9978595033234,168.9447633504352,183.34769707871925,198.67415344786895,370.74757964850244,261.7369005023514,202.22591803759744
49,1986-10-09 10:28:31+00:00,57.74130859625837,38.74709290056087,55.85404640366502,113.54179782870168,200.0808262893473,212.51817385419423,241.6646621468856,406.87311793819697,304.97304267684535,232.809198972998
50,1986-10-16 10:34:28+00:00,36.533043434467146,14.57026845075045,33.18164599473168,89.17300620611444,176.5745256305616,180.81748783719897,206.63259724525474,367.2229625943802,278.81570567885353,199.0436703021448
51,1986-11-01 10:33:54+00:00,41.8024732269377,20.364414172430912,38.152041243406515,101.32697130822135,184.38219717025908,192.6760991240142,227.64218860090926,387.61760709065516,278.53801241476,210.39819430086584
52,1986-11-17 10:33:16+00:00,47.636210070586046,22.266626861913533,32.535516028091244,89.64809926858975,185.85842654656796,187.16505577862563,229.01276580633714,390.67153204097974,249.1958831836735,216.82798518688566
53,1986-11-26 10:26:58+00:00,36.05063049505476,11.7370359716788,,,,200.42186578947133,221.93998848157338,381.6335817779173,272.08442804603635,201.22712891107602
54,1986-12-12 10:27:25+00:00,33.16608395522361,11.914684472497482,23.84477953677177,79.2872331914826,162.40966544233066,164.2518668543247,202.02557008831727,372.36456278573894,278.3536415283444,199.04949958740627
55,1986-12-19 10:33:50+00:00,93.05250079353567,33.59943364261768,50.833554424367996,109.18716571438283,192.8504250084252,206.97870201144028,242.25356423182748,398.898991900941,297.42749995017084,224.75259494259686
56,1987-01-20 10:34:46+00:00,84.46163540662626,34.27519800444452,39.96460482417438,103.79103460372723,185.9550689088092,185.28209621198422,251.18025414335227,405.9291603218869,277.45757749427264,221.59389683643712
57,1987-03-18 10:30:42+00:00,75.81951829127532,54.22258142440848,45.10978842259894,78.89752153655263,,,,,,
58,1987-04-10 10:37:41+00:00,,,43.09504919506746,102.8680709009559,186.76940738368697,189.6266222677146,234.69059024379519,375.88197095334766,277.9870928959521,209.25256208214503
59,1987-04-19 10:31:48+00:00,55.26419418063131,57.85811082694356,61.467966467870774,105.56536846823091,199.85996909919942,198.33588250107897,245.17163429134632,399.0395591554922,306.9716511121672,223.44923132854854
60,1987-04-26 10:38:11+00:00,37.28073730336001,25.799017399523358,27.419368059995524,86.88408300088861,178.07936556133777,184.53813845958177,220.4810487740034,363.8634873482734,270.0452941610007,196.27806421745697
61,1987-05-05 10:32:16+00:00,,,,115.47524298712197,179.57354123253796,185.09916242949177,179.4203435162542,475.6385825324113,277.4108844817612,207.90780203746192
62,1987-05-12 10:38:39+00:00,42.92626107773656,38.07243647958141,42.04961899470122,89.24253835586526,181.91551691444857,188.58980502825378,232.98027610445962,383.5227793687801,286.65143685523833,216.23525140910314
63,1987-05-21 10:32:42+00:00,32.41878053943962,23.071417178190917,23.26261869003054,73.12049790265145,158.57748545557368,169.64641586557167,214.40537065722776,377.74985803561185,266.51330720506405,203.58439798029718
64,1987-05-28 10:39:03+00:00,48.53510300969114,48.2078942881575,58.614577756454,99.77595385479052,187.69718301989465,197.17340729058225,239.3572797529159,394.10317232126215,307.10774972572045,216.57537036241942
65,1987-06-06 10:33:06+00:00,33.751902769726,37.244593006814064,41.96444448689773,87.56396031224457,184.10012254292334,192.05090101064943,235.24326003435021,397.7919406188909,287.56288944411006,212.31967408966275
66,1987-06-13 10:39:26+00:00,52.30346723177032,49.25511084249342,62.28794600914536,110.8542124426012,199.74751660082018,204.99482368469359,251.73543472373603,395.8983426482067,293.3840581307237,213.03252928671145
67,1987-06-22 10:33:27+00:00,34.333135809579964,31.64795490906606,43.81933781810234,90.53780240573137,182.2271011305253,188.9001472638321,230.58217175185933,387.0505731008509,305.8925453254791,205.84933168433832
68,1987-07-15 10:40:05+00:00,49.870135785079526,50.507984374891464,54.667344833141804,106.73342342555296,187.81808525410037,198.88818690733765,238.01557556112323,404.6583841795571,293.2319276144867,230.23136811493356
69,1987-07-31 10:40:30+00:00,48.89840969013695,48.72808333319072,53.07580517167418,105.04210921327412,184.64031263687937,197.8084644078096,239.55437831431334,395.96312736904434,300.9732250373346,226.92186261363133
70,1987-08-09 10:34:36+00:00,38.87447637918494,54.74229352756702,48.79429226820188,105.53162695242563,183.20837014609776,199.0748706507339,229.53769313460464,399.8759608901918,288.53086142738505,225.96947295090473
71,1987-08-25 10:35:03+00:00,47.670290648135556,52.93621052758464,51.96859483953157,107.91808836032573,186.31495915989473,198.7808636785154,231.88570024082765,401.7540303139606,313.6383903560012,230.59147201801045
72,1987-09-10 10:35:28+00:00,,59.00689763715316,58.2174576934036,107.87897347712011,186.25727763773426,199.11045518838992,234.4666637032783,404.98584924948386,318.4273235652436,230.75121557141537
73,1987-09-17 10:41:48+00:00,27.15232265058731,31.384133463262913,28.8880565985749,,,190.43067314624665,214.16327711987137,374.96178875989534,268.6332466031582,205.09115564393025
74,1987-10-12 10:36:08+00:00,54.21065477750109,51.88630065367606,50.51993054610365,103.42905044103894,183.6610922286983,193.24293920778413,232.18971409384068,402.31904137314734,307.5435162283107,215.17701848572443
75,1987-11-04 10:42:45+00:00,26.615180370625133,7.787670629856562,11.878477209519835,70.93133154144192,149.51862782259457,164.548425867541,198.21519385140277,359.752809264438,216.12737693758586,187.2272967527035
76,1987-12-22 10:43:33+00:00,86.30829484383715,46.14088163695849,42.687669418593906,108.81683432141665,203.11191196975244,197.4270998395969,228.60969234355798,383.72119118888355,279.0522416472409,199.21994389208848
77,1988-01-23 10:44:06+00:00,,,38.18306784037438,93.791920519838,170.98059119831734,187.67779230064872,239.56963554758792,418.9336444132772,280.68223605983707,200.48552078115245
78,1988-02-08 10:44:25+00:00,107.98472308229044,34.43866786508654,41.869188997130905,96.68149968711664,194.15886888381797,196.64717967342654,252.1489037407278,412.5037102805152,294.24641086715644,206.6007329018272
79,1988-02-17 10:38:22+00:00,48.27266125433209,28.877299650889643,22.620149666100453,80.30884732996412,178.448595519422,184.05625340835684,214.99337136545856,378.1810904940539,281.4723708631856,188.7626276097621
80,1988-03-11 10:44:48+00:00,47.790803523562175,37.869534259548146,27.812894374414086,96.87481263326997,186.94297035723443,195.89663674593703,237.65005969512396,387.20117006918787,286.4066194011409,213.76905461885633
81,1988-03-27 10:44:56+00:00,31.023552053800543,26.53869685416518,27.1136527304321,76.35222967643467,180.7661077728291,181.19219085798352,210.3448680722403,376.0838920921732,287.15851450334685,197.99009702246548
82,1988-04-28 10:45:05+00:00,25.272462891727322,24.8568831390756,35.99008328927694,89.55626309424262,184.77140420859078,191.28107612986108,231.72538708787755,383.2460950326399,279.9946482633865,211.93166140709405
83,1988-05-23 10:39:10+00:00,33.182569231249516,40.1221827115221,43.13597050840539,89.78832487612158,187.64828010910327,199.33702385152682,243.85332069874354,404.49525309919386,320.65938050818596,215.21266176968234
84,1988-05-30 10:45:23+00:00,27.432024289226845,38.34564056421085,41.416104755197395,88.0815405647803,184.59904702468748,191.77420895269157,234.22958568748626,397.77136755395543,286.31801786126573,214.8734707604083
85,1988-06-15 10:45:29+00:00,33.260027254512636,34.13881430800677,40.526395546682174,89.2177161470392,186.83706070144308,196.6580424278352,243.46831239301198,399.31953117832535,305.6652668768139,215.6370595595542
86,1988-07-26 10:39:28+00:00,18.174011893449386,19.108243631070355,26.344112133003687,81.87449146571181,173.73530624242426,185.37625376266698,226.2422312307509,390.3213863201039,269.7287603812931,213.95327575322102
87,1988-08-11 10:39:26+00:00,28.29745528721063,38.71757941606515,50.80268283680421,100.47969380358224,189.80061246714732,207.605544204355,241.560216114495,403.2358204202202,322.0920031778836,218.86617135799406
88,1988-08-18 10:45:39+00:00,37.156969172806754,42.64271593005538,54.96665551508931,107.26234149320018,193.39372447302722,210.49940416710416,253.45536707173966,403.4934525718634,314.17312614297543,224.98925705884238
89,1988-09-03 10:45:42+00:00,25.169221848349277,36.843569039249786,46.196271351832976,95.90072656905645,184.98730008955664,200.3349563925741,239.8401024780404,408.7544021921914,344.893796587974,216.10678756290412
90,1988-09-12 10:39:30+00:00,30.187113798857393,38.975264196593436,37.508685210404444,90.03614834020287,176.87037317113766,198.90779749433415,226.63536601269126,401.8718713013316,288.4975226703366,218.42640292589334
91,1988-09-19 10:45:37+00:00,16.632384265706378,19.772996144581228,32.21710518843702,85.52257920242975,165.93583561933184,194.58306435952193,223.03935693612402,384.92015739675054,249.0976141102597,211.0235445579941
92,1988-09-28 10:39:21+00:00,72.79419750326079,54.264734781215786,56.06731752017348,103.48768327096593,189.52506348174236,215.85020252620225,230.10889818103763,409.08833259322563,306.54206458100566,230.50070214916713
93,1988-10-21 10:45:26+00:00,17.56056053632881,27.774567119247294,23.212662257603952,73.88231979545593,156.47201248906023,182.5953360579242,212.49758264281547,389.05102379274905,278.4613938704725,198.13207236393603
94,1988-11-15 10:39:19+00:00,35.92956621525403,35.40307919415582,37.52897776432173,80.73281303667615,182.08261972010183,190.4554525261893,217.0015681202076,393.6900189208497,282.2919280243764,209.86801392750613
95,1988-11-22 10:45:31+00:00,18.031084709707265,13.804287730015625,7.404310531124263,59.813334285622304,155.508613384584,168.43963039165078,198.30358276520735,367.13133608021997,273.88360855402345,185.9921504394083
96,1988-12-08 10:45:21+00:00,26.110965490994438,44.79423647681963,36.38635070308531,89.25196393278644,177.8784032842083,185.5564186278284,213.09669148312852,382.93009515804886,277.28307585790463,202.78438724540388
97,1988-12-17 10:39:01+00:00,5.415820980821547,25.306892558255498,18.611578769391116,74.85658021264136,159.0976735452311,172.7416308763068,194.30035851043988,372.97269559147196,276.1150568488912,190.46531282877856
98,1988-12-24 10:45:13+00:00,,,,,182.39662510532082,187.15267597638302,213.00188810771851,386.71354350393307,180.2846608195688,189.43085978558904
99,1989-01-09 10:45:11+00:00,,29.138947585263807,32.14304880130195,62.26525144167532,154.5974463580162,170.9609991011712,206.12730027410797,373.92481008067693,249.44395125110927,191.95909641531253
100,1989-01-18 10:38:47+00:00,35.295309421346865,31.707444714902003,10.03956347984926,71.45386369003337,152.7807001715865,159.96195345879278,188.9484855564126,364.36784268697994,279.0155066713953,186.14030140685247
101,1989-02-03 10:38:47+00:00,32.22331075943529,31.710003469685038,19.536313785747573,62.894887198851876,146.47955307463056,153.54907417827943,187.81886456452315,363.50290662700934,264.10633223239796,189.99274195480112
102,1989-03-23 10:37:39+00:00,98.67223906356685,68.30042307938919,51.07547959401799,84.70622191628257,167.8703774773865,181.12054034867202,214.04014161379627,384.3622930296466,294.2555533594156,205.03212590240966
103,1989-03-30 10:43:53+00:00,43.72669578662039,55.90473882175445,43.239304303401646,76.8192382914871,165.23370064830368,173.79452719194597,206.52042193123623,367.72916729625115,251.18088922826945,204.9040614910949
104,1989-05-01 10:43:42+00:00,32.931646044782596,31.99218598842781,42.19955974833132,84.31996257233182,169.95218282829254,175.11137556713956,211.78405611798092,377.4120902355459,311.98524535349827,197.46349572745612
105,1989-05-10 10:37:22+00:00,77.10644194198898,65.87359339174131,54.26285478078203,89.70272388672356,180.52486149407682,194.50333020192411,220.35026497843546,392.3635705649465,305.17131803711,214.50563347540572
106,1989-05-17 10:43:22+00:00,40.426461634269586,49.35604818687935,39.70277709472428,76.61696208461593,158.3070232915896,174.74763618802805,202.2269562308269,374.8272929420801,305.3257467612251,197.8495187908449
107,1989-06-11 10:36:46+00:00,67.8912300326957,62.620518525577815,50.54422929013848,88.81535849741347,175.75234573070017,189.97165741158815,214.76762053207386,395.9478461515074,320.58775688898135,217.79055485423723
108,1989-06-27 10:36:28+00:00,53.67396995471054,63.31982916436853,50.650350079216395,85.94245655679018,176.39739238885096,189.96177008947532,215.74760180703058,388.8657004316635,307.2988127035083,214.42822881867528
109,1989-08-05 10:41:51+00:00,,,60.976964854146864,95.60472873918177,184.74183077313103,200.8571579695881,207.53931632996134,,137.5703184868585,223.07549004507206
110,1989-08-21 10:41:29+00:00,128.42080348814906,71.96541681057491,55.705762134213806,91.378838554609,179.16688135787578,196.03037003375965,219.21043005199343,401.6856819269596,297.73425513911127,219.1791300015969
111,1989-09-06 10:41:08+00:00,68.86040193982498,68.24184037965979,52.07256612969862,89.49836028383662,177.54476328685905,189.76492870032246,213.8864267250292,382.7186756781581,632.208140506829,
112,1989-09-22 10:40:37+00:00,57.106281912785505,59.95038432909571,49.51616342151196,88.53524272599928,178.20818316499964,188.1058081785485,213.87720305304683,384.510278549779,282.49287853437124,213.98737167988952
113,1989-10-08 10:40:25+00:00,54.245031772334116,43.43326797628234,24.931022430908612,70.34398526506062,157.72885573186534,170.54198932472323,196.1210202384918,370.61264998822145,273.6971802992145,205.55036650201637
114,1989-10-24 10:39:43+00:00,21.983740584780897,13.34931658274956,,30.381609348381865,119.42611643411657,139.77536490033253,145.20939083217579,337.9112623824491,187.82649393610723,161.58320596843913
115,1989-11-02 10:33:26+00:00,112.61094565764125,67.91481738597258,57.8749375195508,91.99457688349631,186.02500825032294,194.74700780468072,209.09967133494132,390.3431201726928,456.6115774893269,
116,1990-01-05 10:31:26+00:00,36.31627152413376,26.6145843937931,31.59097428500796,85.66493997688357,177.04088886292806,158.97897848440337,194.87517606548445,359.14892912223087,228.43489482067102,170.33924737342755
117,1990-02-22 10:30:02+00:00,38.02558270902563,24.074915621019493,22.806528315665716,59.66517609387762,157.57195829592,161.29636259788705,200.3691920721838,360.67636640031316,220.90227203006205,186.70152240731028
118,1990-03-01 10:35:57+00:00,71.04096510470903,33.49641356429678,48.73565596881077,96.13880139177145,185.66078658490994,195.7879060565622,226.1832189840033,365.35844675941416,320.5648883570655,
119,1990-03-26 10:28:57+00:00,59.499806900052874,27.519331931962075,32.52309597631843,93.45441673164888,173.5135029556276,180.9709344334366,200.9739143577512,388.4171972187061,278.1674324343499,210.56588625877274
120,1990-04-11 10:28:56+00:00,100.45268852040712,89.08128953188228,87.76897702525044,132.59107908370825,195.183653972288,204.85038117258654,212.37177165256668,394.10038690039244,295.2732403209218,214.78072371653548
121,1990-04-18 10:35:09+00:00,52.352823084254965,43.52464774020936,27.86206947663563,95.4610853644772,156.37914617217976,182.18596231035372,195.6835164766982,377.7774033097793,287.20859510731447,212.78174870329943
122,1990-05-13 10:29:00+00:00,58.591468662235556,46.95157319573768,61.59271563364136,105.54845875512214,182.05678073140172,187.72324376816204,163.62235881013999,,126.56450091669433,204.60667765133425
123,1990-05-29 10:28:54+00:00,56.33231724421339,47.26823515577766,54.63654044651025,88.89294449893916,167.64451867897543,184.20780247826212,182.8890702275483,383.4591767876485,278.2113323730636,211.3166938152966
124,1990-06-05 10:35:06+00:00,40.767977968623484,23.00996505288071,23.05988514147061,87.01898096382601,174.44515965613274,187.72937477394657,180.74627040754837,367.9161724891194,278.0750589467182,195.3443098723905
125,1990-06-21 10:35:05+00:00,41.125845912705074,21.11341712212068,18.8776557842163,80.90738271049202,161.98645984263197,171.9101512340091,171.3984839248297,370.6396748838715,276.4373949404905,194.26461647061737
126,1990-07-16 10:28:50+00:00,54.56520665265079,29.13619521248016,31.087053651534674,87.82962634792064,167.6055868146032,185.20966992009446,176.95098284862186,380.5645499696169,281.4231499337216,203.7668146012329
127,1990-07-23 10:34:58+00:00,66.16979538465893,45.419345140587666,50.755101257153754,85.04397100838024,176.3669634450402,194.82005942327092,171.6060844977527,377.1541883706209,277.40643811371086,208.40761726306698
128,1990-08-01 10:28:45+00:00,38.5960901415178,18.131178790509818,23.48019973077212,80.63179641867424,169.51347997817908,181.64534606552414,172.75199284030572,385.33284595266446,276.22728872158933,191.19222310990165
129,1990-08-08 10:34:54+00:00,70.86855907078419,53.1788682113429,54.52117199482579,92.80046403330793,176.73756260248985,196.78115743218308,181.73286699904708,388.5458571381968,275.3112096328647,211.25200904753325
130,1990-08-17 10:28:41+00:00,42.63550240217772,21.83687426535296,36.303753509436206,85.83993445242842,163.43978972258688,186.3926693187572,162.88660901836238,383.02371704929993,301.1630336647587,204.79638992073043
131,1990-08-24 10:34:48+00:00,101.76439739543056,67.44772748681356,68.07470138886788,105.5005524521364,188.04982439177323,203.52358607757486,188.76701696791946,398.5639537749224,295.57633981611576,211.80353977698184
132,1990-09-02 10:28:34+00:00,52.949160291937915,26.14025366077085,38.21482213915602,88.4810115905762,165.02337796545442,186.98017620853315,167.12236286278215,388.6258485637114,287.37980990488734,200.55278776491116
133,1990-09-25 10:34:40+00:00,82.01204034109941,55.65689466995347,56.60908052918578,93.17042060620466,175.2414102967378,191.87918109372754,176.92349738229802,384.2384236486971,296.45563447933284,213.41425610017893
134,1990-10-11 10:34:32+00:00,64.0702604253726,28.66993346018829,40.22126674354832,83.62516251581043,166.38976555872003,181.03135693698306,183.10461905548314,373.5452899685691,278.1212662926679,204.95543787204232
135,1990-10-27 10:34:24+00:00,67.2716514160489,31.581513767015586,43.41969936647837,85.07719282972101,168.0672571395176,172.0152727833242,186.5965586433273,370.8068392049207,289.84457067291197,195.2136726222695
136,1990-11-12 10:34:25+00:00,36.72974376645681,12.730756250104495,17.57175332959713,51.531636979227,138.04095923806148,145.7673405668496,158.6427540219603,362.7594613515698,239.55634587918536,181.6647636372452
137,1990-12-14 10:34:16+00:00,57.514658076309985,40.28987218445253,36.89592719044608,71.9062118783356,157.4069954141397,185.43769777087144,183.90903026956778,375.70250912592036,286.2440661012219,212.83061626307693
138,1991-01-15 10:35:10+00:00,75.0904569590837,48.576073007880275,52.485602921481,76.17715978861702,166.71622029470365,169.67006605191895,185.60860189226264,371.16258337754874,277.61991528623355,197.01598000865212
139,1991-01-24 10:29:14+00:00,65.55787805577927,33.53335433526272,34.661592641718755,76.78389862494154,158.5224640585236,163.32297781644604,177.33649537076192,367.1337968073534,276.8515366159189,198.05942343185666
140,1991-03-20 10:36:26+00:00,87.2484371318423,42.06503260066246,54.8680749711893,89.32917020309473,183.18269897232773,188.4815937891035,211.76333440218832,396.5960589718753,272.0214084493605,204.0053792195035
141,1991-04-05 10:36:35+00:00,81.86726439037368,47.60386503122102,48.12643317659143,,,202.09204768700727,196.7507202361742,376.89238755216854,,
142,1991-04-21 10:36:51+00:00,78.94422737838752,48.726514767147144,52.04786340715493,89.10462221929954,178.5204758539339,191.17486878580266,203.36561051045675,371.677635517882,263.2852337366451,201.89127495524608
143,1991-05-07 10:37:15+00:00,108.6064819898269,48.76780996967992,59.30421755156823,88.52164641095152,176.86159539600519,198.42323065796123,207.622417325452,381.79595680981936,292.33439968253197,214.3716443782908
