,dates,CCFT_1,CCFT_2,CCFT_3,CCFT_4,CCFT_5,CCFT_6,CCFT_7,CCFT_8,CCFT_9,CCFT_10,CCFT_11,CCFT_12,CCFT_13,CCFT_14,CCFT_15,CCFT_16,CCFT_17,CCFT_18,CCFT_19,CCFT_20,CCFT_21,CCFT_22,CCFT_23,CCFT_24,CCFT_25,CCFT_26,CCFT_27,CCFT_28
0,1984-04-17 10:41:41+00:00,84.75121322803547,93.21613976946182,131.71758464488158,157.0474711881551,100.05899216815564,65.35432570822078,56.50325643432244,26.773428995855106,,,117.1670813995654,78.87955494258331,24.60365532195597,33.72132406308679,-17.098348310147824,-50.39580514187614,-9.27172475682335,,,,,,91.83144357622365,94.26469282556954,119.5183837289441,136.60733336676958,90.28660141986731,85.12964011785283
1,1984-05-03 10:41:43+00:00,66.88694992972806,81.10810988668803,129.46520202365707,154.73433613194445,,,,,,,,,,,-20.981784731448247,-51.69146793942212,-34.22758006087808,,,,,,,,,,,
2,1984-07-06 10:43:04+00:00,71.53151899091507,67.35089140581631,119.66804723658038,140.18675787142143,81.28510927419329,48.43057548160603,36.1553717937747,24.228479176977977,,,113.32812099753775,67.89564836485505,21.831444358239125,45.15766939216917,-32.3388385707172,-49.39412347902752,-35.054700237827845,-26.151659687931325,17.546325989575536,74.177975468667,57.96900315436881,71.33182475370788,81.2620232053431,91.63991334206821,,122.53263522252306,80.65545000092979,76.16890498825988
3,1984-07-22 10:43:28+00:00,71.08881639856394,67.4384651011746,115.00956453408014,140.48768118204765,84.992270306927,49.36822780910801,35.64378967905894,30.91037255819186,,,119.40715447969674,77.69900423586039,20.07532482106477,,-41.40399758876385,-44.20529703328856,-35.88210541094543,-8.228428129790215,17.39558027085431,85.1892412026569,75.48968180552964,76.68584859459,87.12456323067715,91.88123056675764,109.83073534391411,139.52876906851276,90.61272168672198,85.35027135998973
4,1984-08-07 10:44:02+00:00,70.65465395244969,66.00583905490248,111.35353005779976,141.96651129835618,87.8937204076648,49.64305974601058,37.61293448718624,30.549023120620635,,,118.11576763072318,64.49332774460865,19.14826559056352,,-27.19956447746428,-47.700858705877266,-27.25102192709074,-2.120996743954912,18.532610805518406,88.87798254532969,65.36919350560895,83.68870621677092,90.33458121310187,100.83667115830865,110.60402615396403,141.6028741892739,90.15470399066042,87.9216638685078
5,1984-09-08 10:44:36+00:00,65.48827049638322,90.79856707482787,118.24608131082579,152.4427119891156,98.31945367208392,45.04298137387295,37.41200630392675,31.86604045161088,,,110.917349713121,68.19278686846346,17.197998232681734,,-2.1511822286339415,-44.08916859515112,-32.55343936461718,-0.9183486064047534,22.810503866568126,81.8163286594654,70.95978130361304,82.63487640791342,86.71004734397712,97.22978498777286,116.06231423159585,134.88585361914343,97.84459612845974,87.96850270634329
6,1984-09-24 10:44:38+00:00,67.20807293617614,97.19747506964623,122.62927993205805,156.4694971811162,102.04771245954235,51.095375926029334,40.13022104350348,44.958200277970604,,,106.127016290911,64.42027384032015,15.78526187366728,,-1.4664101507809546,-45.73088852793826,-34.43616827976197,0.15503704449348307,23.054448140563768,88.429280302714,75.19348217580425,83.99114098624713,89.1021123766032,100.66830842445589,115.87501940264342,143.84243449158092,101.78396290715834,96.50218021316076
7,1984-10-10 10:44:36+00:00,83.00214137384786,98.71906642745847,135.74812002813493,167.9789852756055,99.97090042987821,58.25647674529964,41.58544533339243,43.45166121633297,,,116.40203329866344,67.87123487314719,25.700706844184783,,12.801342719831155,-40.98387014228697,-32.41813501491123,-1.0325230068546896,22.284728366988613,92.13878949539938,,,,,,,,
8,1984-12-13 10:44:35+00:00,48.416125694170304,75.6267697147813,106.08228897065419,132.20445152418836,71.90349265509977,43.68694392828205,35.20988253063602,,17.552286603150222,,102.7236027668855,56.94164688693806,2.0871405595018517,14.212522591328455,-21.70178423832141,-59.95965703693121,-55.455032912966445,-27.250127861301706,4.598950011097109,63.05991106666697,,,,,,,,62.78062029363441
9,1984-12-29 10:44:44+00:00,,84.9656993129995,106.53559955483671,,71.66707351458123,48.2869528752191,,,,,,,,,,,,-24.387853124989867,16.1083761865411,76.45573751885578,57.763321203444235,69.85397232464868,75.94232075186432,,,,74.50041242936227,63.638222189540464
