,dates,CCCL_2,CCCL_1,CCCL_3,CCCL_4,CCCL_5,CCCL_6,CCCL_7,CCCL_8,CCCL_9,CCCL_10
29,1987-08-16 10:40:35+00:00,231.6339688024433,263.68679352688116,228.17259528962643,207.92610123215175,199.60665774235304,196.90359825600876,195.62319865527144,200.58004400320533,214.6155295720985,239.6800752321293
30,1987-09-17 10:41:24+00:00,240.51935342035318,265.88275842409587,226.0166420764518,210.83632908465918,198.8233934433,187.6517424902654,199.1397093361107,204.6190371931056,218.03040577891556,255.72600590395038
31,1987-12-22 10:43:09+00:00,239.90871031086112,278.32716112815245,226.13047380422427,211.0369887211526,201.03039315307328,186.6005451534447,195.84993293343518,205.91512125820168,223.0291340774423,253.2596199522555
32,1988-02-24 10:44:15+00:00,239.31906493478624,,226.77300715397504,205.22714575986646,197.25614390468527,194.17464565364406,196.88778939874925,218.82424156601058,218.68976652194385,248.6135243163404
33,1988-03-11 10:44:24+00:00,240.22748434914894,270.61855588569324,233.61856566673913,221.93303305548835,215.10865029386605,210.58293155019163,215.38563908958295,215.63012554761025,232.88877058608912,257.4053874522318
34,1988-04-28 10:44:41+00:00,,273.53980205374444,,209.70165311099407,207.0999426401034,207.11176276744095,217.12992841741158,225.2681668048254,229.2586619567537,249.50626730114493
35,1988-05-14 10:44:53+00:00,249.71337362461404,285.96631120097663,235.0736490747905,213.7362777701867,212.6604317287646,209.37270426419315,215.1053187430786,228.35083669622662,232.16712669791963,257.5433375237179
36,1988-08-02 10:45:15+00:00,264.13947667283924,288.79979416570427,252.8024438243781,237.96647929500014,230.17001433735408,223.33021559034944,223.05376875047313,223.4404842875266,234.51751848926108,264.6441516904698
37,1988-08-18 10:45:15+00:00,268.21905529696795,296.23368678390045,254.83502646090048,236.52786072190526,228.8720294991378,224.78042469535012,229.46555623447392,232.21193782302888,241.74039032104233,267.4478921594394
38,1988-09-03 10:45:18+00:00,258.51844506573514,281.3109005743004,254.0479229025603,236.67816311316048,232.3743276557188,227.45674219652216,226.8054238931757,230.82424741066535,249.06385885549992,270.42845170016983
39,1988-09-19 10:45:13+00:00,254.72814303685578,283.1000927021142,243.30876258355718,228.0722650827841,222.65286961261046,214.06554400024456,219.61410074188825,227.43171852526822,244.4599078902314,268.6758822592169
40,1988-10-05 10:45:09+00:00,248.70915836545288,285.45163465365744,236.87736012704158,219.72557048090866,213.46861004053366,213.3096301991531,219.4895235237303,230.0153047624242,231.26303660863073,260.28153904527653
41,1988-10-21 10:45:02+00:00,243.56498766072994,272.99004260138827,232.91452194721293,214.09436614737996,213.70178917992732,211.9057138056492,212.8974687747829,222.31668300124142,235.3699178745753,265.30723258212885
42,1988-11-22 10:45:07+00:00,238.89903823049715,,228.9110828121222,212.34490110966175,206.69985024943838,182.52022438667456,180.41067282568386,182.63985919308476,192.4036835822131,236.53224119841667
43,1988-12-08 10:44:57+00:00,249.49681184618453,284.9420520768978,238.55257042085577,225.18569215953738,221.41714948537202,212.8068010565469,213.10272074495995,223.79798317510975,229.18655603900868,253.9246607172083
44,1989-05-01 10:43:18+00:00,249.09058725755523,281.70592549619437,230.58792647204575,213.70323391950257,199.48031490247007,195.2415921371606,200.78724177533823,210.10591222070312,220.10265605087807,251.27431964044422
45,1989-05-17 10:42:58+00:00,244.33773291697594,279.49056784063333,231.91066374566577,216.32698141703807,209.96560125598765,200.31850277781746,205.2569625230363,216.60504076565672,229.70803252069368,256.184074739845
46,1989-08-05 10:41:27+00:00,249.75226199016504,,242.37937740162587,229.73515294510975,,,,,247.9735277009275,
47,1989-08-21 10:41:05+00:00,263.0413716834072,287.5636132911003,255.31273783984298,241.8454909877565,240.5138827770209,228.6067005660856,232.83122408795694,230.5653314549058,249.68478827782855,279.5168380737464
48,1989-09-06 10:40:44+00:00,262.5034669507965,293.95663144444165,260.2122109719036,242.4160894594696,234.74641794979067,227.91705763179797,222.56313716765476,234.17365474919552,243.68651221499772,274.8932095438871
49,1989-09-22 10:40:13+00:00,241.720316332707,276.9402357753653,234.47195675534934,216.42775129772025,205.32886336030515,190.28260751663072,198.44601959854393,203.82685372940335,218.24898582776245,250.830202786595
50,1989-10-08 10:40:02+00:00,256.19824981858795,284.4401365286222,245.096594167023,227.70801135223263,223.70184966642975,214.80666359823556,215.41740584319558,232.37420249820823,241.71021988412767,266.97048950215117
51,1989-11-09 10:38:59+00:00,243.68015889217224,268.34254540842454,236.91043933168964,214.20419557155532,205.69406117634367,205.15042226334054,221.63497569770857,222.59367111414264,,
52,1990-01-28 10:36:35+00:00,236.71452668492054,270.7543821823974,226.21529185881496,214.00226138214234,209.38153921802962,201.1348071564758,199.95922746174196,197.925244637085,207.66617661246468,240.67451023249257
53,1990-03-01 10:35:33+00:00,234.58181567453153,270.5261027266223,237.15207972738497,219.46083492497422,211.20016063567448,196.1363668177449,203.60399745092485,212.64200004818238,218.7036075137103,255.6941497444942
54,1990-03-17 10:35:01+00:00,246.82453850643356,272.832461116585,244.10944158751428,231.03468128185585,228.22468409054278,212.88245064982047,217.7704327308088,210.49838591397008,225.57697625572618,259.4784756098578
55,1990-04-02 10:34:34+00:00,233.0606771385821,266.04275731703467,227.14361870702658,205.2433649372926,199.74124506007146,188.3644874157994,191.58120576831357,192.31679350047096,203.56427805663645,239.43783670143569
56,1990-04-18 10:34:45+00:00,249.5909319934921,283.13186344748743,242.3268870839446,219.2999626277127,218.27154091198705,205.90565173677697,212.69674100499867,215.16473799145515,236.46854568627066,263.8297966788646
57,1990-05-04 10:34:39+00:00,239.74970231033447,270.815898130191,223.74904182521487,199.22320359710028,202.6974082589417,196.305835328634,208.80899512717508,214.27425560593707,220.94741813137665,248.19450465917876
58,1990-06-05 10:34:42+00:00,245.0292129454648,280.92373733774286,240.342265151237,217.8756074296402,210.73584627320383,200.14874512587883,196.26515854446342,210.37724935105166,217.76184452668784,248.3993540979685
59,1990-07-07 10:34:38+00:00,240.46829893205216,274.1923061616872,230.61597990496205,205.90256437804445,205.19356178714412,197.22340833024074,199.31840545450902,219.24936259697245,216.92503453206908,238.7136440436949
60,1990-07-23 10:34:34+00:00,238.89671354523628,274.33486837888154,237.00691648209792,219.14260037707845,217.93371193574407,205.3180209700156,214.8921282368936,222.59337642859487,231.33183077767475,263.902914648373
61,1990-08-08 10:34:30+00:00,267.5203325120535,295.82251903508285,253.47905919509918,233.48303173151172,224.7274616698983,215.50853303997536,217.2825242672247,232.11524251656252,239.4520323324279,269.85586460246833
62,1990-09-09 10:34:20+00:00,253.10550628109632,287.6162257581839,236.3485953520394,220.0764505455778,216.05394976416977,213.62719449687177,215.75368401655288,232.59395547916426,240.3813681994352,269.26411352918177
63,1990-09-25 10:34:16+00:00,,,,,,,217.1660614030746,220.88634262251225,226.90106920683365,259.9117231697015
64,1990-10-11 10:34:09+00:00,232.21673157267202,267.5284326738383,235.69823610825642,218.65768724807663,219.43343465227323,203.51583099918417,201.22660971457503,209.850964813282,217.26771861845677,256.456404568113
65,1990-10-27 10:34:01+00:00,238.87829760559288,272.23455007290875,225.63406353724957,206.53316751818292,201.02438965767772,194.7260962753387,197.37708221651752,204.23126638848697,218.7116563437468,243.44852494295742
66,1990-11-12 10:34:02+00:00,225.42521623389936,253.3864190616318,219.06008769207912,196.89634480391555,198.48625798227525,190.67907013122988,187.694172123488,195.28914169111087,200.03799594591038,241.95506044868625
67,1990-11-28 10:33:47+00:00,232.43810558245892,265.7702347183015,221.33513738349097,200.8718252498798,193.65251545470142,186.57977019292198,200.00007019544228,209.09933486126363,219.02439734401912,243.0160795035541
68,1991-01-15 10:34:46+00:00,233.9835622917028,279.09265111863436,233.46020081501806,209.46655406892444,208.73780056923232,196.46745211244726,189.01758707235794,200.14975757279342,206.93616325004285,238.29408350791854
69,1991-03-20 10:36:02+00:00,254.37739383310551,,240.40086604818856,222.61377159430225,211.13644970178655,199.02433268482304,202.83590765018948,205.07136868235906,228.36261890930473,258.6231111320781
70,1991-04-21 10:36:27+00:00,261.2043308562969,295.0148622899321,244.71162652788178,228.3626085210016,217.77376977823678,215.67001932812556,211.28770831733928,216.06501026722466,222.30115533537818,245.3977940572264
71,1991-05-07 10:36:51+00:00,256.12571305070867,283.0484407031812,239.66843843206237,224.59707745128932,209.45022734837704,205.48433938034054,205.804144480633,207.51789730733628,227.39924681351835,248.31151978869383
72,1991-06-08 10:37:19+00:00,232.65506361869336,263.25636758136216,217.04719304350562,205.67909551469046,194.3651514661708,184.8263213176108,184.4866118198476,183.95796440100725,198.10296173303584,233.60841515994963
73,1991-06-24 10:37:33+00:00,247.83318149776423,271.0064203258607,233.78037457676996,223.6200403155527,207.90242285996183,207.3401618325508,198.52038483858232,199.0297979476818,214.91450754517842,250.9770511348583
74,1991-07-26 10:37:59+00:00,250.56865825616728,283.15661771489613,233.85129177079898,224.67287124638003,216.78696359970647,215.73644577122556,222.84042692211258,227.6471526273453,242.5347884723582,265.0455795389547
75,1991-08-11 10:38:02+00:00,266.07063124675966,293.43244922248755,248.55882895191934,235.4095190710164,223.0794305406157,221.82829527326464,226.19801734344873,231.34389161726466,252.92956415379604,278.30766322526875
76,1991-12-01 10:38:56+00:00,224.68092288528612,252.6451228525628,205.25431611370848,196.1277397498631,185.94987747226486,185.28758180077335,182.873771645293,199.36032393262508,211.29171282214537,233.58936243348177
77,1992-01-02 10:38:47+00:00,236.97265862952742,262.06657505003204,232.86727316972664,222.03780582167997,209.8206833316184,203.95372538068398,205.5649076881225,205.93080723622703,219.12550583996372,250.05787971272463
78,1992-01-18 10:38:46+00:00,248.0948284350154,275.2058492439103,229.85489312653544,210.02148420591413,199.67518775742826,198.96556095739209,207.52291233708016,208.5858411545177,219.17065971567024,244.52000324943495
79,1992-02-03 10:38:48+00:00,246.64535939382228,274.94609074727845,239.7713473332268,224.81274401526235,214.28904571116271,205.81394789261498,206.41560554276734,209.8115180683169,222.64267566914316,249.3313363539238
80,1992-02-19 10:38:39+00:00,254.59896442251045,289.1022473803543,244.51573604619188,222.66210924178614,211.83073379585068,203.24645194075958,218.09400375452685,220.98754734054523,235.10380195324626,259.9890607309568
81,1992-03-22 10:38:41+00:00,262.43297127537613,295.78304215981916,247.21225206214507,221.58765698224485,208.14097956273525,208.85095906913642,214.9193605495282,227.26692002251679,241.39539033030616,269.1592765721317
82,1992-04-23 10:38:23+00:00,244.19149681065488,277.24347972761075,240.39742058945814,221.19237098401905,212.3014603610836,207.00534751330372,211.26174526413382,219.24367731171768,228.74755030601017,262.80799836135486
83,1992-05-09 10:38:14+00:00,243.00431045585833,280.6489610590115,235.61370742547263,219.1902354945935,217.16170363495868,214.2250062860328,216.86183544691542,227.55813879671578,238.56337397576092,269.026156550889
84,1992-06-10 10:37:57+00:00,243.6633083240622,279.4053641713424,225.58858599834858,207.21740448893277,202.17348485463936,201.7138340706718,213.47340657346984,216.20188920083152,225.4119873378202,247.27835845281578
85,1992-06-26 10:37:45+00:00,240.2292150267031,278.06354992004213,223.76528594402902,208.23246644263267,202.67922589494174,197.64057093050621,197.2516402787698,211.86250167249514,223.01016787497025,259.0048482622628
86,1992-07-12 10:37:33+00:00,244.0061743405145,282.38385419123074,237.99079214622708,224.7346277239507,214.37151332613274,207.07367222161858,213.67832783628444,218.31939215225674,236.80650222981677,259.5302944112614
87,1992-07-28 10:37:21+00:00,245.79309240159446,274.4085688688509,225.30511288034032,213.34125869344672,203.30134754652943,200.5242306119242,211.4441335448256,215.41956833201738,235.7062898205235,255.62232496149915
88,1992-08-13 10:37:07+00:00,268.4929183279947,299.98347163367697,247.62929106722936,225.41480374422986,208.7535321488838,210.03406950594834,213.04778710847853,219.6221399643954,242.81914749345367,262.2438932420097
89,1992-08-29 10:36:52+00:00,258.27372398023914,290.6923570164913,238.66680559942975,230.11159772744816,219.02886260387584,214.80988621081406,218.91182879180286,222.26751384852366,231.10586440716486,263.4909566400014
90,1992-09-14 10:36:38+00:00,266.0206703599102,299.24336851315365,260.42308761917275,237.86030212880388,225.27085649166077,217.03869301329593,227.00798846751076,232.08435503148186,250.52962214673593,276.2808974681175
91,1992-09-30 10:36:17+00:00,256.6660575641088,280.7889061383296,249.08220126251018,233.62746902997554,221.42362994968772,220.42743153502227,218.12527440331434,226.08233485327474,232.11163198090253,262.10319257560707
92,1992-11-17 10:35:32+00:00,243.78452488268027,278.08988153839323,232.50511149940905,220.56623878902508,206.56800146412274,210.0396167913072,212.0922340647557,214.61748572271202,215.64714936565946,245.79259808332046
93,1993-02-05 10:36:23+00:00,246.2905370041333,278.91725846587997,228.23913469636855,211.67553780680578,206.37564926029177,199.80985288802214,202.1226209899582,208.6706236553826,216.74352936354992,240.71790714764543
94,1993-02-21 10:36:28+00:00,257.8642437184639,291.2514969121106,249.54980328361356,231.82936721191876,225.36901291246696,218.89355647249883,224.98326284143974,231.5301316566923,236.19777547332725,266.5433231813836
95,1993-04-10 10:36:48+00:00,257.516207371684,291.8757505255313,241.80266071195612,224.44095752897385,214.8726097707475,207.90472810600238,219.4454814476095,225.81523263181475,247.72481077405513,279.4187789304613
96,1993-05-28 10:37:02+00:00,241.01996846301932,278.8676047161981,234.80771461094258,214.87085268301107,208.24239298756754,207.5582776644063,213.5766589998588,231.96275477012122,240.35527802267683,265.5413108209201
97,1993-06-29 10:36:56+00:00,233.1403425667515,268.65203572815756,224.89595052976102,200.5883395281049,201.2171986564078,190.66007450455166,206.5190051858951,212.39856132845108,221.67898976544075,249.42805167495607
98,1993-07-15 10:36:55+00:00,246.8623959218919,280.6715557709697,233.16268434556002,214.38038737628528,211.37216087610093,204.78167214246713,208.37598512848598,223.3126994103763,233.28988567066943,266.82269230351477
99,1993-07-31 10:36:54+00:00,251.3501822050418,281.1592977135259,235.55435937641266,223.6037002226722,216.9928683220152,206.91457310468851,217.44540084822552,218.63859900090722,232.819930325688,264.33231574236055
100,1993-08-16 10:36:55+00:00,256.97402669998223,291.24364307550036,247.4510300882219,228.42089563524058,218.8322502393701,207.57039621991038,215.78122894126847,219.06118233387485,237.07969816053242,263.0217457609887
101,1993-10-03 10:36:46+00:00,264.71919927054955,298.00362926442193,247.40579269113695,225.90867924439326,216.62880788644276,210.7213514701611,214.65828232291145,220.94312098199143,244.02606445352254,268.2557565120417
102,1993-10-19 10:36:40+00:00,268.3300833955433,307.55670679367915,257.5780107497676,232.55849487016042,222.1535710687394,213.4366507507472,219.7591399265683,231.32305328268612,247.27665320127156,269.06119541508065
103,1993-11-04 10:36:34+00:00,247.46259188085483,280.52280418819885,236.28996934352412,220.1317923228596,209.156998641431,195.4967936648908,202.66039704039056,204.56247442961757,219.6036564392346,246.82158530629937
104,1994-01-07 10:36:01+00:00,217.68691371736168,255.66019150706194,213.14535525788258,187.10474720066208,179.8818032062837,171.55928788460335,171.0231943389166,180.2667150895212,193.05957488386377,222.71538716102032
105,1994-01-23 10:35:47+00:00,249.9139868790037,276.29477352051856,237.90702425448933,216.76813196909325,211.98497011376028,197.16510974146604,196.58481945447627,207.85660527729448,219.33144858735358,247.23553095131655
106,1994-02-08 10:35:38+00:00,235.43064027260593,273.5091051074239,227.7995529950928,214.24984935623297,204.7866676494139,195.89144927709822,203.50896577487333,213.27260336917266,220.00293127045933,259.3083196849117
107,1994-03-12 10:35:10+00:00,250.2220460576423,285.7304947021526,240.78472053889377,221.82904897850543,211.75174659568407,207.38453382792005,206.5234139626705,215.22052574091586,224.06696709964137,252.28370543627565
108,1994-04-13 10:34:36+00:00,261.5984383836834,293.796440676756,256.82412637555683,240.2511143529935,232.36563337121436,217.70087602481138,224.45530416827108,225.8161113551206,248.42467036557753,271.42315100986855
109,1994-05-31 10:33:45+00:00,261.09006300200815,289.3123514811236,241.878755393841,229.67493214862412,215.86920537828178,211.54108035715956,213.20169564252873,219.22757143572932,235.25009051793802,259.6447484356444
110,1994-06-16 10:33:25+00:00,249.61858369738283,283.63048608030795,239.96696324862208,220.10515863834058,210.48144335065643,208.1468455868516,209.7198285710543,220.53253080422445,234.05670644101303,264.21781724624634
111,1994-07-02 10:33:01+00:00,243.95160417058065,283.4762030668199,233.22233670357224,210.52518057366024,205.1583256178924,201.00906245625325,199.66931174558732,211.57598235570168,227.47759006301823,253.63634907302622
112,1994-09-20 10:30:55+00:00,261.0656543393623,287.69649639796796,250.99753811837783,234.8519401844058,219.82065636318123,218.31814148842972,208.45140907770343,220.72614923593258,233.61710533586694,252.36726483510182
113,1994-11-23 10:28:49+00:00,246.2004118305531,278.09996962176547,232.30783720947454,213.52385586047205,205.8192358682207,195.08956394035545,201.40377146769802,210.56488542372884,220.07978745803416,248.1749161282885
114,1994-12-09 10:28:21+00:00,243.98441892946215,271.61063651773947,230.51791289487738,212.58525667884334,200.40786438381508,189.72093129438815,188.51135565632225,194.90062233111615,202.9553016746869,218.2019084565311
115,1994-12-25 10:27:49+00:00,258.1418097922,288.6920409190512,245.3233684919679,224.61680233223078,215.86418115395017,202.79128208294952,209.60174657910142,217.24201178662264,224.69004339966085,247.60278071888777
116,1995-01-10 10:27:16+00:00,250.18366809223932,281.05000646902005,236.68094310251615,216.65226356168642,207.77647913171913,200.2538201737305,207.87429494321748,219.1537648890245,232.7526504345184,256.8523132643611
117,1995-03-15 10:24:44+00:00,246.1507240488639,276.4237179087335,238.30479762709564,211.24055841002843,209.675266436163,201.74118176871474,207.667338084155,220.34329392832186,222.72231591960974,247.4566253747066
118,1995-03-31 10:24:05+00:00,265.38431394135,299.650544924784,251.560866277878,234.80936469170604,224.11166143217278,214.85806580119322,220.68764164536316,227.75585424189617,239.24016655237276,265.5254071384069
119,1995-06-19 10:20:31+00:00,261.6302426984933,291.6765049980564,249.84589634173494,234.21129708259912,228.875010404526,218.3011838892453,224.62839444286556,225.93010689370368,237.94172641548076,265.01734177116737
120,1995-07-05 10:19:48+00:00,259.0819993197844,290.10057842634376,242.99314946049847,224.76080171611937,217.1220225097675,209.3966417749404,217.46398334195757,222.19764025264092,234.52509778206837,268.067659573066
121,1995-07-21 10:19:04+00:00,241.5119359471115,278.978121661367,233.35578213981617,212.9532909700216,204.13193638892994,197.8796235811404,204.56385083569836,206.09731652967758,219.20520635618846,238.95512990108887
122,1995-08-06 10:18:20+00:00,251.70541321857013,280.127968334236,235.24020733252792,223.6579780705905,219.43600030488238,212.68336742268423,216.3566622198403,224.098078598573,236.40107216383905,266.7008509264882
123,1995-09-07 10:16:51+00:00,241.67275228478223,277.7292242446292,234.03541759282206,203.750181184023,203.76484331541306,188.2780928450396,197.49042469983945,204.21335590117803,217.69660503347296,245.76018668462424
124,1995-09-23 10:16:03+00:00,272.16461446122537,303.24591596107206,261.6917758117268,239.60371137476,234.18610926978803,227.36904712448205,228.36798871881084,233.41920856749283,252.24196843974252,276.74524377593707
125,1995-11-26 10:14:19+00:00,255.21152849301615,284.69379510539267,245.26608783069108,227.8401971940918,217.6720702051577,210.59370786847498,211.64258537101318,226.42499685627843,232.1032448560748,262.4719998529748
126,1996-04-18 10:24:01+00:00,250.61600313202885,284.47488414211614,233.75987568393373,220.92810317469338,210.8146243036377,205.96239195803145,210.73242207084598,207.76272996305136,215.81164921729044,246.2647131383962
127,1996-06-05 10:26:47+00:00,254.73888268298413,281.5739236105996,240.82659662219598,222.50359646495448,217.78056846193937,206.65612424413595,214.09423737357548,222.04619681131467,230.35252616918916,254.59688567465628
128,1996-07-23 10:29:20+00:00,253.85436742875194,280.88876834937986,241.00535566276235,224.46902454689007,215.36621924814906,206.0825669024819,211.32932951705862,219.5949547941495,232.50944591711544,258.2467898960697
129,1996-08-08 10:30:11+00:00,245.5537223389861,271.75468166415766,233.45160016141574,215.98538020772148,207.82828421385585,201.8459188810254,204.39791325621354,212.11892905475725,224.7588439396866,253.4704154822045
130,1996-08-24 10:31:00+00:00,225.1959365664932,,,,,,,,,
131,1996-09-25 10:32:47+00:00,295.53866619863356,,218.46787628459504,194.95886873395523,190.92891050210403,181.46232077738273,181.35166025259926,194.23375495779118,209.0436222678194,230.84565033380724
132,1996-10-27 10:34:25+00:00,248.89319241448058,279.59044166237834,233.6610947910396,216.41991279075484,206.54240360609566,196.55713808131287,208.68839974791314,215.17003662674546,227.3379177674509,253.58328850117664
133,1996-11-28 10:35:56+00:00,250.54619169368573,283.94464090052077,240.45190821155646,219.38743743529983,216.40812061147756,202.32138616176377,213.85385342933725,217.85514877840956,229.97924400988973,260.67424988359915
134,1996-12-30 10:37:27+00:00,237.22976258947017,264.9119403959601,223.92766576244458,207.3591461131997,205.65502518936944,190.42295316048026,201.9609930224224,207.28273712199098,213.28883209080135,254.50557189745808
135,1997-01-31 10:38:55+00:00,,,,208.05161537869117,194.89948204662687,189.8975242940713,189.32017602147482,198.60595033764145,204.0088742775874,235.05793022171315
136,1997-03-04 10:40:16+00:00,222.9406365412876,260.77333774897784,213.77491211887968,195.38788740161723,184.6874236480972,183.56052884592134,187.72840058142282,201.8475136060827,208.53060457704018,238.28633944571584
137,1997-04-21 10:42:02+00:00,235.93810597876697,275.59622868757924,207.6067065699806,,,,,228.05911312977082,216.23495540596127,273.7629633070256
138,1997-06-08 10:43:43+00:00,246.19869240172474,276.59214330677077,231.40558844904984,216.92230515027597,207.70294675724227,200.40687386787744,201.89896217554048,215.2743908672898,226.3735660136781,261.0587625059311
139,1997-06-24 10:44:16+00:00,249.6070073150293,283.3580566044011,243.41992837836733,223.16332745301497,221.59995985208013,215.3985932683854,222.24027886967318,231.75212797694064,236.3569633000508,270.3657040691945
140,1997-07-10 10:44:49+00:00,247.8134843973466,280.50494654611515,236.9490419792403,218.03598456230515,216.28687519142946,205.4530961220774,216.21751061098507,225.3425134871083,231.35042026526622,261.3222163581359
141,1997-07-26 10:45:22+00:00,248.53568063191943,279.932489747114,242.15679690458353,221.2513777948384,217.07056806714436,213.57086091288463,215.6794157886419,228.7237731811196,237.3641127851832,266.19475868140523
142,1997-08-11 10:45:53+00:00,251.83988607841096,281.3212941831871,242.70209714554758,224.30488375420828,219.2646651533703,215.303099640683,215.42668252359852,229.9305354496355,234.72069119857971,267.80703731610663
143,1997-09-12 10:46:50+00:00,249.20412268159862,273.93464987899256,234.3683371998423,218.48045098808967,209.79708783635556,202.34791303999918,202.4446560057728,214.13550979584298,224.01106889199082,252.63983789195572
