,dates,MRMG_1,MRMG_2,MRMG_3,MRMG_4,MRMG_5,MRMG_6,MRMG_7,MRMG_8,MRMG_9,MRMG_10
28,1986-06-03 10:32:51+00:00,179.12952285452204,219.11867622415437,180.6947280245265,136.8119075029232,120.44398703668661,101.22739183817922,85.35685986068437,94.85592193944697,128.5929398324771,179.6105799830561
29,1986-06-12 10:26:23+00:00,202.12884862104622,244.24363576976774,199.61276434031953,176.7823689170004,145.04684351113963,121.11855626232163,102.97203732990032,109.10008185424135,137.2214290091905,193.7282044019259
30,1986-06-28 10:25:52+00:00,188.47046063508992,237.46590306088854,190.93007905877977,148.53533356059944,124.90495864864333,118.13364653447681,98.56454232929941,105.51412767991485,132.0727121265985,184.53451880817622
31,1986-07-05 10:31:49+00:00,194.7747659989411,236.96115931984843,192.0851666540266,147.53547696036995,123.50850017534869,117.86912246730246,98.2982661331605,104.62870086475284,131.37560957190544,184.10633654512475
32,1986-07-21 10:31:16+00:00,198.98934329969705,233.2753552836953,185.48534310437796,149.72492983929675,128.88129260416852,116.53986522921727,99.84324609133661,113.85169777472775,135.64036968754166,185.52399627425592
33,1986-08-06 10:30:42+00:00,214.97294337694984,253.8128680832614,215.44477620774137,178.29062614474327,150.05589041584943,134.60992126269838,117.84253842675156,134.6325404943949,148.52654558812662,206.3422848410436
34,1986-08-15 10:24:11+00:00,,,,,,102.0943932719297,89.43251273343353,108.21967453898765,132.72166148937288,177.56968556695807
35,1986-08-22 10:30:06+00:00,205.50640145984977,242.5387786647365,203.76087379769893,181.59569157134058,139.11394152812676,128.34886908886037,110.26310168204132,124.69596492059117,146.98332127294157,199.77859910283598
36,1986-09-16 10:23:04+00:00,,,,,,,,,,
37,1986-09-23 10:29:02+00:00,203.58171510618465,244.45361623926303,209.56968277675327,175.2698260625042,141.91237999693396,124.07180823013158,109.57871893310816,,,
38,1986-10-09 10:28:31+00:00,211.95100503427366,249.25054164967824,205.83304416865673,170.3886623406377,140.34352257243245,119.52010423479783,112.71471821446255,116.87385734871357,140.9443114758289,195.27651525729044
39,1986-10-18 10:22:02+00:00,207.8701428256478,244.1190207546476,202.7890762680055,168.90080393632567,136.67780960735894,118.25370596328301,111.0462344783723,116.01145674884756,137.68121198486077,196.70111806418222
40,1986-11-26 10:26:58+00:00,179.36631009271545,223.65569040565413,178.4409867507298,147.5361732620687,127.13882979569337,111.63614900020467,94.20529409165219,105.15158738463393,131.72919370404168,177.3956401088936
41,1986-12-12 10:27:25+00:00,182.23970882067528,225.85711124155654,184.1193258493777,153.78296051034337,130.98045549828078,112.08428954743887,99.77605767805963,102.2750871481691,129.53178678430646,176.6573518618679
42,1987-03-18 10:30:42+00:00,173.47107964659952,217.2745734193682,177.93245635758586,147.72577398594308,125.81461362312255,106.5276102811346,105.84728782346139,114.3210841955125,138.02793771778704,186.6733717280063
43,1987-04-19 10:31:48+00:00,182.09881607718705,239.13503152357683,199.53394163223237,176.9511307316655,144.34661612726316,124.2794306319745,119.20005222677959,119.94320022211036,142.51171081273364,197.53517492590046
44,1987-05-05 10:32:16+00:00,178.64245349130377,211.87665978098053,172.01356662354684,151.87867826932157,128.0839425849523,117.92075954818695,108.29240244250744,111.56913525864744,134.37463664533686,183.48553285893829
45,1987-05-21 10:32:42+00:00,164.95030334919915,200.92095989026802,166.12378119285574,137.49098259939035,120.3275900440108,104.17592712660061,82.86390295552368,83.73594586466689,111.89623468374012,166.70428593630857
46,1987-06-06 10:33:06+00:00,177.8788231819081,214.45110563443913,175.4219736856989,147.770233955101,138.67877359451023,117.09036062914628,114.77435139820182,115.06673056106459,143.09201506744927,187.33787552189503
47,1987-07-24 10:34:06+00:00,178.5187389625377,214.978541748978,178.1992049571328,145.53393818738687,131.9923172829693,118.10405909680507,108.57195095293538,116.20397106127041,133.17226238657733,184.58280645456654
48,1987-08-09 10:34:36+00:00,185.86374657738182,221.6275561418421,184.55160392061782,150.61617515682485,142.6818092651004,116.45704965966252,117.50537477892324,117.82495458564827,135.79282158479757,192.7179919186904
49,1987-08-25 10:35:03+00:00,193.03813444571387,234.57492753753985,191.53220456582525,166.9798288527614,154.41763081729005,130.04210954683555,117.44477776721027,120.6867259929806,142.3776433924086,198.23211863742787
50,1987-09-10 10:35:28+00:00,191.63746059267947,218.80324103176218,173.64887882201748,146.94426894574875,133.71506391633892,132.2483103025828,122.18161612942626,141.02968828610045,144.18454870163905,192.54735691626593
51,1987-10-12 10:36:08+00:00,200.85290045129537,233.2902995045066,184.8402864082365,177.20495183891137,151.18403291243047,135.34772910284164,124.26985763296855,120.93003394644074,138.80817913416368,192.9329071985913
52,1987-11-13 10:36:46+00:00,174.96686315814532,211.54895747551834,179.78193142328666,144.48865048734828,139.62983686157375,123.02814438872795,110.94143008454773,114.49103325497092,129.12070639674587,184.0141969127942
53,1988-05-07 10:39:03+00:00,164.95024994038624,213.70276144343978,203.4431152088781,,110.26171347305116,119.74756019853282,102.26983682630282,111.7468566312967,131.61071554109506,185.38190117272785
54,1988-07-26 10:39:28+00:00,172.57529948203634,208.76459675250203,176.21820225724682,144.49090088561326,129.11064366327633,106.42919272091471,102.83286698855431,103.92389703053689,126.05572766009176,179.1091413947821
55,1988-08-11 10:39:26+00:00,193.39458881146635,225.06211202152338,180.0275873619981,150.17847418487526,132.76049659604286,116.56749528417534,104.23679053472097,114.08049060344489,133.34515847018258,181.64860018745424
56,1988-08-27 10:39:31+00:00,184.90384445391936,202.77736277648927,195.16971519990634,,122.34958222856264,109.58014915281248,103.73053791759892,105.19883683008182,127.67634099494592,184.99059303260884
57,1988-09-12 10:39:30+00:00,187.42584514242125,221.79202989566215,177.15136644951195,148.89580360867416,129.03238608286085,107.54255065559909,99.40892354593902,103.2549201542186,129.1802576138066,181.34940455699842
58,1988-09-28 10:39:21+00:00,188.4002509256236,218.4655829182011,173.50991082178365,153.0527988419822,139.27647004685033,119.41744361338904,104.76882710701967,111.84088387848504,139.41996795215354,182.88051438754832
59,1988-10-14 10:39:16+00:00,181.0438466249949,215.44220157098317,171.11810830587333,152.8367472801991,131.47710410071898,120.39605896742273,102.20624329368043,111.22736771209617,143.28771179411555,187.07772996121258
60,1988-11-15 10:39:19+00:00,185.85801804451307,228.0746361197535,171.35417157453466,151.6223893358817,135.46360419299936,117.58152590451719,113.09240697922321,116.8881478482117,137.94720200438206,192.79660057601566
61,1988-11-24 10:33:10+00:00,,,,,,,,,,
62,1988-12-01 10:39:18+00:00,171.53722099669625,212.33417193970422,155.7738292582355,139.9240919846922,119.41623368028317,110.60581003478114,101.09125913254697,103.76855012310565,122.2065144411031,170.11174730077232
63,1989-01-02 10:39:03+00:00,175.17062424979628,207.67641106527097,171.03407956113998,143.8771918473943,125.6483374051196,105.1918297103382,106.07656742874161,104.27294789230888,123.70485314826132,172.16057403893984
64,1989-01-18 10:38:47+00:00,166.2457754056237,215.58863251399558,164.8366169740576,146.1933331618381,123.69736738141799,118.90434261654791,107.44221420869704,102.74940334611307,129.21430993813,173.18510117626357
65,1989-02-03 10:38:47+00:00,183.5743740908712,210.93079339626104,163.3553333542557,145.30758761784574,122.0145589060624,109.42395468117354,101.23893528541686,98.1860747892242,128.5436173059841,174.75772284634635
66,1989-02-12 10:32:33+00:00,,,,130.27555513205115,115.45797448146367,101.75250216192828,97.19416173212267,94.99807265793108,127.0665783162068,171.29363092173506
67,1989-03-23 10:37:39+00:00,224.3356669665389,259.71473605674544,198.29904084350056,187.80822514775988,155.18238945340812,141.98877495612925,124.41773155812564,117.84543502263838,137.93405468283567,188.69663109129894
68,1989-04-17 10:31:34+00:00,,,,,,94.4786651878145,108.15267283252633,107.73763137674499,125.68903297902678,181.1479446051699
69,1989-05-10 10:37:22+00:00,209.6470268723829,245.87783820152936,203.384417625625,158.90675533825464,143.87913272177389,121.45403891145585,119.95098741295322,127.24584322671542,147.39305394367167,191.20947783018738
70,1989-06-04 10:30:47+00:00,198.70837120128027,242.806310877295,229.16825064978286,131.12733402615783,133.90861565413155,117.6989575516677,111.58760371882431,116.91380355326831,134.35802597193447,181.7804694865901
71,1989-06-11 10:36:46+00:00,187.79541581875918,215.60817941521424,182.15163998020512,155.9594334476185,134.22111744184463,117.33890465435795,127.06615836311407,123.582178483399,146.65414599933138,191.91590154619138
72,1989-06-27 10:36:28+00:00,174.15618880424282,202.8828408820533,169.62652180287745,142.62075518220598,125.08668245837228,104.31301131522747,106.37242174169012,110.54654445576092,134.38746602115103,182.587514370431
73,1989-07-06 10:30:06+00:00,,,,,143.05877185285254,141.825700748259,148.9845140051237,108.90528050596245,133.7512300736851,182.0749458584271
74,1989-07-22 10:29:47+00:00,,,,,158.97380553151572,142.76403380655404,104.40153257300241,112.23800060957467,129.3625264414647,184.3458369423176
75,1989-07-29 10:35:50+00:00,151.20959127432405,195.77270225333842,181.06300678122113,,104.98325470569063,100.87317062488913,,,115.79688661740343,163.31755955929052
76,1989-08-07 10:29:27+00:00,,,,,151.37557641798605,129.43934388787957,111.32826074156786,112.42062762741133,142.04666890182557,190.1156566728331
77,1989-09-08 10:28:42+00:00,,,,,113.83557154151097,107.56194192234621,101.69857930011692,104.03872653192902,124.03838434628531,169.66868754391527
78,1989-09-15 10:34:30+00:00,183.38522899808322,,,123.12540198710104,120.55732082742371,109.80029548679326,104.76983889211886,105.05899079994987,127.13488393614264,172.13459341287287
79,1989-09-24 10:28:17+00:00,,,,,,94.69271399076965,100.46820961206421,105.76576764403914,119.63951757314192,166.92909913242954
80,1989-10-10 10:27:58+00:00,,204.66999502203612,164.41393136269107,143.93980406725422,125.15122174349031,104.88748707149614,103.84404866175295,105.16890760378897,131.8475822332384,176.38278020668184
81,1989-11-11 10:26:56+00:00,,,,,,,,,,176.77617753292546
82,1989-11-27 10:26:30+00:00,,,,,,,,93.11707419753313,112.57734521389091,160.24779431742144
83,1990-01-14 10:25:02+00:00,,268.87741945474164,220.80338177589152,205.95892912883204,171.63446925201364,181.85749656516657,137.68806501454233,121.40177171005448,151.15202059393033,201.2442086405482
84,1990-01-30 10:24:34+00:00,,239.44354490291713,216.93066556972374,176.12090381711084,144.19415233003554,147.05177113533523,116.69594344889727,110.3789757766095,132.43053623320887,184.09968386974163
85,1990-02-15 10:24:03+00:00,208.17552191283983,255.62492061461109,207.62063249958283,171.3151677799981,161.91013763089782,133.97786565583303,117.85517510014296,112.14735343633862,132.2525227014972,181.68782140930875
86,1990-02-22 10:30:02+00:00,177.2698556056929,211.01869659887848,184.07701252593273,139.9593218879408,,,85.58075632957505,107.31281432264618,,
87,1990-03-10 10:29:26+00:00,181.22447928303313,212.30828229412322,191.00574563096683,,,,82.95740565266368,94.09399921475833,127.38147986852785,175.90232443725654
88,1990-03-26 10:28:57+00:00,202.054183391166,236.34420507633976,200.08472444334137,149.35959577214413,142.44475941625748,123.8108017037005,118.70304163402734,113.00570810749164,134.34793502095752,192.34073357660017
89,1990-04-11 10:28:56+00:00,226.03428194219978,247.82552920823264,222.89709135122564,148.13675174084665,143.3483838502707,122.42176739721394,107.50356391618331,120.74036444019535,139.7635938643707,189.57383958233356
90,1990-05-22 10:22:46+00:00,,,,,,,,,,
91,1990-05-29 10:28:54+00:00,197.69822055147807,248.75301628727536,202.35224233998184,152.6514062984987,141.8267545698844,128.0881869350143,127.38221181392782,120.96129940487647,141.30257724035678,189.53846527754393
92,1990-06-23 10:22:43+00:00,,,,,,,,,,
93,1990-06-30 10:28:53+00:00,186.63487403672173,228.27910111676175,188.93827356588352,144.26056968950098,126.9960377523562,108.81553548861139,102.73735701097391,115.66396162622812,134.526683203665,187.16257281372444
94,1990-07-09 10:22:41+00:00,,,,,,,,,,
95,1990-07-16 10:28:50+00:00,189.20449027669824,229.19922219395647,174.29863907707835,134.13439118689985,134.79336987123452,117.75980534931671,105.69849264566092,106.27279234965036,130.26160679772255,184.76062827366397
96,1990-08-01 10:28:45+00:00,184.72547723189288,228.14596067938618,185.2620258926624,143.10338527629136,131.39240474939731,109.95002814325129,102.92198266931454,106.84964484459162,126.8367765420298,179.18032793270066
97,1990-08-17 10:28:41+00:00,182.8788699427435,222.33345149516418,181.23506024390332,140.98344984154804,126.08062969398868,107.17209035063107,99.39770553890394,108.95631697052539,126.6116592431762,177.27765161187654
98,1990-09-02 10:28:34+00:00,186.37895251604382,226.90613210965353,188.75400837138034,143.16389114863915,131.21658587306592,110.79935599685875,111.65352078734328,112.87428120139151,135.1813246410575,183.10655146184288
99,1990-09-18 10:28:33+00:00,182.53355036238702,238.6322192011883,179.241394740327,137.9134076039265,123.95962960387946,105.442911548798,105.13797217989674,101.13456699563328,121.51650880058205,174.98914108704105
100,1990-09-27 10:22:16+00:00,,,,,,,,,124.37264030761199,171.25081138799635
101,1990-10-13 10:22:10+00:00,,,,,,,,135.62270616292028,119.14585687692788,
102,1990-12-07 10:28:00+00:00,186.49905870555872,222.75194002666154,177.78319829372236,142.942686881444,123.61907039966496,112.17312506207708,105.94270800503227,107.60970996724848,138.01605323893222,189.8663264109162
103,1991-01-24 10:29:14+00:00,198.76929252178542,248.19175310647321,193.74756802165234,143.6615725427159,126.31235940114342,122.80119370077261,107.97542642204229,108.92100733684049,126.15496745571073,180.09368414493784
104,1991-05-25 10:25:10+00:00,,,,,,,,,,
105,1991-06-17 10:31:37+00:00,206.62812415753046,246.2752640291369,193.18327952076666,146.2356007170765,146.67536322222833,124.5729725915671,101.8430206839322,102.0450433716025,124.55891259823188,185.71179959269247
106,1991-06-26 10:25:37+00:00,,,,,,,,,142.39544466422745,183.85146104706317
107,1991-07-28 10:26:01+00:00,,,,,,,,98.26709282534756,123.78550544282587,175.39268428774716
108,1991-08-04 10:32:13+00:00,207.4425956921462,247.90529078248625,201.1047794780494,156.29798361689427,142.80458166329993,122.02090208875379,108.84809311915863,108.64782379784947,132.5544402090744,191.90323669631374
109,1991-09-14 10:26:26+00:00,,,,,,,,,,
110,1991-10-07 10:32:46+00:00,190.71292112877504,230.48375325310099,175.51851582110717,144.07492009130536,122.31367434270551,104.19200201933587,92.25310023135893,96.61492829683726,121.43516913360891,170.8389576793679
111,1991-10-23 10:32:52+00:00,197.6707403093298,241.669533202736,185.22870084886966,146.4206630227975,130.68303592466708,108.95329503434716,97.9892644888148,97.11800598298723,122.42382200877711,181.22393360549705
112,1991-11-08 10:32:54+00:00,201.17033755581627,245.10840215030692,194.89585730033878,162.65372382635064,150.34078266217404,125.75770252022613,110.54538213270554,118.12566488948984,137.59649696485775,191.9652996311711
113,1991-11-17 10:26:45+00:00,,,,,,,,,,
114,1991-12-19 10:26:53+00:00,,,,,,,,,126.76964163834913,174.90062148646717
115,1991-12-26 10:33:05+00:00,190.63763349689165,236.03345041246627,182.425357563675,141.2502024735264,121.47606118096746,111.94328606121945,89.54665113682167,99.43595578064858,117.00615564869021,170.79956563159737
116,1992-01-11 10:32:58+00:00,183.12098466682397,223.76746929426469,158.14368025064311,108.36043659498188,100.57194182505877,30.4729158114758,56.676912302053104,62.17745675974623,86.45542974267357,143.82992042655067
117,1992-01-20 10:26:49+00:00,,,,,,,,,,
118,1992-01-27 10:33:02+00:00,194.49490439375649,235.31571469191852,193.06814860389778,155.0636959827159,135.45818943372103,114.7741313172286,101.06934956296392,113.44580780900512,127.66627206619887,184.30149779800618
119,1992-02-05 10:26:47+00:00,,,,,,,,,,
120,1992-02-21 10:26:41+00:00,,,,,,,,,,
121,1992-03-24 10:26:41+00:00,,,178.008441728388,161.2209071984468,,102.66054732776902,102.91815974439058,111.42450722702213,133.51034001031354,190.4872400989267
122,1992-04-09 10:26:32+00:00,,,,139.98336109375396,128.19015722526956,110.06029999699739,107.78751181537564,109.79140840744539,128.59358980230724,191.3580701434887
123,1992-04-16 10:32:43+00:00,201.571740428672,245.93815955187108,191.2943098031208,164.70961835795353,136.0124455823946,122.66279270726034,106.20681070636988,125.68411131920628,147.96607602222008,203.41523804435846
124,1992-04-25 10:26:23+00:00,,,,142.53897458220754,137.63457198479915,,98.60145540752924,106.85520156689464,134.57058346480957,191.96120496081843
125,1992-05-02 10:32:33+00:00,219.91469922837038,257.15503682167855,206.74948190091516,162.5218776821873,148.5803876847951,129.29298042077318,118.95820337171787,122.37018835730701,146.42636277703085,207.0143974754605
126,1992-05-11 10:26:17+00:00,,222.29466554039934,186.30026531772296,142.90108303226003,119.778351154196,105.7351384794313,96.65303012104862,100.42195237074867,116.06078030531228,179.738095912392
127,1992-06-19 10:32:01+00:00,202.29639280286807,244.9563394652581,203.82197301690329,166.9522847225457,136.26410152843312,120.27721203509574,114.1001849816594,121.15032478374883,142.1743468607207,202.7910427477649
128,1992-06-28 10:25:46+00:00,,222.51026378629436,200.60774760441166,156.63699082337587,129.45165664109808,114.72730858141435,105.91748798624221,112.13863711629921,127.64166553265879,189.66026663472948
129,1992-07-05 10:31:51+00:00,196.8749931317005,236.15707904470915,199.07512589702503,159.73380749753557,140.46197093879775,117.65122314755632,117.46417004285111,126.31625813125353,143.532152803463,203.71065008150714
130,1992-07-14 10:25:34+00:00,,228.28210857922446,188.9452862367478,150.27440148881738,122.77294662816396,109.51854516770669,93.00309725766662,106.06824111897271,120.78203427180702,180.29683002925393
131,1992-07-21 10:31:39+00:00,211.3831120620292,251.90945362725202,199.74299371344145,159.96732418891162,143.6952143090149,125.2610860999589,107.58252492933987,117.33929619702296,129.75461399122298,200.50068070376562
132,1992-07-30 10:25:22+00:00,,,163.5276121343653,149.2066548341562,121.9677560894628,118.3550757673823,97.32884431403055,102.39421513898832,122.30733146359074,181.5666801712191
133,1992-08-06 10:31:28+00:00,199.38605191767994,237.22177347261052,192.07173210185707,147.399346340647,131.8950316576408,111.76630612680661,103.92880349355225,108.43949871658664,124.36465307418675,194.41030295239352
134,1992-08-15 10:25:07+00:00,,,,,135.86257181956057,137.71055108810066,118.75121194510245,123.44548057372728,139.8434448720937,201.53627857824273
135,1992-08-22 10:31:10+00:00,196.24471172660498,244.14625385060904,196.14387239819766,156.11937416593878,129.8846162736348,115.38647693097765,106.00503183432183,111.93353725904291,128.5646207711392,187.1841142832785
136,1992-09-07 10:30:57+00:00,200.23844616656532,237.15506831453962,201.78002308941205,163.68693426838138,133.34216559602862,118.52229557959998,113.23604709893553,122.3274391319064,135.51867181002345,198.49106296784106
137,1992-09-16 10:24:38+00:00,,,,,118.68075787581476,122.14845238849693,121.21420052900123,,,
138,1992-09-23 10:30:40+00:00,199.6184506279269,245.55606074070238,194.01086602808124,153.78694716051496,127.50899101829148,119.3441490947542,108.10815507028914,111.15650391425046,122.83437187066335,180.1178478944684
139,1992-10-02 10:24:16+00:00,,,,,,,,,133.34689803328803,186.41820390216319
140,1992-10-25 10:30:08+00:00,202.17309004854235,235.14054101325866,185.44819701045918,150.97138877056204,135.93327166973512,119.48753850981518,103.48861438941411,107.19594959760192,133.35175154643792,193.5717161776542
141,1992-11-26 10:29:47+00:00,226.11442937368378,244.21677028964476,212.28403496063333,166.77413988638386,149.08623247667026,152.82400325661953,132.70823970185404,122.39042042580897,137.59925084927215,198.19910799150946
142,1992-12-12 10:30:01+00:00,203.4863889996871,244.52582769672367,209.016497918581,168.0299259760409,142.4005323631774,129.9896485929861,117.13171506657334,127.69415935191758,136.39337945194268,199.54727521679376
143,1992-12-28 10:30:09+00:00,185.94878358396298,218.89318948773374,179.6032259630418,146.5211252350847,121.73704590599003,105.87333100525245,92.03565185285709,110.58769175106644,126.07623378164526,186.9533671188371
144,1993-03-02 10:30:48+00:00,208.44741813960087,247.21397305476165,199.263143475523,163.04112846316258,143.52275222190082,126.85009550534795,105.80994534727267,114.77375283631028,123.51914406764197,191.93689030287678
145,1993-04-03 10:30:58+00:00,195.8726580224287,242.73775866785056,193.69282687183468,160.28839714345514,133.8227406589613,122.77472155135406,109.49262374505234,112.27141191759563,125.90756829194507,183.4244790480289
146,1993-04-19 10:31:07+00:00,194.03349063502708,224.88050468429498,183.04628810534788,151.1573750537683,125.31148721782296,103.49984867738617,91.50702456750545,105.59843197702631,118.2044418054292,176.2228105460698
147,1993-05-21 10:31:13+00:00,210.64013708738554,251.61627851435097,212.47730920051197,176.72184330913655,144.17509060479702,133.40814987772995,124.67168042578439,127.81926057675219,140.52072327154713,198.31541077905763
148,1993-05-30 10:25:05+00:00,,,,,,,,,,
149,1993-06-22 10:31:12+00:00,,,170.10890035057884,160.46953391310285,148.11151587635135,132.1691362573104,132.08140087149405,125.49333649224998,133.93149550455757,206.95800752499738
150,1993-07-08 10:31:08+00:00,212.11267979868995,252.3018134934512,197.1597989908952,160.33690456647224,147.36987616319516,131.70990138024104,131.61002806551642,128.76094559490187,141.13993186642674,204.41062392321155
151,1993-08-09 10:31:08+00:00,203.1002441963238,242.2842462747158,200.91856991666558,159.00571679263797,135.20738457829316,121.93760520380035,117.25440397779309,135.59627239174603,138.63853582235868,208.15987049538992
152,1993-09-10 10:31:04+00:00,202.03359874377722,238.5698632898806,190.5987560678374,152.3360833233892,132.95315524895958,120.55818243062794,106.95128421816719,118.5995543139339,134.7818733604431,196.02575244290415
153,1993-09-26 10:31:01+00:00,197.71819561393136,258.927429518558,,,126.83661731650584,,,117.50874693173596,128.88765001327673,181.80238589371334
154,1993-10-28 10:30:51+00:00,203.1747195450455,235.54847120773525,184.3081417144679,166.7429637783923,129.6873567813434,120.0726293082775,108.53930613053603,119.87587203988554,139.28038957826826,187.309597334885
155,1994-02-01 10:29:56+00:00,203.0910678399609,240.72267509613107,193.35810565376755,149.414189878647,132.9002502687579,134.763536988499,130.23639646930764,118.03242022643784,128.3816362870698,199.1194338967272
156,1994-03-14 10:23:11+00:00,,,,,,,,,,
157,1994-03-21 10:29:16+00:00,203.59121303564143,234.975670078004,197.4607648346449,172.20071932709448,136.94817478145694,128.56740353418257,114.3757666079236,125.76790503250136,139.73136950995303,205.54879646195744
158,1994-04-06 10:28:59+00:00,205.8841349400764,238.52940280097508,199.03612236063236,169.81655950700627,141.28683167541965,134.10480347506174,120.93782352358397,119.82108677302043,139.63026298422753,203.81265905566138
159,1994-04-15 10:22:36+00:00,,,,,,,,,158.67413916453745,201.7086440667386
160,1994-05-01 10:22:20+00:00,,,,,,,95.95943875242102,112.08309537891552,,188.6105281015555
161,1994-05-08 10:28:22+00:00,201.46655745691635,234.38209844069524,199.69443767508992,172.2559442272605,138.0684557272218,120.11843753341618,120.26362056485554,120.71600145277978,142.71467558385422,205.4402736349998
