,dates,ATMC_1,ATMC_2,ATMC_3,ATMC_4,ATMC_5,ATMC_6,ATMC_7,ATMC_8,ATMC_9,ATMC_10
47,1988-12-08 10:44:57+00:00,153.814484027268,145.709099659338,,123.999330191046,92.8510032298572,116.399645618273,108.274401726344,139.157190606375,129.129012606568,128.967961697594
48,1989-05-01 10:43:18+00:00,,,,,82.1339204657508,115.153569589458,104.291112868053,135.061728969734,127.263887354098,121.858344268937
49,1989-05-17 10:42:58+00:00,,,,,91.4205178472659,116.252319041345,119.622849397137,144.717996897307,135.507265409444,137.194024640152
50,1989-08-05 10:41:27+00:00,,,,,,,,,,
51,1989-08-21 10:41:05+00:00,146.003987486753,153.356946110413,,124.342253810581,91.9433345314115,113.060426512709,119.687162447738,148.137269364417,138.92600924245,141.413208671518
52,1989-09-06 10:40:44+00:00,154.343755881656,158.336089425736,,129.413536793887,92.7350939291582,116.149231765149,119.468226900873,145.476651274726,138.409423174464,139.181479405397
53,1989-09-22 10:40:13+00:00,151.72109410364,149.719536455951,,131.034682306519,80.5059704762494,112.580020262467,111.460695583483,144.117992358985,135.909126685248,126.752158783554
54,1989-10-08 10:40:02+00:00,,,,,,,109.354378784166,144.338192646631,135.206500091866,133.084354566153
55,1989-11-09 10:38:59+00:00,144.138963842728,147.002430163358,,126.006696208835,76.9536824778201,104.801190380816,110.154004052962,135.742085227463,134.233465764317,123.653525065765
56,1990-01-28 10:36:35+00:00,130.913072902702,153.673139977763,,138.629910793286,108.986867742612,113.304239829027,113.76600375342,150.006897869763,132.279854815731,128.202967101703
57,1990-03-01 10:35:33+00:00,121.065307436231,140.550787559054,,118.35769622188,83.1221266359707,110.396877631439,104.223221154981,150.17387453407,127.99871921628,127.541033781256
58,1990-03-17 10:35:01+00:00,135.991195071572,142.049461881869,,121.434634385495,97.9929112423418,120.365481623031,114.389608955203,156.327278169013,134.089752988163,132.411310678459
59,1990-04-18 10:34:45+00:00,142.794736188018,157.332607680322,,132.116895710284,100.749905530003,,115.264147414703,163.50111807614,133.986667787542,143.193775243439
60,1990-05-04 10:34:39+00:00,,,,121.403745753802,95.2450944408802,114.223517499471,102.249465831939,149.937474379786,120.316209991795,127.132537255044
61,1990-06-05 10:34:42+00:00,119.497027822618,145.08663674714,,116.560659625954,95.5008618808689,112.715676492658,115.529568707217,150.290793463667,123.347508900801,131.129556435509
62,1990-07-07 10:34:38+00:00,,,,130.078480755134,99.3443864403114,,117.610268229076,160.075696966999,132.696567781544,138.930861168707
63,1990-07-23 10:34:34+00:00,,,,132.401887275618,,,,164.029125127911,137.614896330384,136.407547791517
64,1990-08-08 10:34:30+00:00,,,,135.558245422255,98.313955035267,,114.483976900739,159.444954762031,135.152652982918,143.084901997019
65,1990-08-24 10:34:24+00:00,,,,,,,,,,
66,1990-09-09 10:34:20+00:00,126.403457619334,155.67085533416,,134.899815267218,95.7908801964606,120.728477638142,117.174221218949,158.281754041784,136.268395891825,144.065898544069
67,1990-09-25 10:34:16+00:00,,159.638268859649,,128.42239216151,100.622726384843,115.683258498812,118.369079049015,155.480652865613,131.305625507262,136.857389422511
68,1990-10-11 10:34:09+00:00,,,151.609015203509,116.532772399381,86.7101741211058,112.431521285684,100.72849013053,151.97652610623,129.436823896826,131.640524308856
69,1990-11-12 10:34:02+00:00,119.785436954877,132.452154123037,162.486945743478,112.526782637916,88.4437186048939,95.2804550015572,97.1888273317763,133.406123219279,120.122954448512,125.006447609827
70,1990-11-28 10:33:47+00:00,116.063551386767,133.477136699045,,117.026892251285,93.3814254431902,113.821432141881,117.577439628223,150.079160938481,125.278761652579,128.914443083012
71,1991-01-15 10:34:46+00:00,132.281748201344,145.420761659246,,121.732740582723,86.0740567537264,103.137616057298,110.643719978183,141.81363947433,133.343629761095,136.169444945204
72,1991-05-07 10:36:51+00:00,136.199065507377,155.778982035805,,142.119355307764,103.43173803533,,,168.769317951132,152.048275840188,143.722088495822
73,1991-05-23 10:37:05+00:00,,,,,,,,,,
74,1991-06-08 10:37:19+00:00,121.190110141207,146.14247001755,154.758488541995,137.132664027617,90.1461287796183,,,157.150442629565,141.413624120386,135.389415698888
75,1991-06-24 10:37:33+00:00,129.405146251819,158.469071553327,,,105.178731586868,,,159.178197028511,146.865255508407,133.160535429991
76,1991-07-26 10:37:59+00:00,,172.462274753896,,,126.573169671048,,,174.205893562127,155.119952574662,147.887616219351
77,1991-08-11 10:38:02+00:00,130.545966388968,154.915108693204,,,109.800565512184,,,172.767370302666,152.123121731565,144.316106194195
78,1991-12-01 10:38:56+00:00,,,,,,,106.0245302698,,,
79,1992-01-02 10:38:47+00:00,131.747030332568,128.857914366902,158.735544244532,113.243163538302,94.1723033518062,118.433245604117,120.061207261157,146.867989105139,136.41619597123,127.931120518728
80,1992-01-18 10:38:46+00:00,120.15989646476,133.786430362895,160.163952629033,110.068029489949,92.8006194375016,112.131761391423,120.393626310822,143.432902166823,119.880711497924,122.297294780712
81,1992-02-03 10:38:48+00:00,129.649943041985,144.535446899255,,133.108576228815,104.070901600336,,,165.492788510406,145.981559857804,141.29919501813
82,1992-02-19 10:38:39+00:00,133.360933664556,159.522546639041,,,114.212334647293,,,158.054887771489,140.39577884768,132.798804756639
83,1992-03-22 10:38:41+00:00,132.368714850695,150.011284183631,,,116.654610316711,,,166.63618880101,144.258638876623,142.177460184215
84,1992-04-23 10:38:23+00:00,131.882051212422,159.660862688527,,139.81576996166,109.215328631766,,123.718783652102,160.375484806093,133.422800677464,127.792339496326
85,1992-05-09 10:38:14+00:00,,,,,,,,151.645324402279,127.56993705617,125.209194929769
86,1992-05-25 10:38:06+00:00,,,,,,,,,,
87,1992-06-10 10:37:57+00:00,117.408525065436,155.169325449791,,134.940604619981,93.3095506458424,117.384542860258,115.086220735455,139.78156285194,128.106948326473,132.449114055636
88,1992-06-26 10:37:45+00:00,,157.390706978954,,141.070832804319,109.775773076959,,123.865268865033,155.256510923306,127.90243250448,122.638304942803
89,1992-07-12 10:37:33+00:00,120.913236968561,151.885484377774,,140.45653537757,101.389869669346,,,162.769997517366,147.683543713188,137.553518488657
90,1992-07-28 10:37:21+00:00,,,,,,,,148.216536313436,122.944679896218,119.704918117685
91,1992-08-13 10:37:07+00:00,,,,,119.229363378434,,,177.693971753106,146.513656043047,142.538318118247
92,1992-09-14 10:36:38+00:00,,,,142.310154403745,103.414781174901,,,158.210905186387,146.63249096537,141.765115620029
93,1992-09-30 10:36:17+00:00,117.72506504363,,,126.457618789917,93.1891599032677,,,,,
94,1992-11-17 10:35:32+00:00,118.987804398111,147.652525339081,,128.684469599067,92.0500529228083,116.609273388418,118.888522104353,149.753842499406,134.162764623349,130.692319084813
95,1993-02-05 10:36:23+00:00,125.553958484762,154.650351436759,,,109.962241008208,,119.802484865844,140.545453557931,130.430951111741,129.087425020005
96,1993-02-21 10:36:28+00:00,139.781359790357,169.925072655172,,141.417718369112,115.457932040617,,,155.627062596205,146.823432642839,146.244560381898
97,1993-04-10 10:36:48+00:00,,,,,,,118.67077560229,151.060592294683,133.408393749269,133.957209354515
98,1993-05-28 10:37:02+00:00,132.357297259562,144.387399795892,,114.665271571155,88.6967127847023,103.582095554935,113.727851155196,133.36412897223,118.067181345977,120.190029930781
99,1993-06-29 10:36:56+00:00,,,,123.74521644427,,,,,,
100,1993-07-15 10:36:55+00:00,132.740301495141,161.658385366097,,,,,,155.287793730347,134.781236917757,136.208781241443
101,1993-07-31 10:36:54+00:00,,,,132.625036866699,106.453402232304,119.225653682869,123.966319319254,150.787586454543,131.801676501675,136.581558795003
102,1993-08-16 10:36:55+00:00,122.74158707242,160.130257450034,,142.262018074405,101.878477880078,,,155.263952787516,146.020915460122,144.743039623951
103,1993-10-03 10:36:46+00:00,145.618558204182,,,,112.218743494571,,,161.151673150445,147.780583868452,147.740469618085
104,1993-10-19 10:36:40+00:00,,164.484678073607,,145.167681084615,120.518501919687,,,167.185032927944,160.802334060923,158.380521307659
105,1993-11-04 10:36:34+00:00,140.321066310794,152.007634216748,,118.779461504014,99.0668831707072,112.026257245745,111.480046241117,138.552978336345,124.588088147506,128.034725014164
106,1994-01-23 10:35:47+00:00,123.825600024258,150.880025636712,,138.936785173601,100.194655427369,,,149.398082827354,145.009193845196,143.68693371593
107,1994-02-08 10:35:38+00:00,122.306201814865,151.338978067939,,127.902951998303,90.9162540143262,109.058463967076,117.109338253835,137.718626892161,128.515107193887,124.818075970974
108,1994-03-12 10:35:10+00:00,122.379343497166,158.912095270365,,136.305947416076,109.972928914828,,,157.687516086052,145.991959494802,141.086719085276
109,1994-05-15 10:34:01+00:00,124.757455987916,148.514656928222,,127.519854174384,82.7459956646604,90.2170696118515,,,,
110,1994-05-31 10:33:45+00:00,126.508018952418,158.316663869218,,141.693153209063,104.212547716283,,121.299685894288,161.955052778531,130.556945686559,129.897309248772
111,1994-06-16 10:33:25+00:00,125.476594842305,156.764453255406,,134.519578468972,104.206275427361,117.026378530151,116.464861281715,150.316872317434,127.743206263731,120.253077224715
112,1994-07-02 10:33:01+00:00,134.695291008526,163.312865703984,,,98.1213610160291,,,154.476888020149,131.630148793791,124.345200714057
113,1994-08-19 10:31:44+00:00,,,,,93.5551149738412,118.559321487008,118.960429996757,150.131221004827,129.427340452479,131.864492284923
114,1994-09-20 10:30:55+00:00,134.072809473421,162.0555896204,,144.535206211186,105.542775450543,,,158.596226435795,148.533830132486,150.841999434378
115,1994-11-23 10:28:49+00:00,133.987507206958,146.72517939537,,134.265296927108,91.8820346584023,113.805376494862,114.11194515786,153.913312543474,128.476837828844,123.968464813423
116,1994-12-09 10:28:21+00:00,125.504521000264,146.617897677244,,126.079915564161,90.1914564929358,107.358332522555,109.566418476594,142.438644028299,119.903273420448,113.65733153768
117,1994-12-25 10:27:49+00:00,131.806235537016,164.282664556645,,133.054366374484,103.51215180142,,,158.286734644883,138.146245621794,144.41366686276
118,1995-01-10 10:27:16+00:00,131.108316174016,160.519739173642,,141.643349737698,99.5870813675075,118.986464493278,,148.552259357182,134.836401274982,141.446029945268
119,1995-03-15 10:24:44+00:00,133.985337086263,160.16041133391,,141.605991678636,102.216705980706,,,,143.546691198311,142.858577103915
120,1995-03-31 10:24:05+00:00,,,,,114.654782481714,,,165.058275067887,148.003903146415,142.582884583762
121,1995-06-19 10:20:31+00:00,143.475576887529,157.672754932293,,141.349328787059,102.815267269552,,,162.366111218491,146.69052583249,144.754129472635
122,1995-07-05 10:19:48+00:00,147.664404626917,,,142.335329300584,109.83754420693,,,163.292042342642,149.375297341167,141.532278498912
123,1995-07-21 10:19:04+00:00,,,,138.041674649337,96.3728860364501,123.510610995319,,,,127.255070271253
124,1995-08-06 10:18:20+00:00,,,,,,,,157.477881630669,144.514081773818,139.742821920226
125,1995-08-22 10:17:36+00:00,,,,,,,,,,
126,1995-09-07 10:16:51+00:00,130.139253825509,159.135839753972,,132.058595835418,92.2566351022868,112.666656187281,116.369721350362,146.8789980072,131.962037536854,124.525672367124
127,1995-09-23 10:16:03+00:00,,168.307514111236,,,108.609007626978,,,164.11943340976,152.449348389338,153.421004699142
128,1995-11-26 10:14:19+00:00,147.314805474143,157.320587787867,,132.084906831115,91.1753983726465,115.504323888116,118.263445246982,,132.718865892533,126.418411601993
129,1996-04-18 10:24:01+00:00,147.792314835594,156.965897835404,,,,,,,,
130,1996-06-05 10:26:47+00:00,153.20277637575,150.143105857189,,131.589294693523,101.078688822275,,,161.045283852203,142.6465496514,147.037477585685
131,1996-07-07 10:28:29+00:00,,,,124.898524128847,96.3203161697675,120.474366863949,121.818503714203,,,
132,1996-07-23 10:29:20+00:00,,,,,,,,,138.653477947045,136.813666127221
133,1996-08-08 10:30:11+00:00,130.388452568905,,,,101.122308961541,,,152.291129736058,142.912106692488,137.700376486359
134,1996-08-24 10:31:00+00:00,,,,,100.989650303368,,,152.307910534738,146.758350285732,
135,1996-09-09 10:31:55+00:00,131.04128001699,,,,,,,,,
136,1996-10-11 10:33:37+00:00,,,,,,,,,,
137,1996-10-27 10:34:25+00:00,145.177699708163,156.143748563638,,128.797758548568,92.6816914524019,117.526666790863,,153.365397427533,137.295413015614,131.321151564204
138,1996-11-28 10:35:56+00:00,144.705789416046,158.129653237834,,133.693814121016,95.422517395401,,,159.059630875287,148.015345870406,144.925347230317
139,1996-12-30 10:37:27+00:00,131.545378034514,144.239369537106,158.048964305147,120.014736790563,90.1687388392474,105.848878577495,110.038068738507,129.071422501069,120.793986122157,123.53902678402
140,1997-03-04 10:40:16+00:00,,,,,70.5409212848761,90.6103346860863,97.4790965887052,133.921173167351,120.585855505532,112.505501615473
141,1997-06-08 10:43:43+00:00,147.576687807345,155.03227199263,,132.225321328089,90.531835820569,108.742996321039,115.506263759278,140.135951836002,133.50827980655,122.927983382415
142,1997-06-24 10:44:16+00:00,,,,143.6669909167,108.917798973762,,,173.217822378299,158.468698626983,141.059389542033
143,1997-07-10 10:44:49+00:00,,,,,,,,156.427426779078,143.480302279199,
144,1997-07-26 10:45:22+00:00,,,,,,,123.368225792382,157.522587817633,146.189173118475,137.469868151805
145,1997-09-12 10:46:50+00:00,,,,,,119.775092444043,124.478627711036,148.505244111829,135.824315547346,133.076317406938
146,1997-09-28 10:47:18+00:00,123.533657940974,147.937970544556,,125.470640735659,95.4239974477526,116.766842136021,117.930438850881,151.528736405103,134.569727893531,132.053217592879
147,1997-10-14 10:47:43+00:00,128.440352709447,155.848582707583,,131.511967635427,92.3376520671551,113.196202116491,118.885030364005,153.888761914068,145.170141807174,137.781564308238
148,1997-10-30 10:48:10+00:00,143.223825751424,156.837691895322,,140.107716004662,96.7450154299978,109.355139642008,117.98573059021,151.501930590843,147.234436471254,131.931674532811
149,1997-11-15 10:48:33+00:00,132.590222059908,157.763373009048,,133.950412060463,97.041737284249,,,171.662180937803,151.675576527424,143.414073892174
150,1998-03-07 10:50:59+00:00,,133.323861906237,,,,,118.18533730929,148.664851872722,128.218896300157,130.521553686713
151,1998-03-23 10:51:13+00:00,,,,,,,117.473374266042,143.665941694196,124.802329125643,124.381769458679
152,1998-04-08 10:51:25+00:00,141.919649204223,154.322497708,,113.52946521228,80.3002060148957,94.7656068758643,,,,
153,1998-06-11 10:52:22+00:00,143.855974698913,160.425356199256,,134.155301873027,97.816029033995,121.332257568639,,147.780504639667,,
154,1998-06-27 10:52:32+00:00,140.125613884007,161.777911962312,,140.573237121309,109.859176906002,,,158.764212428863,156.901157002748,153.372844618271
155,1998-07-13 10:52:45+00:00,146.368007342609,165.483048176558,,,110.756883724465,,,161.044431422807,157.060690534876,147.713627534141
156,1998-07-29 10:52:51+00:00,,155.044462624913,,135.619803288029,111.153719568161,,,162.692011699579,154.394223557988,150.447115714221
157,1998-08-30 10:53:09+00:00,,,,,99.4166847501718,,,,,145.974487952243
158,1998-09-15 10:53:17+00:00,,,,128.995426322011,,,124.075864410683,148.546436601657,138.131517095272,137.15963696305
159,1998-10-17 10:53:20+00:00,105.069701614791,128.01613703596,151.89945372321,123.676066232402,84.6731447703533,113.933090086959,,141.104961636998,140.395520970555,141.887022247419
160,1998-11-18 10:53:33+00:00,,,,,,,,,,
161,1998-12-04 10:53:27+00:00,144.884180653767,158.66034383728,,129.721395893655,94.9943671706461,122.103886169868,123.086764767804,142.157370998413,143.755334967303,135.776912739753
162,1998-12-20 10:53:31+00:00,103.90248683921,,,,,,,,,
163,1999-03-26 10:53:19+00:00,143.882463305959,152.493621968908,,124.652171096974,109.627439151422,107.636974932748,118.391574755061,146.479912924545,137.062777088835,128.845452024899
164,1999-04-11 10:53:12+00:00,,,,129.260397689404,109.458646821013,109.501891139383,115.324887067243,148.681418848364,134.948658606549,130.773265951356
165,1999-05-13 10:53:03+00:00,133.733540852105,157.846363452287,,130.585868495929,99.814413767781,115.036465609143,120.548412499594,150.669301807859,138.036501689825,129.076570136007
166,1999-06-14 10:52:29+00:00,,,,,,,,150.741646190225,146.274784843089,132.535972796463
167,1999-06-30 10:52:18+00:00,137.778452414623,,,,112.375385058244,,,159.478471032784,153.505823593344,138.537230276774
168,1999-07-08 11:07:17+00:00,,,,,101.694303556281,114.68918810021,123.655283210406,144.084814024772,140.404503813871,131.069553965756
169,1999-07-16 10:52:13+00:00,148.607885156934,164.75732361136,,139.943128760771,117.302722178692,,,158.271494986676,147.875988896933,142.834322661108
170,1999-08-01 10:52:13+00:00,150.076870694633,164.207048527039,,143.930950140296,110.920141695618,,,158.83623834819,149.319508231455,138.136221023747
171,1999-08-09 11:07:25+00:00,123.18896821032,148.384183849131,157.511818723592,127.41844404989,89.7744151332508,97.9803883980154,107.478349346175,130.946451090121,124.16122401187,118.619149045543
172,1999-08-17 10:52:05+00:00,,,,,,,,153.193455681205,140.46112022778,134.891148482203
173,1999-09-02 10:51:40+00:00,,,,,,,,,141.239115264041,134.327146824438
174,1999-09-10 11:07:24+00:00,,,,,107.13311798826,,125.398458643088,149.016369531967,143.593948023555,133.557740257748
175,1999-10-04 10:51:06+00:00,128.532948083754,156.313401796304,,127.144873465285,104.892105505288,110.864207968147,113.229037871655,,,
176,1999-12-07 10:49:37+00:00,146.248092012885,154.226301764917,,133.463118050233,103.090684151534,,,151.771240605269,,
177,1999-12-15 11:07:28+00:00,,,,131.666262441647,99.6776293903037,110.183840943456,116.645990451444,144.533112761271,135.487818954598,120.978415754986
178,1999-12-31 11:07:18+00:00,134.644683747592,156.40114664784,,128.516716251798,102.356178536831,108.304655766918,119.169753173207,146.347941107252,134.401396824919,122.740539955464
179,2000-01-08 10:49:33+00:00,148.390803761156,159.466537101841,,134.830035328302,110.436771789301,109.990798798051,117.655144923557,146.635179735218,134.024826452465,124.96228530036
180,2000-01-16 11:07:19+00:00,138.940658293416,153.20154168638,,122.699999031174,108.518149707338,114.169279740501,119.51747793093,145.934418949063,134.598884479905,121.107249275406
181,2000-01-24 10:49:07+00:00,154.800688676307,167.900899651717,,138.683150088496,115.624214477397,120.948940376437,120.345268624392,151.672144057517,136.758944854778,124.259682362468
182,2000-03-04 11:07:07+00:00,140.178808929812,164.76267109945,,136.756076593282,117.335556881351,118.01030860515,124.458847262232,149.853886349061,138.537948277366,126.340601842208
183,2000-03-28 10:48:51+00:00,147.502857165278,160.806955772451,,134.328685403379,122.515745969656,,,153.735130027072,132.190208419434,129.023593564362
184,2000-05-15 10:50:17+00:00,128.040113684641,150.903187712982,,131.951444995809,112.538843188093,113.235739995302,112.79546947006,140.207197415673,120.951259200243,115.677907339839
185,2000-05-23 11:06:29+00:00,142.352616446966,162.948475575111,,,118.108340805456,123.576394822172,121.053694301924,148.430017820363,134.121277525373,132.353402277113
186,2000-06-08 11:06:21+00:00,,,,133.210645977931,119.364297290469,119.824363008635,122.978506332089,144.341069051309,121.524646503903,122.538743855984
187,2000-06-16 10:50:53+00:00,,,,141.522342085437,117.804773282965,,,148.549253305099,130.948595709408,124.570111457451
188,2000-06-24 11:06:16+00:00,,,,,,,,,130.002788579411,122.975709530923
189,2000-07-26 11:05:42+00:00,133.858722344463,,,,,,121.300256772871,142.894171604446,,
190,2000-08-11 11:05:36+00:00,,,,131.781576936708,113.695992114734,115.799957041672,114.19826212801,143.704450781578,123.524329895501,119.967469085758
191,2000-08-27 11:05:27+00:00,132.25141416995,155.99057525964,,135.396603518408,110.158097938214,118.759935460096,119.826656699029,145.693000118453,124.599561243093,119.221073610979
192,2000-09-04 10:52:36+00:00,143.646822262827,164.639994080809,,140.477224310195,121.137097960093,,,151.871426321693,133.12236948884,135.709358614912
193,2000-09-12 11:05:10+00:00,,,,136.809743034476,112.743770053312,114.012911741821,116.193488544457,144.016830904262,130.368097961111,121.849102040715
194,2000-10-22 10:53:11+00:00,130.653431824684,157.769333214832,,134.29242505008,107.573402556673,118.051251086283,119.483796797321,145.386649336459,123.02899229528,125.449445870185
195,2000-11-15 11:04:51+00:00,157.092620214885,172.680201704857,,,118.565170754553,,135.601519775777,156.920972794526,143.572127451064,147.704000089781
196,2000-12-01 11:04:52+00:00,142.629466351337,146.889484885016,,123.861314861029,90.6776153929643,95.6441752809606,106.148231731335,130.530973824213,113.080039597218,114.469135751953
197,2000-12-17 11:04:56+00:00,,,,,,94.1029919985965,104.288622349344,142.929483602291,121.208837784125,106.151382065156
198,2001-01-02 11:04:53+00:00,127.161258574168,134.1872372699,161.404520890804,109.994612427911,85.5877612538452,89.578767234812,101.697370735508,118.135499222828,106.380197453938,112.408252489683
199,2001-02-03 11:04:57+00:00,115.179685417402,137.297658379069,,,,,88.0660962118471,131.640086958474,,
200,2001-02-11 10:54:32+00:00,147.291942891341,159.071558100449,,139.944557936908,105.962284807041,121.262744708997,,149.113068942842,145.887251506122,134.026140619327
201,2001-02-27 10:54:39+00:00,136.014292322437,149.460619877446,,,,,,143.168748251194,134.510336640732,130.777300695829
202,2001-03-15 10:54:38+00:00,141.968012907463,155.633341745867,,143.067867628398,111.152838124736,113.678291255925,123.124781710663,137.220407601178,140.165139591757,127.820207400314
203,2001-03-23 11:04:42+00:00,133.321296648548,133.644015843901,,115.686060568292,80.1385105663444,83.7295501280216,90.7740566469727,117.103245440366,111.280990304994,97.7102728702625
204,2001-04-08 11:04:34+00:00,146.751971317146,155.179571934064,,140.379980200931,106.008252108741,116.813342971834,123.071009862204,145.262777932222,140.48271573568,126.375995573156
