,dates,CVMR_1,CVMR_2,CVMR_3,CVMR_4,CVMR_5,CVMR_6,CVMR_7,CVMR_8,CVMR_9,CVMR_10
34,1986-08-06 10:30:42+00:00,279.2254059232133,106.2113076788453,140.29364671074484,,,,256.374057131026,250.96921624870063,218.18085621651954,204.59546382192164
35,1986-08-22 10:30:06+00:00,272.2349189691244,121.98058467474311,143.89689089310653,,,,259.90010831459455,239.48714913859396,215.07850338427642,195.83984869237798
36,1986-09-23 10:29:02+00:00,263.4493494181008,119.3671956268432,148.85776896615585,80.3741963843334,55.96561988979799,,257.55088977087075,244.45963038540452,209.23031450417955,191.83021637953914
37,1986-10-09 10:28:31+00:00,272.35054698531957,126.45443837194463,131.012860626507,81.98431370107512,60.83754260923345,,259.20185614732407,243.70881425220728,210.62512962739154,193.62694003523694
38,1986-10-18 10:22:02+00:00,,,,,,,,,,167.71003709861859
39,1986-11-26 10:26:58+00:00,251.03846936362208,261.25901274631724,199.26608753961403,44.012426825800176,108.58321068030267,68.88668842376023,243.63747726997838,215.5397760331399,191.29047770456395,169.3402905806132
40,1986-12-12 10:27:25+00:00,249.40885454670502,260.99726454505935,142.07640045591026,101.01418434527102,92.390798842544,57.47307793282744,251.92097847368038,223.04544162939797,188.28234206043953,170.92131026351097
41,1987-03-18 10:30:42+00:00,256.1916427480126,141.93703710561547,158.2625681444841,126.11166922300114,103.21233091057877,70.395356761139,250.15834373007397,208.5895581448018,186.0355518350972,167.997384427855
42,1987-04-19 10:31:48+00:00,256.47955297165345,130.61164518508437,126.45006175314785,90.55357305909942,,,259.23225817400447,242.4184678966628,211.04627608824742,189.45310868020658
43,1987-05-05 10:32:16+00:00,241.03212569187542,142.35410196101873,133.411468184015,95.20623234847682,71.23350751509,,254.50015123765004,225.7698929343238,183.20931298493622,176.28457516388505
44,1987-05-21 10:32:42+00:00,222.45156123295362,246.4847045763928,175.62692910015153,125.43499995447776,116.81808232344167,79.28029167771057,237.74594413407996,195.13399256695095,168.23477279159113,159.74085770018462
45,1987-06-06 10:33:06+00:00,249.58003108418376,144.57280724302097,140.03009296341017,113.4108570192996,103.0049794493489,70.11649150404594,258.9079725649858,230.00654538469104,189.19818861607422,169.11609464342934
46,1987-07-24 10:34:06+00:00,247.96594840085905,135.70477855700943,142.82692829032658,72.49102612359007,59.00668041426388,,259.4880914921456,240.83123272376275,194.36791292613975,169.56610024109156
47,1987-08-09 10:34:36+00:00,258.66170787342253,130.2759650708402,141.42024899714346,,,,258.6423479381382,250.63200632866915,214.4681429531338,182.68724351436884
48,1987-08-25 10:35:03+00:00,251.06211563182518,135.2741606261144,146.38985882633867,,,,257.31408686832714,246.71998216566567,202.48611988916656,189.72793766558502
49,1987-09-10 10:35:28+00:00,252.26953861479132,128.28792112465467,149.56004495300277,,,,256.45576749045483,249.78704010215054,197.38155834001537,182.23408759423833
50,1987-10-12 10:36:08+00:00,255.23651477876479,133.76701911737132,134.23088760622397,,,,258.01685102735917,247.77716217202095,200.08123544288688,192.97359421674543
51,1987-11-13 10:36:46+00:00,229.0372635500436,256.4674527885184,159.19247850408595,100.00765276319143,72.39568091961016,,253.5068709535787,219.41287291252854,175.4472763978223,162.9969925456705
52,1988-07-26 10:39:28+00:00,,160.73803634954027,184.38360622490606,115.43882197324058,102.1202819577659,64.70336383950135,234.74490503813286,215.79861356024438,,
53,1988-08-11 10:39:26+00:00,226.74980638889326,258.24236124802127,142.87651010685812,,,,257.8947687559921,245.96309659354546,216.65258333492363,178.65929719482511
54,1988-09-12 10:39:30+00:00,229.60386118136427,251.49483042659983,142.00794434715255,116.98955932900047,,,247.17682990956965,227.680737891477,204.97387575966712,179.4735756091517
55,1988-09-28 10:39:21+00:00,243.48960583166934,265.6812901507741,137.32407351240266,85.07536306654899,60.38644714249348,,251.13780785653626,229.5269404574948,191.90892430084466,174.67067829976045
56,1988-10-14 10:39:16+00:00,229.48458853899135,247.70722339793588,145.42155056129644,113.12536525458091,,,249.4006315488826,215.6033453394029,180.79570207470726,171.76128367231232
57,1988-11-15 10:39:19+00:00,245.35527195479875,252.0204817676237,145.5915186060761,99.73996816564093,95.46536006530471,61.34229487109384,258.9074148235294,245.47681434395832,212.99959268811423,209.24057146029264
58,1988-12-01 10:39:18+00:00,215.3088485759293,200.80118665874033,233.74394201149087,169.07881609676764,107.84167659104546,72.14586437370014,244.23912812852603,225.63904346637102,197.13792489174165,173.37763753877567
59,1989-01-02 10:39:03+00:00,215.93046986608155,235.92942077994985,168.30494901001322,121.69320922217118,106.67470613497468,76.27899471543854,239.62661694378255,218.82328732513514,185.3880799119093,166.93327001692572
60,1989-01-18 10:38:47+00:00,213.20199376845255,242.52780974384257,172.59767272242422,118.34879145715341,73.85257279890244,,229.30887733201934,213.3208742037172,176.2718423403902,170.1728284414726
61,1989-02-03 10:38:47+00:00,219.81892604876862,238.72810119188213,170.71898912619272,106.27235504995649,70.47236448058608,,247.66131363322808,219.62057985629093,186.40419215092723,175.70095909132033
62,1989-03-23 10:37:39+00:00,235.83238799358583,263.69406885779233,153.1205759816816,,,,249.0081036425763,236.11278131019697,218.59541117553226,212.32291458667177
63,1989-05-10 10:37:22+00:00,225.72076779561922,251.73076307889167,128.5241675097395,81.07942411226095,58.88286721696319,,242.68858449814525,227.13957237773144,208.03236661401615,207.52797528430062
64,1989-06-04 10:30:47+00:00,,,,,,,,,,
65,1989-06-11 10:36:46+00:00,224.3098058584725,250.73070404729538,145.71783252162177,90.72159330849445,65.59724576870744,,233.7685434215428,216.4889528045767,208.8872493305703,201.94026709279345
66,1989-06-27 10:36:28+00:00,218.0567086231425,234.88955482827237,161.94112781397763,114.50245305449386,97.93648983686433,70.63075539331959,235.57108455513435,206.48239410269946,187.19058588914385,189.90806260063593
67,1990-01-30 10:24:34+00:00,,,,,,,,191.33494218829608,204.21808615923243,196.87746372256066
68,1990-02-15 10:24:03+00:00,,,,,,,241.73398015262558,224.08312539660034,185.31939950331446,205.88924096949194
69,1990-02-22 10:30:02+00:00,194.82408101118466,178.19858275839857,153.21133227294678,97.07183927565552,65.30505779186885,,233.90159853754852,198.6894722804327,169.32895239218715,166.61626439034
70,1990-03-26 10:28:57+00:00,211.85221780324758,135.36788083211417,133.39304716755026,,,,241.2418648650334,230.2730828920449,198.7645708168277,183.26284898936257
71,1990-04-11 10:28:56+00:00,234.10351336349092,129.04919253995894,122.38438702166013,82.78059645784165,62.78491690258063,,251.20398027664504,246.50865596578177,214.7883754392231,213.00754636370772
72,1990-05-29 10:28:54+00:00,206.4814094316373,200.21198900776574,134.88438220275066,88.55056885586464,94.68394394204287,62.36087798292637,245.87003909474947,228.23201710177705,206.12124250913843,204.74103471668894
73,1990-06-30 10:28:53+00:00,198.37139966614944,128.87168116824833,127.17370300062701,88.98820835783573,76.30025758265114,,250.38960170122462,219.62380014196157,195.25519833385886,202.49957809148611
74,1990-07-16 10:28:50+00:00,196.46529896567176,133.18240133502013,131.9310855213771,106.53460629879791,96.9907552143143,57.31726876086526,240.28020953145133,221.82584603889455,199.17871909711016,193.7255413082034
75,1990-08-01 10:28:45+00:00,187.74882209261204,132.95561899361675,134.05277731576825,100.13878051693855,87.06471070223884,,236.8979825094204,206.24637012818,180.89671791304343,193.99671565323447
76,1990-08-17 10:28:41+00:00,196.76138810474743,143.17416425910207,146.02807975353187,116.59444576100525,99.1481366785965,58.409989561237836,239.62674744795282,210.12319006687108,190.38006511082943,193.6401892478167
77,1990-09-02 10:28:34+00:00,198.04531782764462,139.96065254739932,127.62687333985981,90.84951287586257,,,243.12450251288388,214.85658181650876,207.2937082709522,195.94876197489052
78,1990-09-18 10:28:33+00:00,193.85589695395984,132.34385633211758,141.00866872586457,,,,242.60092395247122,210.9112532557545,200.67195653973582,193.77057670184962
79,1990-12-07 10:28:00+00:00,207.03089405644033,164.318115142513,157.79555610798946,130.94608662308394,119.42714082262273,86.60318342618422,229.62797047456536,212.87180230052684,191.5495342235397,194.41276592686117
80,1991-01-24 10:29:14+00:00,194.60268370503712,151.3318601585491,144.24422080276477,109.87050347628664,110.74064707238307,63.85803492392941,239.7335100626031,222.92542506810173,191.33620153210978,188.71199527137006
81,1991-06-17 10:31:37+00:00,210.3623292220168,196.32341888940434,134.39156422546847,88.88089070616194,89.75275517739017,54.52718154540467,253.91666165208784,232.89372707594293,214.5686565708313,196.02887167738572
82,1991-08-04 10:32:13+00:00,202.56280632485442,144.901052116164,138.64656020738155,111.52815514807195,104.73073149208464,60.58517630486509,242.3682650756013,228.24005518955343,202.31179534630888,190.97969119006942
83,1991-10-07 10:32:46+00:00,190.20559767339134,137.00248066566658,257.03498395534274,78.17437760683748,57.94195434804462,228.0249350507463,245.3473121539991,212.1139815443964,188.09473194216707,186.23595021499733
84,1991-10-23 10:32:52+00:00,202.8485240585858,194.486182616531,143.3773822402402,62.13867964132723,57.2535929300865,,246.02911870186128,214.2367483462367,203.31545206868623,176.36838781745277
85,1991-11-08 10:32:54+00:00,220.9132345551081,190.4468443869672,136.6547979083393,72.00477939011368,60.0191747075103,,242.26197587708793,220.1186927222625,208.8680457674219,195.67578709463064
86,1991-12-26 10:33:05+00:00,187.623219008285,157.39129436972405,152.9404606092058,121.74282798703665,111.29161653837258,73.91446699343044,222.98385972634705,193.01705058013897,181.79702098910658,191.7551677616803
87,1992-01-11 10:32:58+00:00,,191.46459554502573,161.49421299723556,140.52691387614627,144.21093372615485,135.63389407546322,198.21165462145888,170.24059442711126,207.05834119604708,188.39545839338226
88,1992-01-27 10:33:02+00:00,188.78890731039627,147.39678478639323,144.81430398453176,111.18299349365297,106.05503145581528,60.77956990868469,231.15598919750587,195.35113445985732,181.6201435134601,187.362269971777
89,1992-04-16 10:32:43+00:00,214.78621332821604,181.25779537516863,139.93365271666642,,,,244.52039148344133,223.9311957590604,213.08655477002964,224.86922303447037
90,1992-05-02 10:32:33+00:00,224.2646218876124,191.9565194980682,139.27594591556496,,,,243.07446587719244,221.06153183242952,211.67794997136994,199.67966471744617
91,1992-05-18 10:32:23+00:00,223.152455308766,197.79995089452365,146.11123426808933,66.87095093326366,61.578160769367926,,229.80031754973652,184.78231206717453,203.06502261932076,
92,1992-06-19 10:32:01+00:00,,,,,,,239.11257773022072,212.16019228818027,218.26597656369117,212.82791823952158
93,1992-07-05 10:31:51+00:00,216.2441592039172,247.90266899626403,150.0356218684543,97.34463119238279,94.00833998799898,64.6208317396401,231.2331606931083,208.233071425363,204.12961809918943,194.37563280752704
94,1992-07-21 10:31:39+00:00,226.8589017874569,187.3303845026095,260.3700889140411,,,,244.902310583622,210.72786518362136,210.80753989813527,203.01267150340345
95,1992-08-06 10:31:28+00:00,201.22876061444077,147.01822207750556,152.1514335801183,116.17438815847972,114.66272773925488,65.76180128001819,239.78582102941664,207.79969287821368,199.48183749757263,183.6296444069419
96,1992-08-22 10:31:10+00:00,206.7642318818862,143.7771777592488,140.60126352610706,99.19222905532156,103.87586010282628,62.06739850932559,237.9627208415561,197.5930229664041,203.34535219330203,188.12688078304916
97,1992-09-07 10:30:57+00:00,200.87462675924354,131.35722141898128,137.7832815544363,114.11427263787598,100.06488211842586,63.56279734816857,243.91609627752806,205.71727049296524,195.8357576876195,195.71009539308054
98,1992-09-23 10:30:40+00:00,188.3824329420724,145.18685974631143,241.01737636788317,115.37517790065694,107.67910773326474,61.48690319692399,238.64717073936086,207.94964145320975,189.01664184903314,186.0753131631681
99,1992-10-25 10:30:08+00:00,210.11064675650718,126.57398280935652,263.4630276822186,,,,244.8058382473545,204.2184511681603,185.32841076527353,180.18749586845
100,1992-11-26 10:29:47+00:00,232.28760579307718,198.75228402584307,133.23176689865318,74.63021781345881,60.69863208845891,,252.89555006350577,224.53952863430283,208.7871639180875,213.27133856626986
101,1992-12-12 10:30:01+00:00,214.19742781169262,191.10049373703123,144.90715336864469,103.37054140927955,87.67333832951095,54.57420899972924,246.118403917467,214.89286317107909,194.35929570079603,205.06345503360592
102,1992-12-28 10:30:09+00:00,205.89209286094282,147.82771682727792,152.3716537651274,125.86702108855204,98.61245877593095,61.46175864182691,224.5718830114721,193.5998356535515,177.13775073517388,179.12768386026934
103,1993-01-13 10:30:19+00:00,227.61853543535818,252.37737769945483,289.7501137899745,59.85929413343879,117.98195666084808,79.6013893438592,224.98038656991935,207.24301141008993,197.20250531721084,
104,1993-03-02 10:30:48+00:00,208.71158474949252,138.85091070076427,242.9933779587186,88.790370507469,74.13289229308126,,237.72410576457438,204.06696019133466,185.03285706367035,186.25807101679607
105,1993-04-03 10:30:58+00:00,200.61904653602483,149.7164754961675,143.60776526423749,98.934018479685,70.51742897819057,,237.15822080555355,187.73952656766113,179.86273279499454,180.16834214443844
106,1993-04-19 10:31:07+00:00,197.39565750397188,130.9241458393835,251.32737579918648,,,,232.33806546645081,196.59978839531163,174.76529107240617,180.96402115780208
107,1993-05-21 10:31:13+00:00,232.38070840549523,199.49114254638346,143.58142821477765,,,,244.54379998531465,210.72897249888587,201.7332492396791,194.4003056415669
108,1993-07-08 10:31:08+00:00,222.27897215809224,137.5639138352056,133.376214297915,76.80991939210773,64.6461896766932,,252.71553887943116,217.45686478428502,195.13824936980333,189.628096938375
109,1993-08-09 10:31:08+00:00,226.96715138406609,241.36548263032108,135.75316477797867,79.11899994128214,67.18631727103588,,244.55510847326534,206.37797000527257,190.41795082315292,193.51960549303377
110,1993-08-25 10:31:06+00:00,211.2917432106364,144.8196210517914,145.49550755355583,110.3267157664852,109.15995462843398,68.98694936161561,,,,
111,1993-09-10 10:31:04+00:00,223.34995188307283,142.3867525240998,137.49514746717827,97.47209824380496,84.90549517999366,,240.3902340137938,203.28267992703556,182.53068508428828,179.6709914503704
112,1993-09-26 10:31:01+00:00,214.30205645573932,147.66140767612563,137.8071392350504,107.21157846387784,100.21812685687604,,237.29077134378417,200.44084089468134,180.8702965391204,179.4095526450913
113,1993-10-28 10:30:51+00:00,207.66212722166284,136.90940084500758,135.39044522812188,94.91937877607717,60.436381435891704,,240.0696728717122,209.61679877508448,181.42788690775382,188.54959030020234
114,1994-02-01 10:29:56+00:00,197.7566294378785,147.89229774934043,142.2421586753971,108.13082124272846,98.71368413459695,59.599789720913265,253.65348249386687,247.6699270649807,221.79985704596004,181.80353798268874
115,1994-03-21 10:29:16+00:00,191.20818232515765,133.37314860008843,134.80661949544725,85.91164571139814,62.527095457509034,,250.41142917204596,226.54610123139867,172.79116339052325,185.80367684358117
116,1994-04-06 10:28:59+00:00,195.41034700819122,129.32387356052223,135.2220695961475,,,,246.6843873983052,220.55991020446316,175.3731033615557,183.96709818463012
117,1994-05-08 10:28:22+00:00,186.85579339933884,180.07794384105634,140.35063550217455,,,,256.9965173953591,214.51981634372257,181.6212419131257,184.42995695743008
118,1994-06-02 10:21:45+00:00,,,,,,,,,,
119,1994-06-09 10:27:47+00:00,188.35402750091652,174.91202539007975,264.18752666833126,,,,258.084908792272,225.69519653770737,179.7224108093077,180.97891224160034
120,1994-06-18 10:21:24+00:00,,,,,,,,,,
121,1994-06-25 10:27:25+00:00,201.9627214675296,132.3359748901146,141.82153335783565,,,,253.795961435815,219.58456148090022,189.4985833640075,187.1439484645996
122,1994-07-11 10:27:00+00:00,197.64350809174928,137.06410870565315,144.78053989349158,,,,256.1902188483924,221.87000033714205,193.4287763871846,186.47640225698413
123,1994-07-27 10:26:33+00:00,200.5134008088886,130.99034905800585,127.08433922186204,108.70419619700735,,,251.16212050594945,223.12778549241605,197.56948195008783,190.10322239744687
124,1994-08-12 10:26:07+00:00,197.0241225999416,130.96159266001328,133.6648571361749,115.23491788450278,,,258.4622302315931,217.5282467538888,194.93204402664907,191.99911259428023
125,1994-09-13 10:25:19+00:00,186.16785154032704,134.3016411025439,131.34513675629117,99.35624582730287,88.55849337753644,,248.5699712611087,208.5724317712307,173.8054335206769,186.06467691922188
126,1994-11-16 10:23:17+00:00,181.75229471398626,135.73360084786236,251.63113383324213,285.215188156257,,,254.03078455692187,215.8939220749651,178.52109165167957,181.66174493435688
127,1995-02-04 10:20:32+00:00,199.23221515736057,186.57835003346815,145.16871025792483,87.81104003026485,67.9172809579458,,252.1894858203578,252.9748859859603,188.26165662100527,184.38716364267557
128,1995-03-08 10:19:15+00:00,,120.40725784412606,137.23932751076757,,,,257.2928958179258,239.21228428338912,195.05395369964577,195.80795111378268
129,1995-03-24 10:18:34+00:00,173.3997831511203,151.7603739898105,156.59299027066467,137.99169303189143,109.0383377414355,65.82255506173072,252.702944331677,224.43625810909805,172.90484049416006,169.97492955538684
130,1995-04-09 10:17:55+00:00,169.74031467077094,135.59934261831322,144.46889452586868,99.75251538030557,101.4925304744303,59.38503056856953,242.0131847417872,218.76981448143135,183.92688457732888,189.54306492572073
131,1995-05-27 10:15:47+00:00,199.23161834472987,231.9660735152002,263.88668424400504,,,,254.29718695390358,233.15856648321557,187.77886730584794,200.14203142687998
132,1995-06-12 10:15:03+00:00,195.75596153278818,128.06065769518165,254.014930812936,,,,252.13643850838216,232.35265514146832,181.1106583496598,194.8599941168782
133,1995-06-28 10:14:20+00:00,199.18432979969893,227.0076630969038,267.9290288027524,,,,253.1859085739846,230.9806524689214,198.8810301300137,202.53809718001045
134,1995-07-14 10:13:36+00:00,212.75502343992466,239.88111306343004,207.18406512725176,,,,258.0073978852794,239.75849599864938,228.70023891559566,206.35577043387528
135,1995-07-30 10:12:53+00:00,210.19898879622122,236.67815738227713,135.47662039696326,,,,257.28902652152215,261.3743625536603,220.46186464391997,210.3620761122817
136,1995-08-15 10:12:09+00:00,191.18043233098254,181.80128597630116,146.1606037502922,96.41484300895672,66.2804773670677,,243.00123763146664,224.47200129017645,188.35318372842238,193.68052524240983
137,1995-08-24 10:05:33+00:00,,,,,,,,,167.6455154857997,188.48028893370298
138,1995-08-31 10:11:24+00:00,176.67964031007136,156.26121126956158,169.66689480283134,150.97634433596994,121.84027167435866,72.28312506996355,253.4968536514353,235.6209042148326,186.12643024321352,196.36934706233382
139,1995-09-09 10:04:47+00:00,,,,,,,249.0684079709724,231.36613150560822,197.47586829730523,198.27030028631702
140,1995-09-16 10:10:37+00:00,201.96902634565544,131.71586870872292,133.80665121743684,88.60160678432834,,,256.1414837988757,237.34990479450056,196.45330994911424,200.5496373636166
141,1995-09-25 10:03:59+00:00,,,,,,,,,,
142,1995-10-18 10:08:56+00:00,179.34091780941165,140.14625663851666,191.66419442914577,143.7637314498319,106.80420151109851,62.306668510420266,243.16356174465005,209.3731923797617,171.59494276698274,176.3186644594562
143,1995-11-03 10:08:16+00:00,,169.92265894071863,194.21608280474828,151.41203715396716,109.9255384612148,63.615126228767835,245.97766831055833,216.18255873851223,178.5732114961288,172.74149387229411
144,1996-02-23 10:14:43+00:00,189.59295295499984,236.53650754464016,264.5535593822649,,,,255.55528143214076,269.5963757971536,234.00720532619042,202.57438211996148
145,1996-03-26 10:16:49+00:00,170.48902468585302,203.0196276484325,207.93273941773182,101.59069117477898,87.82261502322461,229.941909493002,226.0756926473763,231.56092274787275,188.71001432502482,164.90129273835777
146,1996-05-29 10:20:37+00:00,155.6786015125677,214.02403903621206,167.88972491889558,116.95015127003117,103.6519512480933,60.204600420298306,221.92855868031222,213.48158747565637,153.19275979247962,157.44605454114998
147,1996-06-14 10:21:30+00:00,163.534931816498,203.4416232242724,194.4784740773436,237.50772758724668,,,230.8778559653914,216.60080681110583,184.9616575715341,162.55282939488964
148,1996-07-16 10:23:11+00:00,177.57667903050182,200.64310186683795,199.8844857350333,243.44425983025369,,,240.12286138813997,229.418705550957,200.81055401005335,197.5798418990729
149,1996-08-01 10:24:02+00:00,190.06458304946975,223.5661992912567,245.48252131517347,,,,,255.0854134542183,233.75179621924707,233.602813056903
150,1996-08-17 10:24:52+00:00,186.1173136668124,212.71554578416652,261.54859851722375,,,,,257.24743906279207,244.03076728654412,228.91466383360546
151,1996-09-02 10:25:45+00:00,171.23768189801552,201.47228176919782,188.0565243299183,91.02575167235067,66.89854346649958,,239.1635368305575,223.78031792091917,191.68109507513657,180.56647620442772
152,1996-10-04 10:27:28+00:00,167.0163396270207,197.55272749236298,179.98206100357126,96.39801282059497,74.44816705206983,,240.67870549113937,219.60325193653244,183.94744177038538,166.53643146865772
153,1996-10-20 10:28:18+00:00,167.52091385847703,197.68087429189967,179.95147406821013,102.1927075715299,83.29757297802999,,242.14022414683973,217.86611777571494,177.87322356634357,165.41200750673892
154,1996-12-07 10:30:35+00:00,159.42856342430025,147.16541073508532,128.70771387775682,124.78113703101866,107.9767765928554,68.96655945390182,235.948608780534,215.25235617327476,170.77629275774026,159.9224118634327
155,1997-02-25 10:34:12+00:00,170.78828243711732,200.6103299819802,213.34325568644013,241.43226781205618,,,251.62007231726096,237.62138641782764,212.5006891993188,221.3625170840796
156,1997-04-30 10:36:34+00:00,160.29043096164827,195.3941290487266,196.9405117526186,151.6278772115656,103.02513543918518,59.1619573026347,235.9632343597541,202.2685013067672,194.34722066701886,159.48506223713662
157,1997-06-01 10:37:42+00:00,154.153503414448,,,118.15071261857315,120.11303508837302,84.58109656729269,227.52926050199702,198.53421836881824,183.09760583630455,159.11423906153556
158,1997-06-17 10:38:14+00:00,161.68900620840836,184.40223787090554,191.3105563793136,204.0705431147298,107.84767693182803,218.8148120698237,224.41324955416644,201.36885066811175,183.25685185115432,150.47101101839067
159,1997-07-19 10:39:21+00:00,166.1491100273502,192.6265352652287,196.13626121472566,226.773686315828,,,237.110561107704,204.9573843942228,188.14794758723033,173.94706267782664
160,1997-08-20 10:40:23+00:00,179.46692106709293,222.8258774352306,257.27699860024404,279.9988778764987,,,255.8826713362656,238.51211069996117,220.00423686804064,221.31569885126532
161,1997-09-05 10:40:51+00:00,169.26400427516796,206.64141848053458,228.47368434579823,244.2312817965619,,,242.9575244514396,223.77602776013484,206.58014052376953,205.02434888337058
162,1997-09-21 10:41:18+00:00,172.16776966780628,222.47289987946272,232.91141332820618,270.64312848681345,,,250.8295652602539,219.32442278581166,198.08491663648124,185.68533931137455
163,1997-11-08 10:42:37+00:00,147.66458326881158,175.85913566191954,188.4595660252196,198.27117838862156,121.9665774873403,76.2111202124336,229.10193653525255,194.1079199060345,172.60391289186532,152.5357916329934
